gene,MF: COAD,METH: COAD,GE: COAD,CNA: COAD,hsa04010,hsa04012,hsa04110,hsa04115,hsa04150,hsa04151,hsa04210,hsa04310,hsa04350
SERPINB1,0.0,0.0082391549984183,0.0068255259015591,0.0,0,0,0,0,0,0,0,0,0
CBLN4,0.0,0.3247760222455813,0.213107478616059,0.0,0,0,0,0,0,0,0,0,0
KCNG1,0.0217908094629645,0.4345883583212463,0.2466956417246985,0.0,0,0,0,0,0,0,0,0,0
KCNG2,0.0054490836942419,0.0133301807186576,0.0816474915718718,0.0,0,0,0,0,0,0,0,0,0
ASB8,0.0054147206648853,0.0050961648089804,0.0545121648472224,0.0,0,0,0,0,0,0,0,0,0
ACR,0.0054473912440846,0.0,0.0273040728860827,0.49079754601227,0,0,0,0,0,0,0,0,0
GALNT4,0.0,0.0157347225494054,0.0262875160139112,0.0,0,0,0,0,0,0,0,0,0
CHRNE,0.0108306651907643,0.0567417033687529,0.0391780600215881,0.0,0,0,0,0,0,0,0,0,0
ENPEP,0.0108619312610208,0.0854693540045568,0.0324349955815435,0.0,0,0,0,0,0,0,0,0,0
SIM1,0.0054246344812216,0.5357838334227849,0.0,0.0,0,0,0,0,0,0,0,0,0
C1RL,0.0162240728066209,0.0073763969373407,0.0093663101872221,0.1840490797546012,0,0,0,0,0,0,0,0,0
CHKA,0.0,0.0079728061241664,0.032246543479751,0.0,0,0,0,0,0,0,0,0,0
EDN3,0.0,0.0129200943221143,0.342546020960409,0.0,0,0,0,0,0,0,0,0,0
PRPH2,0.0054393233951987,0.2773731257261116,0.1171437138775896,0.294478527607362,0,0,0,0,0,0,0,0,0
GRIK4,0.0321532246913523,0.2240884797009336,0.1687664049684871,0.0,0,0,0,0,0,0,0,0,0
SCUBE1,0.0159847011627728,0.4259393214114927,0.2290922902155963,0.0,0,0,0,0,0,0,0,0,0
SCUBE2,0.0213930281343118,0.3731792873038871,0.2145938734186149,0.0,0,0,0,0,0,0,0,0,0
ZNF689,0.0054350094059736,0.0126182251071044,0.0163576608843789,0.3865030674846625,0,0,0,0,0,0,0,0,0
OLFM3,0.0054210107132501,0.2292545408956489,0.4224211798393888,0.3650306748466257,0,0,0,0,0,0,0,0,0
NANOS1,0.0054439081272819,0.0809026022539757,0.0071836260796538,0.3343558282208588,0,0,0,0,0,0,0,0,0
DAZ3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
NPTX1,0.0,0.4578207083087975,0.3260851965492946,0.0,0,0,0,0,0,0,0,0,0
PAIP2B,0.0,0.0246762180512855,0.0471647161529769,0.0,0,0,0,0,0,0,0,0,0
HOXB13,0.0,0.0033898915838482,0.2066510134567604,0.0,0,0,0,0,0,0,0,0,0
CORT,0.0,0.0001338556533171,0.0949979043744095,0.0,0,0,0,0,0,0,0,0,0
IGSF5,0.0,0.0,0.1327480335049744,0.0,0,0,0,0,0,0,0,0,0
VEZT,0.0053161903595678,0.0029392781092057,0.0039916809092694,0.0,0,0,0,0,0,0,0,0,0
JCHAIN,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
CD1E,0.0323611595613081,0.3307352036678789,0.0724515123078204,0.0,0,0,0,0,0,0,0,0,0
IL1RL2,0.0,0.0063692227956875,0.0465855486169222,0.0,0,0,0,0,0,0,0,0,0
KCNH5,0.0269895941778913,0.1514880523353521,0.0,0.4631901840490798,0,0,0,0,0,0,0,0,0
MLNR,0.0,0.3642560650880569,0.0,0.058282208588957,0,0,0,0,0,0,0,0,0
GHRHR,0.0,0.1211125416417007,0.0,0.0,0,0,0,0,0,0,0,0,0
GH2,0.0054410851614509,0.179162608146057,0.0,0.0,0,0,0,0,0,1,0,0,0
IL1F10,0.0,0.170555489699113,0.0,0.0,0,0,0,0,0,0,0,0,0
HLA-DRB4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
C8G,0.0,0.1436627305606501,0.2053784736331079,0.0,0,0,0,0,0,0,0,0,0
HCRTR2,0.0162203393233346,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
CFHR1,0.0108922276777152,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ADAMTS5,0.0271042510480793,0.5849390579698351,0.0262432509517046,0.0,0,0,0,0,0,0,0,0,0
SV2B,0.0161366941099424,0.2262435818479163,0.1741892038906934,0.0,0,0,0,0,0,0,0,0,0
KLF8,0.0106667201843514,0.1010069766222888,0.1000458695986818,0.0,0,0,0,0,0,0,0,0,0
TXNRD2,0.0049875498606844,0.0130497091705914,0.0020410178821367,0.0,0,0,0,0,0,0,0,0,0
ITIH3,0.0,0.0497117958537172,0.0645236071947269,0.0,0,0,0,0,0,0,0,0,0
ZBTB38,0.0053507904208808,0.0,0.0108729983960164,0.0,0,0,0,0,0,0,0,0,0
TYR,0.0054470059014212,0.7469267999419789,0.0,0.0,0,0,0,0,0,0,0,0,0
IFI6,0.0,0.0044419340791562,0.0938077443170803,0.0,0,0,0,0,0,0,0,0,0
RASA2,0.0,0.0044504532986505,0.0129903105441923,0.0,1,0,0,0,0,0,0,0,0
PRRX2,0.0054155061730857,0.1222363646407059,0.0120765976015757,0.0,0,0,0,0,0,0,0,0,0
PDP2,0.0108666254555769,0.0053961692802619,0.0071301340200063,0.0,0,0,0,0,0,0,0,0,0
CTSF,0.0054474173682112,0.1601329936981689,0.0965028776441718,0.0,0,0,0,0,0,0,1,0,0
RELL1,0.0,0.008516758086017,0.1551155817893187,0.0,0,0,0,0,0,0,0,0,0
TAF4B,0.0054295295935035,0.0248544497811258,0.0465766087968364,0.0,0,0,0,0,0,0,0,0,0
ERVW-1,0.0,0.0,0.0210744300083575,0.0,0,0,0,0,0,0,0,0,0
PHKG1,0.0,0.1059188707164506,0.0705894023113376,0.0,0,0,0,0,0,0,0,0,0
OMG,0.0,0.0,0.2229861041515668,0.0,0,0,0,0,0,0,0,0,0
RTN4RL1,0.0,0.1961332575743744,0.164703329789236,0.0,0,0,0,0,0,0,0,0,0
CLEC4A,0.0,0.003261555566759,0.0259159871276698,0.1840490797546012,0,0,0,0,0,0,0,0,0
KIAA0513,0.0,0.0039399262574383,0.1523326819628585,0.0,0,0,0,0,0,0,0,0,0
RGS9BP,0.0163339843149943,0.0158777901604211,0.0358893921108238,0.0,0,0,0,0,0,0,0,0,0
NOMO3,0.0,0.0048222626633496,0.0647670385260928,0.0,0,0,0,0,0,0,0,0,0
BPI,0.0106984911731512,0.0,0.0323320667787899,0.0,0,0,0,0,0,0,0,0,0
PPM1L,0.0053978699938526,0.0082315977807988,0.053208223811989,0.0,0,0,0,0,0,0,0,0,0
ARHGAP27,0.0053903359969495,0.0758162460460267,0.035990740699373,0.0,0,0,0,0,0,0,0,0,0
MFGE8,0.0107362895501045,0.014702131500175,0.0129178558451185,0.0,0,0,0,0,0,0,0,0,0
TBX20,0.0108505454453023,0.3360530684237366,0.0774161629411585,0.0,0,0,0,0,0,0,0,0,0
ST3GAL6,0.0,0.1799296873220842,0.0660856233220614,0.0,0,0,0,0,0,0,0,0,0
ZC3H12D,0.0054333211554563,0.0936569737426397,0.0861454944330243,0.0,0,0,0,0,0,0,0,0,0
WHAMM,0.0,0.0383172122714442,0.0183531443716065,0.0,0,0,0,0,0,0,0,0,0
FKBP10,0.0162780399849727,0.0071422714619535,0.1304018737595425,0.0,0,0,0,0,0,0,0,0,0
PLXNA4,0.0213481870705903,0.1903853335715986,0.0318140132716203,0.0,0,0,0,0,0,0,0,0,0
MGAT2,0.0,0.0020955683857747,0.0453259406236748,0.0,0,0,0,0,0,0,0,0,0
CC2D2A,0.021653528781267,0.0669764511717332,0.0090614604754396,0.0,0,0,0,0,0,0,0,0,0
RTN2,0.0054189335726031,0.0011341075137894,0.0140478608266262,0.0,0,0,0,0,0,0,0,0,0
IZUMO1,0.0,0.3274908872023485,0.145786291934228,0.0,0,0,0,0,0,0,0,0,0
CHRNA10,0.0,0.0179983700704091,0.0038738438469683,0.0,0,0,0,0,0,0,0,0,0
CHRNA9,0.0,0.0102043570252674,0.0,0.0,0,0,0,0,0,0,0,0,0
MGAT5,0.0208588589771115,0.0015712965843518,0.0669501108570408,0.0736196319018405,0,0,0,0,0,0,0,0,0
FNIP2,0.0108577329533126,0.0056072731847182,0.0907293024207464,0.0,0,0,0,0,1,0,0,0,0
SV2C,0.0216232042676531,0.1909257985291486,0.1297412275972649,0.0,0,0,0,0,0,0,0,0,0
CNNM4,0.0053704556638941,0.0123414017653793,0.1500343608078323,0.0,0,0,0,0,0,0,0,0,0
ACP6,0.0,0.0019931209714869,0.0494222037079606,0.3650306748466257,0,0,0,0,0,0,0,0,0
LOXHD1,0.0366055030998335,0.0,0.0167260471767686,0.0,0,0,0,0,0,0,0,0,0
COX6B1,0.0,0.0006839708114009,0.0244280528098835,0.0,0,0,0,0,0,0,0,0,0
CLEC2L,0.0,0.386291090718442,0.0725285510315101,0.0,0,0,0,0,0,0,0,0,0
HBG1,0.0,0.4000904022509636,0.0,0.0,0,0,0,0,0,0,0,0,0
ASCL2,0.0,0.1319434964501303,0.2454777473620242,0.0,0,0,0,0,0,0,0,0,0
CDSN,0.0,0.0770622071816771,0.0,0.0,0,0,0,0,0,0,0,0,0
MDFIC,0.0,0.4056135638000476,0.0827708238874299,0.0,0,0,0,0,0,0,0,0,0
HCN3,0.0054457108276607,0.008261920714753,0.0189613461817012,0.0,0,0,0,0,0,0,0,0,0
PIWIL3,0.0108075393825073,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
LALBA,0.0,0.2843259054502561,0.0,0.0,0,0,0,0,0,0,0,0,0
KCNC2,0.01075306509318,0.3215979409535339,0.0,0.0,0,0,0,0,0,0,0,0,0
KIN,0.0,0.0030918137811036,0.0102995618681979,0.0,0,0,0,0,0,0,0,0,0
ZNF217,0.0,0.0096933966902105,0.0278327271504783,0.0,0,0,0,0,0,0,0,0,0
LGI1,0.0,0.2302875521993435,0.0,0.3343558282208588,0,0,0,0,0,0,0,0,0
PRKACG,0.0,0.0141463416873622,0.0,0.0,1,0,0,0,0,0,0,1,0
GNAT3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
TRPC7,0.0376604429706789,0.1692901975813011,0.0,0.0,0,0,0,0,0,0,0,0,0
PIGP,0.0,0.0108550603465194,0.0181322093575264,0.0,0,0,0,0,0,0,0,0,0
PAH,0.0054376880034822,0.0010905603189523,0.2760742952183904,0.0,0,0,0,0,0,0,0,0,0
PKLR,0.0108574388736405,0.0370130054566828,0.0670792759278394,0.0,0,0,0,0,0,0,0,0,0
GALNS,0.0054461883331685,0.0004508488897424,0.0224035193085754,0.0,0,0,0,0,0,0,0,0,0
PLA2G4C,0.0054180348196273,0.0156447867037941,0.0105999002956276,0.0,1,0,0,0,0,0,0,0,0
CCT6B,0.0108019064626305,0.0257289288627275,0.0248166587465769,0.0,0,0,0,0,0,0,0,0,0
SCN1A,0.0541826864335051,0.0,0.0,0.0736196319018405,0,0,0,0,0,0,0,0,0
AVEN,0.0,0.035028140443364,0.0409197400905033,0.5429447852760736,0,0,0,0,0,0,0,0,0
MUC5B,0.051826487210709,0.0044333721083527,0.1036273252847443,0.0,0,0,0,0,0,0,0,0,0
TADA1,0.0054408851759277,0.0147094566389283,0.014783471131677,0.0,0,0,0,0,0,0,0,0,0
SUPT7L,0.0053687646274727,0.0184087429453339,0.0188954026109667,0.0,0,0,0,0,0,0,0,0,0
DECR1,0.010884809825354,2.583980257920174e-05,0.0542356410834641,0.0,0,0,0,0,0,0,0,0,0
PPIP5K1,0.0,0.0,0.0171702252528097,0.5276073619631902,0,0,0,0,0,0,0,0,0
TTYH3,0.0,0.0021957372078461,0.1105438987028795,0.0,0,0,0,0,0,0,0,0,0
RNF180,0.0215589288568789,0.3862363619085416,0.0774972918222018,0.0,0,0,0,0,0,0,0,0,0
USP3,0.0208121956886166,0.0008824143617663,0.0039916809092694,0.0,0,0,0,0,0,0,0,0,0
STAG3,0.0320019742766934,0.1052868647718605,0.0630888592424457,0.0,0,0,0,0,0,0,0,0,0
WDR82,0.0,0.0017866870577387,0.0024075406281983,0.0,0,0,0,0,0,0,0,0,0
OSR1,0.005451149583172,0.081929141847141,0.2149342708303978,0.0,0,0,0,0,0,0,0,0,0
SVIP,0.0107782808186389,0.0,0.0318306294064474,0.0,0,0,0,0,0,0,0,0,0
PDZRN3,0.0,0.0221589174124056,0.0874795432089241,0.0,0,0,0,0,0,0,0,0,0
ACADSB,0.0108618886499429,0.0025553796364459,0.0531732659046375,0.3343558282208588,0,0,0,0,0,0,0,0,0
USP36,0.0104466385727324,0.0076124349530802,0.0578710130804874,0.0,0,0,0,0,0,0,0,0,0
ADSL,0.0,0.0046844062836172,0.0281295869270778,0.0,0,0,0,0,0,0,0,0,0
USP37,0.0,0.0087893930153682,0.033994707410227,0.0,0,0,0,0,0,0,0,0,0
USP44,0.0108032938599161,0.0464423518278408,0.1103526618150879,0.0,0,0,0,0,0,0,0,0,0
GLDC,0.0052883808080592,0.5825302418160659,0.1501990104774472,0.0,0,0,0,0,0,0,0,0,0
GNAL,0.0,0.0674221185921621,0.1241595752523826,0.0,0,0,0,0,0,0,0,0,0
RPL3L,0.0,0.1196966763616756,0.0398677091550967,0.0,0,0,0,0,0,0,0,0,0
USP17L2,0.0217774355788048,0.1710517863149913,0.0,0.0,0,0,0,0,0,0,0,0,0
POFUT2,0.016239327210097,0.0820321666342579,0.0249443876917211,0.0,0,0,0,0,0,0,0,0,0
DHRS7B,0.0,0.0108486071186556,0.0391236957415001,0.0,0,0,0,0,0,0,0,0,0
DHX33,0.0107013167066338,0.0016930317032211,0.0536315017971196,0.0,0,0,0,0,0,0,0,0,0
FAM129B,0.0,0.0193716717197988,0.0298116677542214,0.0,0,0,0,0,0,0,0,0,0
WDR75,0.0,0.0037341914885464,0.0875975232386076,0.0,0,0,0,0,0,0,0,0,0
SFXN4,0.0,0.0029613272155512,0.0303951195070871,0.3343558282208588,0,0,0,0,0,0,0,0,0
RPL22L1,0.0053750920634969,0.0026918521855286,0.131202582011433,0.0,0,0,0,0,0,0,0,0,0
KDM1B,0.0,0.0056291544088813,0.0171376226047144,0.0,0,0,0,0,0,0,0,0,0
LIN28B,0.0053135581469425,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
INTS7,0.0,0.0006336199732277,0.0613279850554391,0.0,0,0,0,0,0,0,0,0,0
GPN3,0.005439838450388,0.0018036889780705,0.0547164483357377,0.0,0,0,0,0,0,0,0,0,0
TBPL2,0.0,0.0317941046707225,0.0,0.0,0,0,0,0,0,0,0,0,0
NNT,0.0,0.0100101890561755,0.0398756545046357,0.2668711656441718,0,0,0,0,0,0,0,0,0
PSD3,0.0041719424645531,0.0070884775669727,0.0497266730232527,0.0,0,0,0,0,0,0,0,0,0
FAN1,0.0054272491831708,0.0075872811569595,0.027835554939507,0.5429447852760736,0,0,0,0,0,0,0,0,0
SBK1,0.010740839821279,0.1478723320548736,0.065584645195497,0.0,0,0,0,0,0,0,0,0,0
GTF3C6,0.0,0.0429470764191156,0.0145763214395642,0.0,0,0,0,0,0,0,0,0,0
SSX2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
SSX2B,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ONECUT2,0.0052658461824439,0.1545114509432947,0.0962764885757503,0.0,0,0,0,0,0,0,0,0,0
DCAF17,0.0051359498564923,0.0040782675744305,0.0306140681864561,0.0,0,0,0,0,0,0,0,0,0
ZNRF2,0.0,0.0061444163520941,0.0662518353798232,0.0,0,0,0,0,0,0,0,0,0
TRIM34,0.0,0.1720511937869096,0.0354574592017037,0.0,0,0,0,0,0,0,0,0,0
PYHIN1,0.0216719713875018,0.4662951564619585,0.0958953713346286,0.0,0,0,0,0,0,0,0,0,0
ATG4C,0.0163194248492623,0.0035816418981556,0.0169655448000897,0.3650306748466257,0,0,0,0,0,0,0,0,0
CEP170B,0.00511838657622,0.0411656158754979,0.039881827090597,0.4631901840490798,0,0,0,0,0,0,0,0,0
PARS2,0.0,0.0077512002424361,0.0091106061033099,0.0,0,0,0,0,0,0,0,0,0
DIP2B,0.0106201559037284,0.0158930949747683,0.0097122592190542,0.0,0,0,0,0,0,0,0,0,0
BTBD8,0.0,0.0,0.009376151836472,0.3650306748466257,0,0,0,0,0,0,0,0,0
CRTC1,0.0054119087977908,0.0155847743098444,0.0006183000069363,0.0,0,0,0,0,0,0,0,0,0
WFDC5,0.0108966359810158,0.2071301192880896,0.0,0.0,0,0,0,0,0,0,0,0,0
NANOG,0.0054204855816837,0.2015189425211788,0.1548210942450626,0.1840490797546012,0,0,0,0,0,0,0,0,0
ZNF224,0.005442610116093,0.0031413497427913,0.0018999123484571,0.0,0,0,0,0,0,0,0,0,0
ZNF45,0.016253044309028,0.008497177437356,0.0187351404239057,0.0,0,0,0,0,0,0,0,0,0
ZNF226,0.0108161097580357,0.0022845760795594,0.0111166853553036,0.0,0,0,0,0,0,0,0,0,0
ZNF92,0.0053671594704656,0.0350491337359983,0.0401042393103217,0.0,0,0,0,0,0,0,0,0,0
ZSCAN31,0.0107857040911381,0.0,0.046778949753783,0.0,0,0,0,0,0,0,0,0,0
EMX1,0.0054384408605808,0.0474019780093706,0.1533936844108351,0.0,0,0,0,0,0,0,0,0,0
HOXD1,0.0108517261351742,0.077315257838065,0.2684970467981848,0.0,0,0,0,0,0,0,0,0,0
TIGD4,0.0,0.0076937791929752,0.1012260990675122,0.0,0,0,0,0,0,0,0,0,0
SSX5,0.0054350212142865,0.067275580351016,0.0,0.0,0,0,0,0,0,0,0,0,0
PAPOLG,0.005441363658504,0.0030867128169789,0.0075173357467918,0.0,0,0,0,0,0,0,0,0,0
ZNF195,0.0,0.0061770134879045,0.0661542608571496,0.0,0,0,0,0,0,0,0,0,0
DIP2C,0.0259900895829709,0.0076939408308698,0.0391921167452683,0.2453987730061349,0,0,0,0,0,0,0,0,0
ZNF714,0.0210893199268826,0.0105120732793821,0.0572873731922476,0.0,0,0,0,0,0,0,0,0,0
ZNF407,0.0156117190334796,0.0021720898569319,0.0346791822991479,0.0,0,0,0,0,0,0,0,0,0
ZNF273,0.0,0.0291708072770049,0.0466995416764093,0.0,0,0,0,0,0,0,0,0,0
SP8,0.0108359096526073,0.0522020806556778,0.0719813880253482,0.0,0,0,0,0,0,0,0,0,0
ZNF556,0.0108468386680298,0.2075698988108491,0.0,0.0,0,0,0,0,0,0,0,0,0
ZNF519,0.0,0.1764742202189164,0.0404401883351147,0.0,0,0,0,0,0,0,0,0,0
ZNF318,0.0267536412821246,0.0219382644399095,0.0338294770699808,0.294478527607362,0,0,0,0,0,0,0,0,0
SNAI3,0.0,0.0167202834278503,0.0866984005698945,0.0,0,0,0,0,0,0,0,0,0
ZNF506,0.0,0.0885821552131032,0.005955727405492,0.0,0,0,0,0,0,0,0,0,0
MRPL51,0.0,0.003547540966415,0.0251486831821025,0.0,0,0,0,0,0,0,0,0,0
H2BFM,0.0,0.2231010468724229,0.0,0.0,0,0,0,0,0,0,0,0,0
HSD11B2,0.0,0.0035726931968309,0.2421189887556061,0.0,0,0,0,0,0,0,0,0,0
SP5,0.0,0.0117180426240156,0.2128948310761754,0.0,0,0,0,0,0,0,0,0,0
CALR3,0.0054510584067793,0.0042685787087143,0.1046793435276211,0.0,0,0,0,0,0,0,0,0,0
ENDOG,0.0054329580088082,0.0058763665157817,0.0400480497016843,0.0,0,0,0,0,0,0,1,0,0
MTF1,0.005434800665189,0.0064716080935064,0.0487974816881893,0.0,0,0,0,0,0,0,0,0,0
ZNF516,0.0106441950847991,0.0095166137819651,0.0215999360542685,0.0,0,0,0,0,0,0,0,0,0
TUBD1,0.0,0.0005329380831148,0.0245303509603727,0.0,0,0,0,0,0,0,0,0,0
CYP4V2,0.0054489378803719,0.0021715796102505,0.0699499636937055,0.0,0,0,0,0,0,0,0,0,0
SLC2A4RG,0.0054498942439932,0.0022994468072135,0.0128876765699712,0.0,0,0,0,0,0,0,0,0,0
INO80C,0.0,0.0577372762018039,0.0261738403302135,0.0,0,0,0,0,0,0,0,0,0
INO80D,0.0053902062862548,0.0080615814661522,0.0015393295298504,0.0,0,0,0,0,0,0,0,0,0
ALKBH1,0.0,0.004280595315248,0.0017288687509329,0.4631901840490798,0,0,0,0,0,0,0,0,0
POLN,0.0,0.0091639752724508,0.0355127719770754,0.4294478527607361,0,0,0,0,0,0,0,0,0
TNP1,0.0054517841340942,0.2013270957213117,0.0,0.0,0,0,0,0,0,0,0,0,0
CENPM,0.0,0.0003084423111333,0.0277207935184899,0.0,0,0,0,0,0,0,0,0,0
HIST1H2AD,0.0054523687289488,0.0145818111006426,0.004203105583226,0.0,0,0,0,0,0,0,0,0,0
SLC27A1,0.0105482865725854,0.0167181045669754,0.0275957836003798,0.0,0,0,0,0,0,0,0,0,0
SAMSN1,0.0108137358933644,0.0,0.0893199625213646,0.4325153374233129,0,0,0,0,0,0,0,0,0
ZNF711,0.0107311911236216,0.0420642260557727,0.0012841449978902,0.0,0,0,0,0,0,0,0,0,0
DDX53,0.0054419484971497,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
HELT,0.0054422425694681,0.3204015584215351,0.0,0.4877300613496932,0,0,0,0,0,0,0,0,0
TBX1,0.0,0.2605195905332478,0.1533308366493669,0.0,0,0,0,0,0,0,0,0,0
NEXMIF,0.0,0.2775195975264907,0.0,0.0,0,0,0,0,0,0,0,0,0
PAXBP1,0.0054135962354031,0.0042190156735316,0.0371580844491838,0.0,0,0,0,0,0,0,0,0,0
EEFSEC,0.0,0.0093077626473908,0.0294654682121797,0.0,0,0,0,0,0,0,0,0,0
AASS,0.0162651413794933,0.1271435696322891,0.003158751407923,0.0,0,0,0,0,0,0,0,0,0
RMDN1,0.0,0.0044662965249681,0.0184737829067252,0.0,0,0,0,0,0,0,0,0,0
PXK,0.005415262816336,0.0273449372625301,0.0202042437007721,0.0,0,0,0,0,0,0,0,0,0
C10orf90,0.0215293128860167,0.6030574961809959,0.2300774050605276,0.3343558282208588,0,0,0,0,0,0,0,0,0
CLYBL,0.0,0.0022747059025506,0.0629735058572721,0.0,0,0,0,0,0,0,0,0,0
CD276,0.0053989848188331,0.0055789549589211,0.0663109633374605,0.0,0,0,0,0,0,0,0,0,0
CELSR1,0.0156856837386746,0.1311570232313031,0.2054172432197324,0.0,0,0,0,0,0,0,0,0,0
FREM2,0.0319193345279465,0.3886075885129713,0.0213848268561712,0.058282208588957,0,0,0,0,0,0,0,0,0
CNNM2,0.0048729806314902,0.0657955110690633,0.1499329545314221,0.3343558282208588,0,0,0,0,0,0,0,0,0
FAT4,0.1800621870631198,0.4828099376945381,0.0555070657625015,0.0,0,0,0,0,0,0,0,0,0
DCHS1,0.0269520202704427,0.2196681601622044,0.0108381635139287,0.0,0,0,0,0,0,0,0,0,0
PCDH7,0.0270879868481302,0.2709927671648663,0.1060293741803753,0.0,0,0,0,0,0,0,0,0,0
PCDH20,0.0217593387740509,0.2348755631882997,0.1887084621037575,0.058282208588957,0,0,0,0,0,0,0,0,0
PCDHGA11,0.0216975792891211,0.221142754319546,0.0383712151320086,0.0,0,0,0,0,0,0,0,0,0
FAT3,0.0731136785313384,0.0616417551921551,0.0672366611926428,0.0,0,0,0,0,0,0,0,0,0
GLYATL3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
KRT12,0.0054489365979867,0.0099081462770874,0.1601655854869685,0.0,0,0,0,0,0,0,0,0,0
ACADVL,0.0052779288387318,0.0472449655897087,0.0480808101347939,0.0,0,0,0,0,0,0,0,0,0
ALDH1L2,0.0108132276374725,0.0022714849819463,0.0198792616270552,0.0,0,0,0,0,0,0,0,0,0
CPT2,0.0213008507877808,0.0148692322626047,0.1193294193588556,0.0,0,0,0,0,0,0,0,0,0
HDHD5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
DDX28,0.0,0.0121052606873683,0.0314689733372402,0.0,0,0,0,0,0,0,0,0,0
GRSF1,0.0053989934977789,0.0106624013664199,0.0106152775694948,0.0,0,0,0,0,0,0,0,0,0
MCAT,0.0053983366018947,0.0334080987748909,0.0157607765108866,0.0,0,0,0,0,0,0,0,0,0
MRPL3,0.0,0.0019902365543802,0.0617488042825672,0.0,0,0,0,0,0,0,0,0,0
MRPL32,0.010901644512786,0.0,0.0342656398785991,0.0,0,0,0,0,0,0,0,0,0
MRPL50,0.0,0.0038390604060319,0.050779368548484,0.0,0,0,0,0,0,0,0,0,0
MRPL54,0.0054523434861533,0.0029947526892439,0.0222037470499105,0.0,0,0,0,0,0,0,0,0,0
MRPL55,0.0,0.0306450178145669,0.0212940415011949,0.0,0,0,0,0,0,0,0,0,0
MRPS2,0.0,0.0059699996004821,0.0327343443354268,0.0,0,0,0,0,0,0,0,0,0
MRPS30,0.0108988139542798,0.0077813864203154,0.0295954583375368,0.2668711656441718,0,0,0,0,0,0,0,0,0
PUS1,0.0053035257020337,0.00309774981004,0.0975389977341942,0.0,0,0,0,0,0,0,0,0,0
TARS2,0.0106971488911684,0.004075761172095,0.0379382112668547,0.0,0,0,0,0,0,0,0,0,0
TENT4A,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
MARCH1,0.0215663846301455,0.2679875554571749,0.0750671966785512,0.0,0,0,0,0,0,0,0,0,0
GALK1,0.0,0.0087879987592691,0.0822480466116941,0.0,0,0,0,0,0,0,0,0,0
ZNF443,0.0163348035922268,0.0049404789171527,0.0423603121791944,0.0,0,0,0,0,0,0,0,0,0
DNAH9,0.0415025912710426,0.0289562923099461,0.0874766976354839,0.7791411042944786,0,0,0,0,0,0,0,0,0
P3H4,0.0,0.01167156881079,0.0,0.0,0,0,0,0,0,0,0,0,0
METTL7A,0.0052399414111106,0.0729097253932935,0.2108770537775613,0.0,0,0,0,0,0,0,0,0,0
NDUFB4,0.0,0.0006097901062808,0.0183354278197221,0.0,0,0,0,0,0,0,0,0,0
CLIC2,0.0,0.161591599588783,0.1209177083009851,0.0,0,0,0,0,0,0,0,0,0
GRK7,0.0053956134727878,0.096981361363321,0.1389903799975403,0.0,0,0,0,0,0,0,0,0,0
TRIM13,0.0104977097832905,0.0136895194838543,0.0132261249542607,0.058282208588957,0,0,0,0,0,0,0,0,0
WDR11,0.0108613986288075,0.0167326683871011,0.0024896561046437,0.3343558282208588,0,0,0,0,0,0,0,0,0
DHRS4,0.0,0.028165928843354,0.0504905904781482,0.0,0,0,0,0,0,0,0,0,0
GFRA2,0.0108351394346815,0.0,0.3282458495945942,0.0,0,0,0,0,0,0,0,0,0
DIO2,0.0053299733997788,0.0,0.1350281535405588,0.4631901840490798,0,0,0,0,0,0,0,0,0
IBA57,0.0052302153927563,0.0045013972772961,0.0316470068719114,0.0,0,0,0,0,0,0,0,0,0
GTPBP1,0.0,0.004544958996776,0.0284343256410503,0.0,0,0,0,0,0,0,0,0,0
LPGAT1,0.0,0.0224657226629865,0.050798146014104,0.0,0,0,0,0,0,0,0,0,0
PIGN,0.0090260068539909,0.0,0.0411800512532314,0.0,0,0,0,0,0,0,0,0,0
ZNF605,0.0050274067016304,0.0838213502206727,0.022566701692663,0.0,0,0,0,0,0,0,0,0,0
DNLZ,0.0,0.0917771321278449,0.0241052235835182,0.0,0,0,0,0,0,0,0,0,0
COLGALT1,0.0163280870642314,0.0,0.0541054729274592,0.0,0,0,0,0,0,0,0,0,0
NNAT,0.0,0.0330751320037428,0.1211929232006576,0.0,0,0,0,0,0,0,0,0,0
LDHC,0.0108609156200787,0.0330958791753098,0.0884293174176876,0.0,0,0,0,0,0,0,0,0,0
EVX1,0.0,0.1625273958143468,0.155504597197198,0.0,0,0,0,0,0,0,0,0,0
ZNF566,0.0,0.0295326884485492,0.0303054428244966,0.0,0,0,0,0,0,0,0,0,0
