GENE,MF: ESCA,METH: ESCA,GE: ESCA,CNA: ESCA,hsa04010,hsa04115,hsa04310,hsa04340,hsa04350
ZDHHC3,0.0,0.0209015640126462,0.0225691910596777,0.0,0,0,0,0,0
PGGT1B,0.0,0.0393929261010751,0.0154110050483065,0.0,0,0,0,0,0
GDE1,0.0,0.0063727383842191,0.0346607059931907,0.0,0,0,0,0,0
ITIH2,0.0270084979397232,0.0493677351092459,0.2392640302051225,0.0,0,0,0,0,0
ZIK1,0.0,0.854588070102084,0.1024635225141261,0.0,0,0,0,0,0
ARPC5,0.0,0.0124046943888141,0.0612561611248092,0.0,0,0,0,0,0
PLPP7,0.0,0.107476880684274,0.0,0.0,0,0,0,0,0
LEFTY2,0.0270900911115556,0.0265815475071179,0.2513662049430496,0.0,0,0,0,0,1
ACSS3,0.0,0.5709039270882971,0.109839793822883,0.3586206896551724,0,0,0,0,0
KIF26B,0.0,0.0086968027248145,0.142050666467324,0.1172413793103448,0,0,0,0,0
COX15,0.0270980754606311,0.0055516448914969,0.0114796176434671,0.0,0,0,0,0,0
GFPT1,0.0,0.0221870890939287,0.0194828223499947,0.0,0,0,0,0,0
CADM3,0.0,0.0333614177510344,0.4286329716512104,0.6413793103448276,0,0,0,0,0
NKTR,0.0,0.019495504456863,0.0692296523916544,0.0,0,0,0,0,0
ZNF395,0.0,0.0102887314672167,0.0364549172958379,0.5172413793103449,0,0,0,0,0
GRM8,0.0540656244801591,0.2587649181931412,0.0399443388024308,0.0,0,0,0,0,0
PTPRN2,0.0266308346277131,0.0244541657899538,0.3878817395128516,0.4620689655172414,0,0,0,0,0
RNF182,0.0,0.3298641457105772,0.0058034476615588,0.0,0,0,0,0,0
PDE6G,0.0,0.0,0.0077532784939904,0.0,0,0,0,0,0
EFNB3,0.0,0.2079131216099873,0.0097467532575966,0.0,0,0,0,0,0
AMBN,0.0,0.2685223260290306,0.0,0.0,0,0,0,0,0
LPA,0.0808389386643575,0.0,0.0508857632778373,0.0,0,0,0,0,0
ADCY3,0.0,0.3536378058456723,0.0871250239067946,0.0,0,0,0,0,0
ST18,0.0811872389201447,0.4000702604950666,0.2717789675284372,0.0,0,0,0,0,0
ZNF468,0.0269766101951853,0.0235168909128768,0.0075624510997578,0.0,0,0,0,0,0
OTP,0.0,0.4507058321376437,0.1051116819346972,0.0,0,0,0,0,0
APMAP,0.0,0.0799371615081132,0.0672413210150835,0.0,0,0,0,0,0
TSNAXIP1,0.0,0.0141656645036303,0.0355987449116402,0.0,0,0,0,0,0
FLRT2,0.0526496208651325,0.4702160310211076,0.0078534348048546,0.0,0,0,0,0,0
RUFY2,0.0,0.0068697695873555,0.0455780490260047,0.3172413793103448,0,0,0,0,0
RAX2,0.0,0.1580910227484274,0.0,0.0,0,0,0,0,0
ZNF554,0.0,0.0151947100373973,0.0447881212527982,0.0,0,0,0,0,0
KRTAP10-4,0.0,0.0,0.0,0.0,0,0,0,0,0
SLC22A14,0.0,0.0,0.0161353703233668,0.0,0,0,0,0,0
NEUROD2,0.0,0.2908271876963988,0.2214115649265365,0.5172413793103449,0,0,0,0,0
POLA1,0.0,0.2428285311617458,0.0614209699565833,0.0,0,0,0,0,0
GSTM2,0.0,0.4908013136462618,0.1702070901851771,0.0,0,0,0,0,0
CSRNP3,0.0,0.0,0.0769073364532389,0.0,0,0,0,0,0
GNG3,0.0,0.0828460336788404,0.0483594473220128,0.0,0,0,0,0,0
EID3,0.0,0.7836299183816151,0.0196537248497894,0.0,0,0,0,0,0
KPTN,0.0,0.0038913931707602,0.0705110177664217,0.0,0,0,0,0,0
FADS6,0.0,0.1455742222237626,0.0997960391274564,0.0,0,0,0,0,0
GRHL1,0.0270492678893597,0.0027070131895296,0.1584956841925456,0.0,0,0,0,0,0
CCS,0.0,0.0016074518230824,0.0147964943755107,0.0,0,0,0,0,0
FOXO6,0.0,0.0,0.0176903253778363,0.0,0,0,0,0,0
ERLEC1,0.0,0.0075576164200047,0.02609569878468,0.0,0,0,0,0,0
CDC42SE1,0.0,0.0089708297445852,0.0310237615455016,0.6413793103448276,0,0,0,0,0
NOTUM,0.0271062864240171,0.191609399310687,0.1605579224294965,0.0,0,0,1,0,0
SLC30A10,0.0,0.048808719937415,0.1392922297313622,0.0,0,0,0,0,0
WDR44,0.0,0.2622606221014938,0.0215971498034045,0.0,0,0,0,0,0
GPM6B,0.0,0.0141558083106635,0.1056960167961213,0.0,0,0,0,0,0
SLC31A2,0.0,0.0123385461392815,0.0050897555877785,0.0,0,0,0,0,0
PADI3,0.0,0.0260070457675587,0.3373786845019011,0.0,0,0,0,0,0
USP17L7,0.0,0.3766323534190393,0.0,0.0,0,0,0,0,0
ZIC3,0.0,0.3239973804364983,0.0,0.0,0,0,0,0,0
OTUD7A,0.0,0.2445560267071818,0.0908947594128509,0.0,0,0,0,0,0
S100PBP,0.0,0.0039153997842784,0.0037981437846407,0.0,0,0,0,0,0
VTI1A,0.0,0.0161063364181178,0.0106934997847425,0.0,0,0,0,0,0
KLHL25,0.0,0.0096753898523608,0.0354620747409749,0.0,0,0,0,0,0
ACSM2B,0.0806080894306598,0.0,0.0,0.0,0,0,0,0,0
SHOX2,0.0,0.0545196811273902,0.1458782761620661,0.0,0,0,0,0,0
IL4I1,0.0,0.0001770852170153,0.2110857492645482,0.0,0,0,0,0,0
GPR63,0.0270418884797881,0.0701469144007795,0.0033740532476857,0.3793103448275863,0,0,0,0,0
TPK1,0.0,0.0137367895130147,0.016482871301744,0.0,0,0,0,0,0
OPLAH,0.0,0.1955757871149908,0.0366482491301871,0.0,0,0,0,0,0
PDE7B,0.0,0.1789472239494371,0.1344270272122356,0.0,0,0,0,0,0
PIK3R6,0.0270997331079189,0.4296800808066733,0.0156426572251639,0.0,0,0,0,0,0
PLXNB3,0.0,0.0663632881130272,0.0524611795962019,0.4758620689655173,0,0,0,0,0
COQ6,0.0,0.0101575136397655,0.0330621543505416,0.0,0,0,0,0,0
LDLRAD4,0.0268211862487392,0.2326034730225536,0.0599903577061343,0.0,0,0,0,0,0
SERPINE2,0.0,0.1327583478808554,0.0818960969137969,0.0,0,0,0,0,0
PPFIA4,0.0,0.0741010752086803,0.0780215149215863,0.0,0,0,0,0,0
CELF3,0.0,0.1363010546869305,0.0,0.6413793103448276,0,0,0,0,0
APOL1,0.0,0.0861148282256554,0.0965740543243104,0.0,0,0,0,0,0
SIGMAR1,0.0,0.0137501428242695,0.052604038951388,0.0,0,0,0,0,0
MYH15,0.0,0.2158866781711828,0.161463998385471,0.0,0,0,0,0,0
TUSC3,0.0,0.1610900528027775,0.0472415810133538,0.0,0,0,0,0,0
AGGF1,0.0,0.0251207376066813,0.0028505297794875,0.0,0,0,0,0,0
PLA2G3,0.0,0.2124498196353095,0.0870899545922379,0.0,0,0,0,0,0
LIPT1,0.0,0.0017692301106856,0.015627620043188,0.0,0,0,0,0,0
MTERF2,0.0,0.0,0.0,0.0,0,0,0,0,0
CD99,0.0270178535210368,0.0,0.0137669614805432,0.0,0,0,0,0,0
ZNF280D,0.0,0.0833970798030236,0.0347972176860221,0.0,0,0,0,0,0
SLC25A20,0.0,0.1021056154561094,0.1069510647214083,0.0,0,0,0,0,0
HS2ST1,0.0,0.0344599495435645,0.0130355410567498,0.0,0,0,0,0,0
CHP2,0.0,0.0776470004266571,0.4125842828291767,0.0,0,0,0,0,0
SERINC5,0.0,0.024870276622443,0.0322612142733886,0.0,0,0,0,0,0
HAUS5,0.0,0.0001785061903659,0.0704586505063521,0.0,0,0,0,0,0
CCL4,0.0,0.0,0.1129080934470008,0.0,0,0,0,0,0
ADCY5,0.0,0.3007112277468046,0.2002538617967441,0.0,0,0,0,0,0
LPAR1,0.0,0.1337281752875517,0.0671224568351304,0.0,0,0,0,0,0
PHTF1,0.0,0.0273888414514308,0.0095113051295858,0.4413793103448275,0,0,0,0,0
CLDN23,0.0,0.1136844797460475,0.1347815621703283,0.0,0,0,0,0,0
PTGR2,0.0,0.009036069205384,0.0026516386810565,0.0,0,0,0,0,0
ENY2,0.0,0.0152302499490256,0.0344856078474581,0.0,0,0,0,0,0
SLC30A6,0.0,0.0052087735086329,0.0166712822296626,0.0,0,0,0,0,0
SLC30A5,0.0,0.000530936626638,0.000640756838355,0.0,0,0,0,0,0
ZNF7,0.0,0.014637242650432,0.0308594501913292,0.0,0,0,0,0,0
TRIOBP,0.0,0.0792253120626936,0.0553636499023963,0.0,0,0,0,0,0
MOCS2,0.0,0.0198683033305672,0.0839757657725573,0.0,0,0,0,0,0
ANTXR2,0.0,0.0323576924806781,0.0732293162845385,0.0,0,0,0,0,0
IFNA4,0.0,0.1179193474148498,0.0,0.0,0,0,0,0,0
ITM2C,0.0,0.0147617317064671,0.0424026141440186,0.0,0,0,0,0,0
EIF4E1B,0.0,0.0,0.0,0.0,0,0,0,0,0
ZNF441,0.0541882391827728,0.0464075908277946,0.069941902457464,0.0,0,0,0,0,0
ASIC4,0.0,0.0904038934227715,0.0299671779335461,0.0,0,0,0,0,0
ZNF157,0.0,0.1227805460626547,0.107973061311458,0.0,0,0,0,0,0
DHCR24,0.027031385417109,0.0060942391364214,0.0700359830235943,0.0,0,0,0,0,0
HIP1R,0.0,0.0137170378912251,0.1203268402747344,0.0,0,0,0,0,0
SGIP1,0.0,0.5997052232832278,0.1225256441901352,0.0,0,0,0,0,0
ERMAP,0.0,0.0061417722193373,0.0458842789180385,0.0,0,0,0,0,0
CYLC1,0.0,0.0,0.0,0.0,0,0,0,0,0
YKT6,0.0,0.0051603167734957,0.0171848550870434,0.0,0,0,0,0,0
ENAM,0.0,0.0,0.0,0.0,0,0,0,0,0
SLC13A2,0.0,0.0863448379425134,0.0395801232820425,0.0,0,0,0,0,0
B3GNT5,0.0,0.0690889673704685,0.1827961481377829,0.0,0,0,0,0,0
GCNT3,0.0,0.0418967559472218,0.0872389745782437,0.0,0,0,0,0,0
PDE1A,0.0,0.3253636739702209,0.1911789089816014,0.0,0,0,0,0,0
PTGES2,0.0270634061073377,0.0044402679889777,0.0353055669365023,0.0,0,0,0,0,0
PIWIL2,0.0,0.053296351499642,0.1258394290593159,0.5172413793103449,0,0,0,0,0
SETD6,0.0,0.0866597983367902,0.0089176541412326,0.0,0,0,0,0,0
KDM4B,0.0,0.0064961280951777,0.0357644377607183,0.0,0,0,0,0,0
WDTC1,0.0,0.025967821382183,0.0598052264605984,0.5172413793103449,0,0,0,0,0
EYA3,0.0,0.0064827983167598,0.0357610300609017,0.5172413793103449,0,0,0,0,0
ZNF679,0.0,0.0,0.0,0.0,0,0,0,0,0
TALDO1,0.0,6.343044789601869e-05,0.038825777564828,0.5448275862068965,0,0,0,0,0
LTBP2,0.0,0.1975570888867277,0.0515134192526049,0.0,0,0,0,0,0
UGGT2,0.0,0.0264258652056513,0.0411852146426536,0.0,0,0,0,0,0
MRPS5,0.0,0.0248224912356861,0.0327221359295626,0.0,0,0,0,0,0
XRRA1,0.0269287017026965,0.0022102736755059,8.579731033721708e-05,0.0,0,0,0,0,0
CHIA,0.0,0.2684193923929728,0.0,0.0,0,0,0,0,0
USP33,0.0,0.0085505436648324,0.0062367487507474,0.0,0,0,0,0,0
MMP1,0.0,0.1942855372150899,0.3523088128015994,0.0,0,0,0,0,0
COMMD5,0.0,0.0020153548566464,0.0498839976230642,0.0,0,0,0,0,0
CRYM,0.0,0.0704804505663783,0.0369059641305154,0.0,0,0,0,0,0
CPB2,0.0,0.4644695436647786,0.0463900965999668,0.0,0,0,0,0,0
TINAG,0.0270893184289981,0.347918675410571,0.1334596571671887,0.0,0,0,0,0,0
MRPL36,0.0,0.0474931423053822,0.0569088409930935,0.0,0,0,0,0,0
HOXB3,0.02670412596678,0.3538088455866636,0.0982698858855096,0.0,0,0,0,0,0
H1FOO,0.0271313101708846,0.1640694708670825,0.0,0.0,0,0,0,0,0
ZNF614,0.0,0.3232023185631263,0.0324392249790668,0.0,0,0,0,0,0
SELENOS,0.0,0.0,0.0,0.0,0,0,0,0,0
SLITRK5,0.0535036030581589,0.6779842675991721,0.3564708740494524,0.0,0,0,0,0,0
DHFR2,0.0,0.0,0.0,0.0,0,0,0,0,0
TDRD3,0.0,0.0135659381721778,0.0611602719615945,0.4758620689655173,0,0,0,0,0
SRCIN1,0.0267255575139549,0.0105957668319684,0.0032873411437529,0.0,0,0,0,0,0
CNTN5,0.0526449157882586,0.3376387918217572,0.0611294625104731,0.0,0,0,0,0,0
FLRT1,0.0,0.0741969859729466,0.11529078824748,0.0,0,0,0,0,0
MYH6,0.026770887533703,0.1636810053923575,0.0,0.0,0,0,0,0,0
GINM1,0.0,0.0002407424853928,0.0537361243805144,0.0,0,0,0,0,0
SLC25A39,0.0,0.0029808904418803,0.0258639367917616,0.0,0,0,0,0,0
PARM1,0.0540002409643385,0.1557578596369024,0.1510490892775913,0.2482758620689655,0,0,0,0,0
LIN52,0.0,0.0070179172202688,0.0214802965910473,0.0,0,0,0,0,0
WDHD1,0.0,0.0071024418844088,0.2195338885798414,0.0,0,0,0,0,0
ZNF574,0.0,0.0,0.0263774242585172,0.0,0,0,0,0,0
VSX2,0.0271294798704702,0.4526703206831885,0.0,0.0,0,0,0,0,0
AFF3,0.0532923957670855,0.5124940088625902,0.3384209888919378,0.0,0,0,0,0,0
TAF7L,0.0270410466393247,0.2435485867669542,0.0208056380564287,0.0,0,0,0,0,0
CSTF3,0.0,0.0118634272744858,0.0524724950096543,0.3931034482758621,0,0,0,0,0
ENPP4,0.0269710674411786,0.1378507605384673,0.156379052107768,0.0,0,0,0,0,0
ADPGK,0.0,0.0751827783810485,0.0464781886155062,0.0,0,0,0,0,0
TWISTNB,0.0,0.0210092136272574,0.0530792705794348,0.0,0,0,0,0,0
LARGE1,0.0,0.0,0.0,0.0,0,0,0,0,0
GALNT1,0.0,0.1058484101474278,0.021422424687198,0.0,0,0,0,0,0
CAMK4,0.0,0.2603615975624331,0.0243304529035605,0.0,0,0,0,0,0
SLC16A10,0.0,0.0267287161765246,0.1704428810402312,0.3793103448275863,0,0,0,0,0
SLC6A17,0.0,0.4023646448835017,0.1593207785910977,0.0,0,0,0,0,0
DMRTA1,0.0,0.0,0.2094880195005831,0.0,0,0,0,0,0
ZER1,0.0,0.006265008034436,0.0494211625022928,0.0,0,0,0,0,0
URB2,0.0,0.0093463945538744,0.0498282426334572,0.0,0,0,0,0,0
IL24,0.0,0.1230934265956221,0.2021160803688894,0.0,0,0,0,0,0
EMC7,0.0,0.0073188294418727,0.0061429867086847,0.0,0,0,0,0,0
GRIA3,0.0801342230701071,0.450185984396483,0.3091717456839838,0.0,0,0,0,0,0
ADAMTS7,0.0,0.092679496110462,0.031343942422824,0.0,0,0,0,0,0
GNB4,0.0,0.2573141130119959,0.0137608009231871,0.0,0,0,0,0,0
CNKSR3,0.0266139925617464,0.0284908806932051,0.0644579556710479,0.0,0,0,0,0,0
PLEKHM2,0.0269469921650876,0.0619234013390331,0.0067760372167908,0.0,0,0,0,0,0
RO60,0.0,0.0,0.0,0.0,0,0,0,0,0
SYT5,0.0,0.0475603025828343,0.1368259249000772,0.0,0,0,0,0,0
ABCB8,0.027001768385636,0.0166653488274994,0.004149352343779,0.0,0,0,0,0,0
XK,0.0,0.1232927021618707,0.1932624443308785,0.0,0,0,0,0,0
KCNH3,0.0,0.0416550299950093,0.0273923277922901,0.0,0,0,0,0,0
PAQR6,0.0,0.1561503290174737,0.0225069045966648,0.6413793103448276,0,0,0,0,0
NMD3,0.0,0.0009503071302433,0.0097473864193673,0.0,0,0,0,0,0
C1QTNF1,0.0,0.0,0.0024224248333474,0.0,0,0,0,0,0
C1QTNF6,0.0,0.2908311230325936,0.1731632404629865,0.0,0,0,0,0,0
NPY,0.0,0.7311915379029217,0.0,0.0,0,0,0,0,0
SMIM19,0.0,0.0038867084480288,0.030378893209958,0.9241379310344828,0,0,0,0,0
SLC15A5,0.0,0.0,0.0,0.0,0,0,0,0,0
LEMD2,0.0,0.0369484149001985,0.0145812965377352,0.0,0,0,0,0,0
SALL1,0.0,0.6076305898247228,0.0504189743598736,0.0,0,0,0,0,0
GLA,0.0,0.1791781713775603,0.1025794081271722,0.0,0,0,0,0,0
ZFAT,0.0263067266701074,0.0655521257404539,0.0096661800564059,0.0,0,0,0,0,0
CCDC181,0.0,0.6347713284391605,0.2370717545972042,0.6413793103448276,0,0,0,0,0
TYSND1,0.0,0.0055274849064267,0.0877320633711595,0.0,0,0,0,0,0
FBXO10,0.0,0.2194127577815343,0.0353052923860542,0.0,0,0,0,0,0
BBOX1,0.0268767975359194,0.4305859630773304,0.2486663075018309,0.0,0,0,0,0,0
ASTN2,0.1061540701628659,0.3206193200011885,0.1642306609692593,0.0,0,0,0,0,0
ZNF662,0.0270787615872785,0.4826772717663595,0.241742820849573,0.0,0,0,0,0,0
OLFM1,0.053911111052407,0.108611188800348,0.0705039474840286,0.0,0,0,0,0,0
ATP1A4,0.0,0.2039038537390529,0.1188604548701019,0.6413793103448276,0,0,0,0,0
CSN1S1,0.0271055491448129,0.0,0.0,0.0,0,0,0,0,0
ATP1A2,0.0,0.3198702674995873,0.363453699745318,0.6413793103448276,0,0,0,0,0
RPL39L,0.0,0.0,0.1793991081388076,0.0,0,0,0,0,0
MCF2L,0.0,0.0,0.0659177670928753,0.0,0,0,0,0,0
ORAI2,0.0266542763435402,0.1546078145545023,0.0656884975006142,0.0,0,0,0,0,0
SLC39A3,0.0,0.0407659009641975,0.0395117007662878,0.0,0,0,0,0,0
CEP120,0.0,0.0395233992056031,0.0226058099427915,0.0,0,0,0,0,0
ZNF419,0.0,0.0535289429104875,0.0086562423991797,0.0,0,0,0,0,0
RRP15,0.0,0.0505856629136536,0.0331262411220514,0.0,0,0,0,0,0
SPCS3,0.0,0.0519964801853481,0.0528869110396026,0.6827586206896552,0,0,0,0,0
CCDC39,0.0271004101800209,0.1935814284427243,0.0723521805574274,0.0,0,0,0,0,0
NAA16,0.0,0.0090944961289513,0.0272370966096663,0.0,0,0,0,0,0
MAFA,0.0,0.1209200221316803,0.0157766702790468,0.0,0,0,0,0,0
APOBEC3F,0.0,0.0385095629574748,0.0741177487190905,0.0,0,0,0,0,0
FECH,0.0,0.0555603684725897,0.0193881647620773,0.0,0,0,0,0,0
PHF6,0.0539075707634662,0.2375347406807129,0.0738083867649685,0.0,0,0,0,0,0
ADCY1,0.0265103964969656,0.4475538488817664,0.1810697170331734,0.0,0,0,0,0,0
TMPRSS11F,0.0,0.479072689850634,0.2344353482293852,0.0,0,0,0,0,0
SETD3,0.0,0.0013765213444363,0.0076123387565318,0.0,0,0,0,0,0
LRP3,0.0541760440658341,0.2387878087644785,0.0374514216469065,0.0,0,0,0,0,0
CYP27C1,0.0,0.2962156622296726,0.0769940184202039,0.0,0,0,0,0,0
MT1H,0.0,0.2732869890895555,0.2909424201225729,0.0,0,0,0,0,0
TMEM258,0.0,0.0115628398557094,0.0155044921800471,0.0,0,0,0,0,0
ALDH5A1,0.0,0.0713537578209248,0.0185983218190688,0.0,0,0,0,0,0
NPFFR2,0.0,0.3057158951913867,0.0883861778181482,0.0,0,0,0,0,0
GATA5,0.0,0.4306895422767469,0.0,0.0,0,0,0,0,0
PARD3,0.0266049409152757,0.0180888384739331,0.0085164003838123,0.3586206896551724,0,0,0,0,0
TMED3,0.0,0.0734845542911733,0.047573080801046,0.0,0,0,0,0,0
DCLRE1A,0.0,0.0292248460843451,0.0124994515805089,0.0,0,0,0,0,0
ALG11,0.0,0.0067059476467714,0.0424809707656975,0.0,0,0,0,0,0
LOXL1,0.0,0.15357500207348,0.0040825394955545,0.0,0,0,0,0,0
CRNN,0.0,0.2637764797937222,0.3114128256806033,0.6413793103448276,0,0,0,0,0
TUBB8,0.0,0.0981778050444166,0.126441218775432,0.3724137931034483,0,0,0,0,0
CHTF8,0.0,0.0036895283445267,0.0,0.0,0,0,0,0,0
PPFIBP1,0.0262582422521102,0.0141735898181625,0.0408384841902374,0.0,0,0,0,0,0
SLC26A8,0.0,0.0744395571422642,0.0319234440068363,0.0,0,0,0,0,0
ETV4,0.05398271471965,0.0010515902265702,0.362341365084971,0.0,0,0,0,0,0
ST8SIA5,0.0,0.6025155016678524,0.1313050509821151,0.0,0,0,0,0,0
TRPV4,0.0,0.0070749821810145,0.2029869166086747,0.0,0,0,0,0,0
SUCNR1,0.0270572086043206,0.0,0.1343067985550025,0.0,0,0,0,0,0
SMTNL1,0.0,0.2863465101886825,0.0855179386548687,0.0,0,0,0,0,0
PKIG,0.0,0.0932379890063682,0.0180195074761626,0.0,0,0,0,0,0
HES4,0.0,0.0313030395251856,0.0983166625467915,0.0,0,0,0,0,0
KIF2B,0.0542389173869951,0.4707340371745177,0.0,0.0,0,0,0,0,0
NQO1,0.0,0.0098800859179508,0.0051220202820559,0.0,0,0,0,0,0
EMC10,0.0,0.037966138907561,0.0154646246275599,0.0,0,0,0,0,0
POLR2M,0.0,0.0609688938338819,0.0169642465441514,0.0,0,0,0,0,0
AIFM3,0.0,0.2566012655774854,0.1287217097029581,0.0,0,0,0,0,0
AOC1,0.0269865157980026,0.0,0.1099797010852181,0.0,0,0,0,0,0
CR1L,0.0,0.2645730371177723,0.0292671179792184,0.0,0,0,0,0,0
PLCH1,0.0264909317378109,0.0314326044207045,0.0621654169629502,0.0,0,0,0,0,0
ZNF766,0.0269369848930332,0.008104603122561,0.0024983725955526,0.0,0,0,0,0,0
ZNF585A,0.0,0.2366379275172691,0.0343536598351939,0.0,0,0,0,0,0
ATXN3L,0.0,0.0473952085907355,0.0,0.0,0,0,0,0,0
ZNF627,0.0,0.0339936789370864,0.0149078226162809,0.0,0,0,0,0,0
IPMK,0.0,0.0050364657198485,0.0391563960345698,0.3172413793103448,0,0,0,0,0
TWNK,0.0,0.0141581423658736,0.0,0.0,0,0,0,0,0
WTIP,0.0,0.3604094756187513,0.090877101051028,0.0,0,0,0,0,0
YY2,0.0,0.0985913974245417,0.0077325066940795,0.0,0,0,0,0,0
CYP2A6,0.0,0.0588902787503659,0.0441020852654486,0.0,0,0,0,0,0
CNOT11,0.0,0.0277143168921356,0.0421785206176172,0.0,0,0,0,0,0
CCKAR,0.0,0.512718018608539,0.0,0.0,0,0,0,0,0
NEK8,0.0,0.0008700058099834,0.0311317322405441,0.0,0,0,0,0,0
C2ORF49,0.0,0.0043070805770495,0.0038372186963324,0.0,0,0,0,0,0
ABAT,0.0,0.0154376469034231,0.0800578906295899,0.0,0,0,0,0,0
GPX2,0.0,0.1378463025483731,0.1475229960284653,0.0,0,0,0,0,0
PNPLA6,0.0268874402059347,0.0308539627078989,0.0093898461190666,0.0,0,0,0,0,0
CHST4,0.0,0.0,0.0569468183110485,0.0,0,0,0,0,0
PTPRT,0.0509850246311627,0.4768670141385902,0.0,0.0,0,0,0,0,0
ACSM1,0.0,0.3143246963863066,0.2677437080427455,0.0,0,0,0,0,0
ARHGAP5,0.0530625285528613,0.0164961691122862,0.008469246968483,0.0,0,0,0,0,0
KISS1R,0.0,0.1744030273949088,0.2019319927218124,0.6482758620689656,0,0,0,0,0
AMD1,0.0,0.0121878615671936,0.0251536937364121,0.3793103448275863,0,0,0,0,0
EYA1,0.0,0.0,0.2254599142659409,0.0,0,0,0,0,0
ATF6B,0.0,0.0221805633014175,0.0370618066465289,0.0,0,0,0,0,0
ARHGAP30,0.0,0.0033861660921848,0.0069756135119003,0.6413793103448276,0,0,0,0,0
MVK,0.0,0.0044475428810123,0.0513773941746481,0.0,0,0,0,0,0
CELF2,0.024866399073507,0.0,0.1420828356780441,0.0,0,0,0,0,0
FGD2,0.0270514316528838,0.0493881148345904,0.0006967387362571,0.0,0,0,0,0,0
LAMA3,0.0,0.0417724528662917,0.124188189222937,0.0,0,0,0,0,0
IVL,0.0542208394983445,0.25587652441191,0.4580925684955184,0.6413793103448276,0,0,0,0,0
CCL15,0.0,0.7349208004277399,0.1020567137333738,0.0,0,0,0,0,0
MRPL58,0.0,0.0,0.0,0.0,0,0,0,0,0
COPG2,0.0,0.0126705216365583,0.015303783669836,0.0,0,0,0,0,0
ANLN,0.0269820723531474,0.0119227387047714,0.1897749482817096,0.0,0,0,0,0,0
HMCN1,0.2141120872166136,0.0467242670005009,0.03627127416827,0.0,0,0,0,0,0
GPR135,0.0,0.3931112319398398,0.0121790423791363,0.0,0,0,0,0,0
INTS5,0.0,0.0061856325639913,0.0159871502157153,0.0,0,0,0,0,0
TM9SF3,0.0,0.0019128314342868,0.0484902790517822,0.0,0,0,0,0,0
VASH2,0.0,0.0747778906401318,0.0416316822501622,0.0,0,0,0,0,0
FRZB,0.0271393640902192,0.5342843424302273,0.0717923519613076,0.0,0,0,1,0,0
MYF6,0.0,0.061900120599407,0.0,0.3586206896551724,0,0,0,0,0
ATP11B,0.0,0.0057748650522005,0.0416935207341282,0.0,0,0,0,0,0
HAND1,0.0271355869041904,0.3807112916536601,0.0,0.0,0,0,0,0,0
SDHC,0.0,0.0081304018715472,0.0241227510484674,0.6413793103448276,0,0,0,0,0
TRPM4,0.0269859522931201,0.0146774140547579,0.0278383453797686,0.0,0,0,0,0,0
PCYT1B,0.0268529573710308,0.0717685406811926,0.0197213204522577,0.0,0,0,0,0,0
SPPL2B,0.0,0.0115534595473942,0.0,0.0,0,0,0,0,0
PNPLA2,0.0,0.0007719897951716,0.0527224873031117,0.5448275862068965,0,0,0,0,0
FAM50A,0.0271107474186788,0.1573392351316478,0.0232420026240389,0.0,0,0,0,0,0
GAL3ST1,0.0,0.0,0.2196609769885406,0.0,0,0,0,0,0
LSM14A,0.0540260059210249,0.0061748643074495,0.0266926987135435,0.0,0,0,0,0,0
DPP8,0.0,0.0156445472440997,0.0135718020887128,0.0,0,0,0,0,0
CHRM2,0.0,0.5373776673646679,0.3488077626773428,0.0,0,0,0,0,0
SCGB1A1,0.0,0.0,0.0201612037480038,0.0,0,0,0,0,0
SLC2A6,0.0,0.0374083231523475,0.1240894772658227,0.0,0,0,0,0,0
RNASEH1,0.0,0.007121724577467,0.0194208215869207,0.0,0,0,0,0,0
POGK,0.0538946468004336,0.008975716383867,0.0291256841078935,0.6413793103448276,0,0,0,0,0
SLC26A5,0.0,0.0862828064020201,0.3126527403437583,0.0,0,0,0,0,0
DCTN5,0.0,0.0103391281391078,0.0196774239036792,0.0,0,0,0,0,0
ZIC2,0.027126775204342,0.019921667502294,0.3699795661449818,0.0,0,0,0,0,0
ATG9B,0.0,0.0,0.0836666797026791,0.0,0,0,0,0,0
RHO,0.0270687180023855,0.198576428284361,0.0,0.0,0,0,0,0,0
TRAPPC11,0.0,0.0176051428719788,0.0435598270434266,0.6827586206896552,0,0,0,0,0
SCNN1A,0.0,0.1167355132854264,0.0735505469298716,0.0,0,0,0,0,0
ABLIM2,0.0,0.010662461551004,0.079872319301188,0.0,0,0,0,0,0
WASHC4,0.0,0.0043473221079678,0.0,0.0,0,0,0,0,0
SORD,0.0,0.1300661311595357,0.0255209816135984,0.0,0,0,0,0,0
ZNF773,0.0,0.1723844054437255,0.0272762155814485,0.0,0,0,0,0,0
PLPPR3,0.0,0.0,0.0,0.0,0,0,0,0,0
SYCN,0.0,0.3375514704999766,0.0,0.0,0,0,0,0,0
SLC18A3,0.0,0.5246557118438825,0.3761767758295686,0.3172413793103448,0,0,0,0,0
LRRC18,0.0,0.3284594428399807,0.1316203297610211,0.3172413793103448,0,0,0,0,0
PER3,0.0,0.0935246598067973,0.1048593749604881,0.0,0,0,0,0,0
SEC14L1,0.0,0.0124073962026125,0.0961086451454964,0.0,0,0,0,0,0
PRAME,0.0269665499248292,0.4152155046484512,0.5597458265554743,0.0,0,0,0,0,0
CALY,0.0,0.1507492865077823,0.4390618111443728,0.0,0,0,0,0,0
FAM13B,0.0,0.0094786949487173,0.0610870863599121,0.0,0,0,0,0,0
