Gene,MF: LIHC,METH: LIHC,GE: LIHC,CNA: LIHC,hsa04010,hsa04020,hsa04110,hsa04115,hsa04151,hsa04310,hsa04350,hsa04932,hsa04936,hsa05160,hsa05161
JPT1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
AGT,0.0,0.2111054858140868,0.0180962004857096,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
CHST11,0.0,0.0321329238076983,0.020036567275894,0.0,0,0,0,0,0,0,0,0,0,0,0
TESMIN,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CLCN3,0.0,0.016055958850453,0.0018702329190735,0.0,0,0,0,0,0,0,0,0,0,0,0
TNK1,0.0,0.031335447970812,0.0043244140177883,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
TAF6,0.0,0.0131548067323901,0.1113928537394346,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
CCDC62,0.0248744486336577,0.0038084568874438,0.0976974297235759,0.2177121771217712,0,0,0,0,0,0,0,0,0,0,0
CPE,0.0250456713529768,0.0521449104608224,0.1077919829497957,0.0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC24,0.0,0.002970411544469,0.0732486348608878,0.0,0,0,0,0,0,0,0,0,0,0,0
NPAT,0.0,0.0231201102270154,0.0240511032227177,0.3431734317343173,0,0,0,0,0,0,0,0,0,0,0
KCNMB4,0.0,0.0698476428458048,0.0616187429808976,0.0,0,0,0,0,0,0,0,0,0,0,0
KCNMB1,0.0,0.0,0.0393867461927656,0.0,0,0,0,0,0,0,0,0,0,0,0
NRXN1,0.0487836688854021,0.0482669851392815,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
MYO10,0.1237140595574097,0.2963123914210512,0.1373499182397594,0.0,0,0,0,0,0,0,0,0,0,0,0
MIB2,0.0495997813423113,0.0033736609879284,0.0243259554467824,0.5977859778597787,0,0,0,0,0,0,0,0,0,0,0
NFS1,0.0249799933154652,0.0034643246589935,0.0111882787678418,0.0,0,0,0,0,0,0,0,0,0,0,0
PLSCR2,0.0,0.3141182854220067,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
LYPD1,0.0,0.0516356833377764,0.3258223283877354,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPL14,0.0250642535229154,0.0011965577873507,0.0180315128471611,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF257,0.0250111391903822,0.1234469113895666,0.076351952012581,0.0,0,0,0,0,0,0,0,0,0,0,0
HOXD3,0.0,0.3222260317064722,0.2268594625798933,0.0,0,0,0,0,0,0,0,0,0,0,0
KCNIP1,0.0248470610336572,0.4334423522420736,0.1759216640245592,0.0,0,0,0,0,0,0,0,0,0,0,0
TFB1M,0.0250689183221534,0.0077652371170483,0.0126142902142716,0.0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN5B,0.0,0.2236695566056646,0.1831012362619627,0.0,0,0,0,0,0,0,0,0,0,0,0
CAPRIN2,0.0,0.001501631810298,0.0291894040119023,0.0,0,0,0,0,0,0,0,0,0,0,0
MPRIP,0.0499561520943681,0.039699044191242,0.0275167607846294,0.0,0,0,0,0,0,0,0,0,0,0,0
TLE6,0.0250222426999725,0.0302323313243687,0.0999356092012175,0.3210332103321033,0,0,0,0,0,1,0,0,0,0,0
ZNF652,0.0247463805211488,0.0085797185092727,0.0177979683239078,0.0,0,0,0,0,0,0,0,0,0,0,0
RPL36A,0.0,0.117778058178436,0.0688450745942888,0.0,0,0,0,0,0,0,0,0,0,0,0
SDHAF1,0.0,0.0132718984307795,0.0273164150476027,0.0,0,0,0,0,0,0,0,0,0,0,0
GSTT2B,0.0,0.0,0.1762995495458055,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC1A2,0.0239193732094143,0.0,0.1360276717283915,0.0,0,0,0,0,0,0,0,0,0,0,0
NOVA1,0.1240740405105191,0.166261234916061,0.0295460827173901,0.0,0,0,0,0,0,0,0,0,0,0,0
CACNA1F,0.0497346471150303,0.0,0.1190503578083433,0.0,1,1,0,0,0,0,0,0,0,0,0
FBN2,0.1221136642447579,0.0,0.1227540005585822,0.0,0,0,0,0,0,0,0,0,0,0,0
SYT7,0.0498660525007428,0.0691191317082722,0.1371741387656206,0.0,0,0,0,0,0,0,0,0,0,0,0
STAB1,0.1245205190631446,0.0057919271595945,0.1248455042596821,0.0,0,0,0,0,0,0,0,0,0,0,0
PLCB3,0.0,0.0264416175527679,0.0689219140040315,0.0,0,1,0,0,0,1,0,0,0,0,0
ABHD17A,0.0,0.0069747258486034,0.0485650988435721,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
GPC4,0.0,0.003510253371226,0.0866543544504532,0.0,0,0,0,0,0,1,0,0,0,0,0
MTG1,0.0,0.0138185816566884,0.0305331274013867,0.3874538745387454,0,0,0,0,0,0,0,0,0,0,0
PHF10,0.0498965833642253,0.0,0.0112919329775558,0.5018450184501846,0,0,0,0,0,0,0,0,0,0,0
GSS,0.0,0.0,0.0335304180509646,0.0,0,0,0,0,0,0,0,0,0,0,0
FASTKD2,0.0249531316995027,0.0067240330785667,0.0034743877772234,0.0,0,0,0,0,0,0,0,0,0,0,0
ACSL6,0.0246396908728088,0.0394850169955537,0.0287406732385859,0.0,0,0,0,0,0,0,0,0,0,0,0
HLA-DPB1,0.0,0.461231453305692,0.0423141888239683,0.0,0,0,0,0,0,0,0,0,0,0,0
TMEFF2,0.0248878542774316,0.0614785701521162,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
BPNT1,0.0,0.00278998919258,0.0545179249416369,0.0,0,0,0,0,0,0,0,0,0,0,0
SPIN1,0.0,0.0014404523345321,0.0130752175996953,0.0,0,0,0,0,0,0,0,0,0,0,0
KLK3,0.0,0.5352119898115718,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
OGG1,0.0249122471653177,0.0304733312477551,0.082633568879109,0.0,0,0,0,0,0,0,0,0,0,0,0
FAM171B,0.024950802910582,0.0813418894694157,0.0455197606586406,0.0,0,0,0,0,0,0,0,0,0,0,0
MSI1,0.0,0.0188347048595677,0.1287264152371121,0.0,0,0,0,0,0,0,0,0,0,0,0
CHRD,0.0,0.0429624752808999,0.0188706588687261,0.0,0,0,0,0,0,0,1,0,0,0,0
ATP1A3,0.0249896728969743,0.0488684198615685,0.0814715124075037,0.0,0,0,0,0,0,0,0,0,0,0,0
UNC13A,0.0496944008237876,0.1730210414609171,0.0467053156418555,0.0,0,0,0,0,0,0,0,0,0,0,0
ABCA2,0.0987115854751843,0.120392436932517,0.0661568699260149,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
OTOF,0.0246303743182491,0.2902527070717758,0.0477276780276708,0.0,0,0,0,0,0,0,0,0,0,0,0
S1PR1,0.0,0.0146495896441766,0.0302774937347773,0.0,0,0,0,0,0,0,0,0,0,0,0
SASS6,0.0249787995459418,0.0058985568292597,0.1000308166695912,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC27A4,0.0250064991169618,0.0335554593993955,0.0067826008850823,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
CLCN6,0.0246185257483958,0.0081589345756218,0.0257303614283814,0.0,0,0,0,0,0,0,0,0,0,0,0
DENND1C,0.0,0.1544155669641782,0.013628918551974,0.0,0,0,0,0,0,0,0,0,0,0,0
MAP7,0.0495370632175152,0.0264779513888718,0.0504657166278642,0.0,0,0,0,0,0,0,0,0,0,0,0
SEC22C,0.0250402386749698,0.0102343980513531,0.0418367143727099,0.0,0,0,0,0,0,0,0,0,0,0,0
PHKA1,0.0245913920942817,0.1052558936274533,0.0345745966071663,0.0,0,1,0,0,0,0,0,0,0,0,0
MTMR4,0.0248709664785326,0.0094827259794064,0.0021996456352207,0.0,0,0,0,0,0,0,0,0,0,0,0
GMIP,0.049981156699839,0.0362190519237932,0.0290905594594505,0.0,0,0,0,0,0,0,0,0,0,0,0
LMBRD1,0.0,0.0162890737111898,0.0257899604397264,0.0,0,0,0,0,0,0,0,0,0,0,0
PLPP3,0.0,0.0180384208429705,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CD14,0.0,0.0006678760126866,0.1492927041546972,0.0,1,0,0,0,0,0,0,0,1,0,0
UPK3A,0.0,0.045736709857194,0.0990810368081172,0.3062730627306274,0,0,0,0,0,0,0,0,0,0,0
MS4A6A,0.0,0.4375081973005281,0.1893139994697819,0.0,0,0,0,0,0,0,0,0,0,0,0
COG8,0.0,0.0059610010854941,0.003117454661959,0.0,0,0,0,0,0,0,0,0,0,0,0
TAF8,0.024910062053909,0.0384887540192092,0.0404775540855917,0.0,0,0,0,0,0,0,0,0,0,0,0
KIF21B,0.0480403870226655,0.1183708946502731,0.1332916343464488,0.0,0,0,0,0,0,0,0,0,0,0,0
NR6A1,0.0,0.0095078436523146,0.1029609042500517,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
DDX4,0.0,0.2329196841441082,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PRKAG3,0.0249627060268607,0.2312101331229713,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
ATMIN,0.0,0.0072410096487919,0.0025039294501529,0.0,0,0,0,0,0,0,0,0,0,0,0
RTP4,0.0,0.0508906392869051,0.0382635520843518,0.0,0,0,0,0,0,0,0,0,0,0,0
CYP2E1,0.0500959714578581,0.0563538243111457,0.3598585463164113,0.3874538745387454,0,0,0,0,0,0,0,1,1,0,0
ALKBH7,0.0,0.0294165462701432,0.0322201962852814,0.0,0,0,0,0,0,0,0,0,0,0,0
PTP4A2,0.0,0.0,0.003592313163207,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
TJP3,0.0,0.0,0.0196754093338288,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
VASN,0.0,0.0568137095871334,0.0233554535713523,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC45A4,0.0248556368632579,0.3512748308485137,0.0903322165895253,0.0,0,0,0,0,0,0,0,0,0,0,0
PCDHB12,0.0998095589272363,0.177903582563224,0.0184192232536261,0.0,0,0,0,0,0,0,0,0,0,0,0
ESD,0.0,0.0043442771686767,0.0241920465986269,0.0,0,0,0,0,0,0,0,0,0,0,0
TMEM267,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ERCC6L2,0.0,0.0124960482130595,0.0239555519706705,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
ACOT11,0.0,0.04815960480558,0.0262102593145996,0.0,0,0,0,0,0,0,0,0,0,0,0
LONP2,0.0498916650835771,0.0017497588061031,0.0664885457344572,0.0,0,0,0,0,0,0,0,0,0,0,0
KCNN2,0.0247936517272995,0.0570168258178077,0.5211276264262855,0.0,0,0,0,0,0,0,0,0,0,0,0
GLRX5,0.0,0.0120832024340814,0.0191850042328245,0.4907749077490775,0,0,0,0,0,0,0,0,0,0,0
GALNT12,0.0,0.3716153805657594,0.0536389347250907,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
RABGAP1,0.0250067090944013,0.0163642320925708,0.0470170488988791,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
AQP5,0.0,0.139187826711864,0.013679865168519,0.0,0,0,0,0,0,0,0,0,0,0,0
NHLH1,0.0,0.3274146628377394,0.0648552181158228,0.0,0,0,0,0,0,0,0,0,0,0,0
DNTTIP1,0.0,0.0115279687045168,0.0323859404907151,0.0,0,0,0,0,0,0,0,0,0,0,0
B3GAT1,0.0,0.0867740738464897,0.3754676950065497,0.3431734317343173,0,0,0,0,0,0,0,0,0,0,0
MRPL41,0.0,5.0693647464907e-05,0.0211912937782485,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
ROBO4,0.0,0.1252712430689782,0.0189670714246957,0.3431734317343173,0,0,0,0,0,0,0,0,0,0,0
SLAMF8,0.025033526294109,0.2155821129509967,0.065390699811122,0.0,0,0,0,0,0,0,0,0,0,0,0
TUBA4B,0.0,0.175487294351521,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
EAPP,0.0,0.0823632331870295,0.0013164496318361,0.0,0,0,0,0,0,0,0,0,0,0,0
TEX101,0.0250685143660732,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
DDN,0.0,0.013112712855525,0.0602538783090703,0.0,0,0,0,0,0,0,0,0,0,0,0
TEX14,0.0249161530905055,0.0475265071471851,0.0280017907125077,0.0,0,0,0,0,0,0,0,0,0,0,0
NTHL1,0.0,0.0302136077284671,0.0710199623469642,0.0,0,0,0,0,0,0,0,0,0,0,0
GP2,0.0,0.4389154240467139,0.0395935955035098,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP5F1E,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CYP17A1,0.0250614361943446,0.2614346531195325,0.0519491374037135,0.0,0,0,0,0,0,0,0,0,0,0,0
KANSL2,0.0,0.0156409565651101,0.046292125641071,0.0,0,0,0,0,0,0,0,0,0,0,0
PCIF1,0.0,0.0096097765933886,0.0474067975816085,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPS33,0.0,0.0057085501706915,0.020030602898641,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
SHISA5,0.0,0.0146713232699582,0.0225696388117561,0.0,0,0,0,1,0,0,0,0,0,0,0
NXF5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
LILRB3,0.0249870577473114,0.3148583509341998,0.0423535675459974,0.0,0,0,0,0,0,0,0,0,0,0,0
SNAP91,0.0,0.245728653003425,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC26A1,0.0,0.1522960007940275,0.0045196565101729,0.3136531365313653,0,0,0,0,0,0,0,0,0,0,0
TAS2R5,0.0250624405169048,0.0760795873892527,0.0701091734457281,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
KRT73,0.100205896637931,0.5543261738973894,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
MT1M,0.0,0.1612174854682,0.6332348173993803,0.0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-4,0.0,0.4439219514451522,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PEX2,0.024950610295375,0.0012084652122434,0.0510970887805416,0.0,0,0,0,0,0,0,0,0,0,0,0
NDUFB5,0.0,0.0181131111823415,0.0029491670896525,0.0,0,0,0,0,0,0,0,1,0,0,0
SERINC1,0.0250393966579269,0.0063480328515295,0.0508410710157656,0.0,0,0,0,0,0,0,0,0,0,0,0
BMP8B,0.0,0.4165770229852183,0.0771367531841108,0.0,0,0,0,0,0,0,1,0,0,0,0
PIKFYVE,0.024799839005159,0.00661441540859,0.0062946349422198,0.0,0,0,0,0,0,0,0,0,0,0,0
DUSP8,0.0,0.0259205873814808,0.0655798622809414,0.0,1,0,0,0,0,0,0,0,0,0,0
CNN1,0.0249950262127444,0.0066792247717575,0.0602870670626545,0.0,0,0,0,0,0,0,0,0,0,0,0
LSAMP,0.0,0.0144407206959755,0.1184924476839209,0.0,0,0,0,0,0,0,0,0,0,0,0
GPR39,0.0,0.0506726563589843,0.0018651055952156,0.0,0,0,0,0,0,0,0,0,0,0,0
MTHFD2L,0.0,0.0,0.1427121224698188,0.6309963099630997,0,0,0,0,0,0,0,0,0,0,0
OXLD1,0.0,0.0203685648116639,0.0737139929306522,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF844,0.0,0.1122184568764982,0.0362917856577153,0.0,0,0,0,0,0,0,0,0,0,0,0
MED26,0.0,0.0011641943683409,0.0449534993876329,0.0,0,0,0,0,0,0,0,0,0,0,0
MAOA,0.0,0.0979193440231646,0.0714585484905,0.0,0,0,0,0,0,0,0,0,0,0,0
NES,0.0249821863473893,0.1860681372763745,0.1349476466929896,0.0,0,0,0,0,0,0,0,0,0,0,0
MAB21L1,0.0997942900337266,0.3483766654987915,0.175620153081076,0.0,0,0,0,0,0,0,0,0,0,0,0
KEL,0.0,0.3853404672594097,0.0051794777638579,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
ZBTB34,0.0,0.0144866109269117,0.0587875593774134,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
ST3GAL3,0.0,0.0001946034808313,0.021532134681709,0.0,0,0,0,0,0,0,0,0,0,0,0
OAS3,0.0,0.0494591951216975,0.0451614534448466,0.0,0,0,0,0,0,0,0,0,0,1,0
C16orf46,0.0,0.0009958137856851,0.0485601805437992,0.0,0,0,0,0,0,0,0,0,0,0,0
HGFAC,0.0500441941443419,0.1293252184665008,0.3652268846551353,0.3136531365313653,0,0,0,0,0,0,0,0,0,0,0
FUT2,0.0,0.0019177375892942,0.1635119243703533,0.0,0,0,0,0,0,0,0,0,0,0,0
SIGLEC10,0.0496755389536984,0.2591857776951609,0.0850876153069117,0.0,0,0,0,0,0,0,0,0,0,0,0
SPAG7,0.0,0.0053203073338648,0.0493847015596222,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
JADE1,0.0246158802722575,0.0059318294223766,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ELOVL3,0.0250508599177102,0.0072780546860487,0.0154868217263697,0.0,0,0,0,0,0,0,0,0,0,0,0
KCNJ12,0.0500071229656913,0.1001673367003364,0.0625580409331533,0.0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
DOCK4,0.0743350066056822,0.0014814893961084,0.0091895481098391,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
CACNG2,0.0,0.0313970833280072,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
NDUFB8,0.0,0.1543565679786315,0.0171148096222399,0.0,0,0,0,0,0,0,0,1,0,0,0
ZNF169,0.0,0.0146600668356022,0.111285570962393,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
CARMIL1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
TMEM9B,0.0,0.0048407107864559,0.0219081148316987,0.0,0,0,0,0,0,0,0,0,0,0,0
PLAG1,0.0,0.0700461613164515,0.1141825662664773,0.0,0,0,0,0,0,0,0,0,0,0,0
CENPI,0.0,0.079224944507172,0.261425307004798,0.0,0,0,0,0,0,0,0,0,0,0,0
PSD4,0.049384929667869,0.0161557113885772,0.0464714652404385,0.0,0,0,0,0,0,0,0,0,0,0,0
MIPEP,0.0,0.0139363118676385,0.0486792202150052,0.0,0,0,0,0,0,0,0,0,0,0,0
ACSF3,0.0,0.0062215268885134,0.049054710991326,0.0,0,0,0,0,0,0,0,0,0,0,0
FUCA2,0.0250317828542746,0.0160476473362642,0.0340377716440913,0.0,0,0,0,0,0,0,0,0,0,0,0
AFMID,0.0248980384613244,0.086670546465238,0.0019560499931952,0.0,0,0,0,0,0,0,0,0,0,0,0
ALKBH2,0.0,0.0046012454358932,0.0676739949509687,0.0,0,0,0,0,0,0,0,0,0,0,0
LDHAL6B,0.0501202870053356,0.1176948978517527,0.1538370016074106,0.0,0,0,0,0,0,0,0,0,0,0,0
CELF6,0.0,0.3732156805726973,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GSTO1,0.0250195007430545,0.0082190304478443,0.0321840490269498,0.3874538745387454,0,0,0,0,0,0,0,0,0,0,0
URB1,0.024868934713557,0.0101814342786617,0.0574792303888472,0.0,0,0,0,0,0,0,0,0,0,0,0
ADTRP,0.0,0.0769404410790611,0.0493735669938745,0.5867158671586716,0,0,0,0,0,0,0,0,0,0,0
NAPSA,0.0,0.245463326571034,0.0496380984709815,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF549,0.0249595297062524,0.1830874372251822,0.0034191095909803,0.0,0,0,0,0,0,0,0,0,0,0,0
CTSA,0.0,0.00900456266196,0.1014948369509427,0.0,0,0,0,0,0,0,0,0,0,0,0
MPHOSPH9,0.0,0.0016432627823301,0.0627618926741294,0.2177121771217712,0,0,0,0,0,0,0,0,0,0,0
TTLL1,0.0,0.0481546780153402,0.1056916994623225,0.0,0,0,0,0,0,0,0,0,0,0,0
MSL2,0.0250024532404133,0.0016138381980293,0.0172612458289395,0.0,0,0,0,0,0,0,0,0,0,0,0
ZC3H18,0.0498377908846883,0.0004713268615523,0.0353348702008354,0.0,0,0,0,0,0,0,0,0,0,0,0
GLUD1,0.0,0.0120419958128327,0.1276946393036844,0.0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,0.0250207796141797,0.0639910089482845,0.0466354747700969,0.0,0,0,0,0,0,0,0,0,0,0,0
NEFH,0.0,0.3891786541266032,0.0901704419129246,0.0,0,0,0,0,0,0,0,0,0,0,0
GALNT11,0.0,0.0009371186326042,0.0584606041485656,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
TMEM175,0.0,0.0035774196421457,0.0098906678303144,0.3136531365313653,0,0,0,0,0,0,0,0,0,0,0
KMT5B,0.0,0.0034173402851258,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
SGCZ,0.0,0.0806852131625649,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF613,0.0,0.0113255351593701,0.0324194955859556,0.0,0,0,0,0,0,0,0,0,0,0,0
TM9SF2,0.0,0.0,0.0081349963678037,0.2767527675276753,0,0,0,0,0,0,0,0,0,0,0
SLC34A3,0.0250309657004446,0.161097103545279,0.1064328414276009,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
ARHGAP39,0.049875797650914,0.1978943526910518,0.1389056070513701,0.0,0,0,0,0,0,0,0,0,0,0,0
LHX1,0.0,0.2075143019292631,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GOLPH3L,0.0,0.0036251815650232,0.1041174615315856,1.0,0,0,0,0,0,0,0,0,0,0,0
CCDC107,0.0,0.0149773908381438,0.0823102046946168,0.0,0,0,0,0,0,0,0,0,0,0,0
NUDT11,0.0,0.161136156004643,0.0740748037620247,0.0,0,0,0,0,0,0,0,0,0,0,0
WIF1,0.0249213345520597,0.182899166624765,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
HMGB3,0.0247736035405101,0.0988931578225956,0.0235022007755544,0.0,0,0,0,0,0,0,0,0,0,0,0
NDUFA2,0.0,0.0145136357664632,0.0175526024126067,0.0,0,0,0,0,0,0,0,1,0,0,0
ERAL1,0.0,0.0617799432828176,0.0300205782741734,0.0,0,0,0,0,0,0,0,0,0,0,0
THOC7,0.0,0.014885825533812,0.0270227668890376,0.0,0,0,0,0,0,0,0,0,0,0,0
IFI27L1,0.0,0.0381264986670771,0.0951707548623073,0.0,0,0,0,0,0,0,0,0,0,0,0
WDR6,0.0,0.0485270929202956,0.0571301672568431,0.0,0,0,0,0,0,0,0,0,0,0,0
ATE1,0.0,0.0,0.0016521853038369,0.3874538745387454,0,0,0,0,0,0,0,0,0,0,0
ANGPTL7,0.0500812301717622,0.3965272166691048,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GNG12,0.0,0.0600392429651852,0.0290808324259759,0.0,1,0,0,0,1,0,0,0,0,0,0
SLC35A2,0.0,0.1146311651994481,0.0279200526273339,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC35A3,0.0,0.0,0.0231108737537807,0.0,0,0,0,0,0,0,0,0,0,0,0
RHOBTB1,0.024945592895915,0.1128789973046254,0.0207046912461583,0.0,0,0,0,0,0,0,0,0,0,0,0
DOCK6,0.0250118063784471,0.0036090812155045,0.0982495737498083,0.0,0,0,0,0,0,0,0,0,0,0,0
PDIK1L,0.0,0.0051243527389069,0.0034743058576284,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
RCBTB1,0.0,0.0129441003007581,0.0633924812121792,0.0,0,0,0,0,0,0,0,0,0,0,0
TRHDE,0.024899623042346,0.0965264138695646,0.2276380103812322,0.0,0,0,0,0,0,0,0,0,0,0,0
COX7B,0.0,0.0942616744325339,0.0245986887854605,0.0,0,0,0,0,0,0,0,1,0,0,0
FDX1,0.0,0.0030045849468648,0.0606239294127323,0.3431734317343173,0,0,0,0,0,0,0,0,0,0,0
COX4I2,0.0250625128312356,0.0754422006982172,0.264375327768338,0.0,0,0,0,0,0,0,0,1,0,0,0
RGS6,0.0247373206949697,0.1323724204625338,0.0080664850737399,0.0,0,0,0,0,0,0,0,0,0,0,0
MIER3,0.0,0.0249432102827013,0.0002474735740167,0.0,0,0,0,0,0,0,0,0,0,0,0
VIPAS39,0.0249566265695031,0.0148139368466641,0.0391682699965218,0.0,0,0,0,0,0,0,0,0,0,0,0
KCNN1,0.0249859354251627,0.0446569641002756,0.0313880677549365,0.0,0,0,0,0,0,0,0,0,0,0,0
PCSK1N,0.0,0.0284285018375483,0.0543166831130132,0.0,0,0,0,0,0,0,0,0,0,0,0
SOD3,0.0,0.1550307879914295,0.0068232948315537,0.3136531365313653,0,0,0,0,0,0,0,0,0,0,0
CEP162,0.0246077189875083,0.0205385410477293,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
HOXA3,0.0,0.2235497046756058,0.1163023486921961,0.0,0,0,0,0,0,0,0,0,0,0,0
MAPK4,0.0,0.0060676929460315,0.0181803635518998,0.3468634686346865,0,0,0,0,0,0,0,0,0,0,0
REPS1,0.0247925351631759,0.0028937054266802,0.0576648189284141,0.0,0,0,0,0,0,0,0,0,0,0,0
SENP7,0.0739944449368699,0.0161739923677481,0.0426105379462403,0.0,0,0,0,0,0,0,0,0,0,0,0
RGMA,0.0,0.1748305368868029,0.1298885170743738,0.4870848708487085,0,0,0,0,0,0,1,0,0,0,0
GBP4,0.0,0.0554575533754913,0.0219081729254389,0.0,0,0,0,0,0,0,0,0,0,0,0
MYO1G,0.0250420290422834,0.0263910527009836,0.0113916285474907,0.0,0,0,0,0,0,0,0,0,0,0,0
ADAM28,0.0749639012146756,0.1085631335723422,0.0007255047577126,0.0,0,0,0,0,0,0,0,0,0,0,0
MPP6,0.0490320258404467,0.0002562493019634,0.059938043620942,0.0,0,0,0,0,0,0,0,0,0,0,0
DNAJC10,0.0,0.0283248817073227,0.0705475063717851,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF691,0.0249314722394278,8.157940465944429e-05,0.04909170608652,0.0,0,0,0,0,0,0,0,0,0,0,0
ACTR1A,0.0,0.0015492524281645,0.0360531824896119,0.0,0,0,0,0,0,0,0,0,0,0,0
TNNC2,0.0,0.00816606448323,0.0185477782389563,0.0,0,1,0,0,0,0,0,0,0,0,0
NPHP3,0.049967898189375,0.0085611689818095,0.0489373584654695,0.0,0,0,0,0,0,0,0,0,0,0,0
GJC1,0.0237215330510935,0.0919642582726389,0.1978618898964475,0.0,0,0,0,0,0,0,0,0,0,0,0
SLCO4A1,0.0,0.0342436038567387,0.1174286078840892,0.4723247232472326,0,0,0,0,0,0,0,0,0,0,0
CCR7,0.0,0.1575662592524764,0.025801034385576,0.0,0,0,0,0,0,0,0,0,0,0,0
MYL10,0.0250665230378108,0.3499405696714841,0.0,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
G6PC3,0.0,0.0013854138375996,0.0510483165588434,0.0,0,0,0,0,1,0,0,0,0,0,0
RMND1,0.0250044982588687,0.0370306853377845,0.0184456436299101,0.0,0,0,0,0,0,0,0,0,0,0,0
SIX5,0.0,0.0056893298231389,0.0643264995492067,0.0,0,0,0,0,0,0,0,0,0,0,0
MANSC1,0.0249426762131197,0.0088631584685375,0.0299286442239188,0.0,0,0,0,0,0,0,0,0,0,0,0
CAV3,0.0,0.4988056463765112,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
IMPAD1,0.0249443452039485,0.0087594494905579,0.0328201542500789,0.0,0,0,0,0,0,0,0,0,0,0,0
C6orf136,0.0,0.0197926055567574,0.0555511493135544,0.0,0,0,0,0,0,0,0,0,0,0,0
PCOLCE,0.0,0.2338009769625495,0.1057909264396093,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
