gene,MF: PRAD,METH: PRAD,GE: PRAD,CNA: PRAD,hsa00140,hsa04010,hsa04060,hsa04110,hsa04115,hsa04151,hsa04210,hsa05202
SLC22A18,0.0,0.1430170784644369,0.04184855896454,0.0,0,0,0,0,0,0,0,0
C19orf33,0.0455536003941232,0.4124990516503115,0.3000086843505944,0.0,0,0,0,0,0,0,0,0
NACC2,0.0227397513140246,0.0168236088779902,0.1244908470531598,0.0,0,0,0,0,0,0,0,0
HSF5,0.0227677248749039,0.217519226231185,0.318959697970779,0.0,0,0,0,0,0,0,0,0
MAEL,0.0,0.0081718040255585,0.2028020655323816,0.0,0,0,0,0,0,0,0,0
TSPOAP1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
NPAS3,0.0,0.0679407851045592,0.1053303408034431,0.0,0,0,0,0,0,0,0,0
MGAT5B,0.0226968188618481,0.0517235389624565,0.1435050667600275,0.0,0,0,0,0,0,0,0,0
FEZF2,0.0,0.5287946503186446,0.0,0.0,0,0,0,0,0,0,0,0
HINT3,0.0,0.0026382073793977,0.0170224862374064,0.0,0,0,0,0,0,0,0,0
ARHGEF17,0.0227279375353023,0.0027083699301487,0.0957672208261392,0.0,0,0,0,0,0,0,0,0
TDRD9,0.0,0.1178431250310222,0.0391011336623548,0.0,0,0,0,0,0,0,0,0
COQ5,0.0227722861914798,0.0041882575850024,0.0163589675814088,0.1224489795918367,0,0,0,0,0,0,0,0
COQ4,0.0,0.0494648570047383,0.0397761391950986,0.2108843537414965,0,0,0,0,0,0,0,0
ENPP2,0.0454735966259274,0.175858570196895,0.0506111260575859,0.0,0,0,0,0,0,0,0,0
YPEL1,0.0,0.0276877622611543,0.18284534746483,0.0,0,0,0,0,0,0,0,0
GEN1,0.0,0.0025905929942522,0.0154313070313134,0.0,0,0,0,0,0,0,0,0
MUC3A,0.0227249199907288,0.005299565520896,0.046916485027606,0.3435374149659864,0,0,0,0,0,0,0,0
TMC8,0.0,0.0931455792757462,0.0095023387039136,0.0,0,0,0,0,0,0,0,0
VSIG8,0.0227728790777923,0.0026488545092692,0.2007565416987336,0.0,0,0,0,0,0,0,0,0
FDX2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
BCAS3,0.0,0.0065087796331303,0.0382850282198082,0.0,0,0,0,0,0,0,0,0
KRTAP10-1,0.0,0.1578823779021657,0.0,0.0,0,0,0,0,0,0,0,0
PRRG2,0.0,0.111602806477149,0.0150807719837609,0.0,0,0,0,0,0,0,0,0
PRELID3A,0.0,0.0020016292762429,0.0,0.0,0,0,0,0,0,0,0,0
FAM189B,0.0,0.0062557029981255,0.0278677833738332,0.1360544217687075,0,0,0,0,0,0,0,0
KRTAP13-1,0.0,0.058275582611914,0.0,0.0,0,0,0,0,0,0,0,0
ZNF34,0.0,0.0750715640230524,0.0870782406309508,0.0,0,0,0,0,0,0,0,0
CCDC85C,0.0,0.2092190269945238,0.0043388945409395,0.0,0,0,0,0,0,0,0,0
ZNF471,0.0227319239725166,0.0452406236555815,0.0195179041565198,0.064625850340136,0,0,0,0,0,0,0,0
MPPE1,0.0,0.0776282293838344,0.0736384307938763,0.0,0,0,0,0,0,0,0,0
SNX19,0.0227456851217406,0.0448166753796105,0.0358975510771965,0.0,0,0,0,0,0,0,0,0
HORMAD1,0.0,0.0179316583335632,0.2994770417419899,0.0,0,0,0,0,0,0,0,0
PHOX2B,0.0,0.4160805178096471,0.0,0.0,0,0,0,0,0,0,0,0
DNAH11,0.0453014708995065,0.037361552512108,0.1146137091195852,0.3537414965986395,0,0,0,0,0,0,0,0
SPRED3,0.0,0.2436744830680882,0.1267666481909295,0.0,0,0,0,0,0,0,0,0
RRP36,0.0,0.0145807096181379,0.0023652966194874,0.0,0,0,0,0,0,0,0,0
PPWD1,0.022759204568431,0.0244944830499493,0.0016210285569693,0.0,0,0,0,0,0,0,0,0
AARS2,0.0,0.0811266561941758,0.0156633392381923,0.0,0,0,0,0,0,0,0,0
SESN3,0.0,0.3604421141093424,0.0031045938105086,0.0,0,0,0,0,1,0,0,0
SDF2,0.0,0.0038354907468848,0.0117421741643211,0.0,0,0,0,0,0,0,0,0
C6orf120,0.0,0.0058433829949611,0.0102227827198668,0.0,0,0,0,0,0,0,0,0
TXNDC16,0.0,0.0102254262618109,0.0032137052242775,0.0,0,0,0,0,0,0,0,0
UBAC2,0.0,0.0107679324074904,0.003122327516206,0.0,0,0,0,0,0,0,0,0
EMC4,0.0,0.0302795233813453,0.0102374699932843,0.0,0,0,0,0,0,0,0,0
ZMYM1,0.0,0.0,0.0621442265698224,0.0,0,0,0,0,0,0,0,0
MT1E,0.0,0.2781085257167327,0.1037940409336222,0.0,0,0,0,0,0,0,0,0
FAM187B,0.0,0.0052669456676942,0.0,0.0,0,0,0,0,0,0,0,0
RHBDD3,0.0,0.0012527744214793,0.0556200792114463,0.0,0,0,0,0,0,0,0,0
HTR1E,0.113872118882261,0.138319495521999,0.0,0.0,0,0,0,0,0,0,0,0
POPDC2,0.0227709143188915,0.1604616591287622,0.2316620196546649,0.0,0,0,0,0,0,0,0,0
ANO6,0.0,0.0010880347377138,0.17571998139019,0.0,0,0,0,0,0,0,0,0
SLC12A9,0.0,0.0007836026703643,0.0300884560204403,0.3435374149659864,0,0,0,0,0,0,0,0
PCNX3,0.0,0.0113122827003151,0.0,0.0,0,0,0,0,0,0,0,0
TAPT1,0.0,0.0032350507201765,0.040867144599954,0.0,0,0,0,0,0,0,0,0
ERGIC2,0.0,0.021070847466528,0.0131786879751185,0.0,0,0,0,0,0,0,0,0
ST7,0.0,0.0067188974815737,0.0090209645336807,0.0,0,0,0,0,0,0,0,0
MRS2,0.0,0.0114299745292233,0.0092193413117598,0.0,0,0,0,0,0,0,0,0
KNOP1,0.0,0.0,0.0372165624338547,0.0,0,0,0,0,0,0,0,0
ZNF70,0.0,0.0120441673231018,0.0418820167225595,0.0,0,0,0,0,0,0,0,0
ZNF771,0.0,0.0086213989409518,0.0115329904460289,0.0,0,0,0,0,0,0,0,0
NDUFAF5,0.0,0.0112946601661843,0.0063521312299091,0.0,0,0,0,0,0,0,0,0
ZNF770,0.0227654339546266,0.0019309677266609,0.0387874684849045,0.0,0,0,0,0,0,0,0,0
ADORA3,0.0455363808298973,0.0284506772548322,0.059959919009429,0.0,0,0,0,0,0,0,0,0
TBC1D9B,0.0226235186901247,0.0318922124369396,0.0336051807653046,0.0952380952380952,0,0,0,0,0,0,0,0
CCPG1,0.0226958443514322,0.0017354134049875,0.0379354397850224,0.0,0,0,0,0,0,0,0,0
TM2D3,0.0,0.0466420926116992,0.0081889643636901,0.0,0,0,0,0,0,0,0,0
PRELID1,0.022770093145578,0.1735622217421678,0.0441795000639741,0.0952380952380952,0,0,0,0,0,0,0,0
PSG11,0.0227701531515136,0.0,0.0,0.0,0,0,0,0,0,0,0,0
PSG4,0.0227583378569555,0.2129295830190851,0.1240204071787733,0.0,0,0,0,0,0,0,0,0
SPCS1,0.0,0.0076922996066193,0.0015390508714287,0.0,0,0,0,0,0,0,0,0
C17orf80,0.0227329052224504,0.0024093347186238,0.0466587303722144,0.0,0,0,0,0,0,0,0,0
ZNF808,0.0,0.0145541140602232,0.0627307849875232,0.0,0,0,0,0,0,0,0,0
ZNF624,0.0,0.0101110943381683,0.010244574576456,0.0,0,0,0,0,0,0,0,0
FAM210A,0.0,0.0007377200803351,0.0328281352700555,0.0,0,0,0,0,0,0,0,0
COX16,0.0227758230854344,0.0054816588380009,0.0637218115890885,0.0,0,0,0,0,0,0,0,0
CD109,0.0,0.2571582090486331,0.0809740217765932,0.0,0,0,0,0,0,0,0,0
TRMT44,0.0227681464325606,0.0,0.003487723794337,0.0,0,0,0,0,0,0,0,0
HLA-DQB2,0.0,0.324535022883996,0.0987568123801923,0.0,0,0,0,0,0,0,0,0
NMNAT3,0.0,0.0,0.0429012340664243,0.0,0,0,0,0,0,0,0,0
DYM,0.0227667709530338,0.0899655079306522,0.0264330599837382,0.0,0,0,0,0,0,0,0,0
VWA8,0.0227622641717217,0.0006577867636664,0.0452583321528505,0.0,0,0,0,0,0,0,0,0
IDI2,0.0,0.0462795401744197,0.047703308384283,0.0,0,0,0,0,0,0,0,0
OVCA2,0.0,0.0143304633361512,0.0085048432056229,0.0,0,0,0,0,0,0,0,0
PRRG3,0.0,0.4483794967173327,0.2220965741490506,0.0,0,0,0,0,0,0,0,0
RNF149,0.0,0.0182831993207793,0.0483370791986452,0.0,0,0,0,0,0,0,0,0
THAP2,0.0,0.0058978970799575,0.0009733348920439,0.0,0,0,0,0,0,0,0,0
FMR1NB,0.0227764969693154,0.1668189224450787,0.0,0.0,0,0,0,0,0,0,0,0
TMEM214,0.0,0.0072410201699223,0.0144183936007369,0.0,0,0,0,0,0,0,0,0
MFSD8,0.0225762112169723,0.0,0.0114622701388988,0.173469387755102,0,0,0,0,0,0,0,0
TMEM131L,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
NETO2,0.0227522448187722,0.0058510153136839,0.2795968358165126,0.1020408163265306,0,0,0,0,0,0,0,0
SLC25A16,0.0,0.0259603724908854,0.0337370844612132,0.0,0,0,0,0,0,0,0,0
CNTNAP3,0.0,0.0,0.0631427187821649,0.0,0,0,0,0,0,0,0,0
LRFN3,0.0227626506416433,0.0239642756160871,0.0152209766281672,0.0,0,0,0,0,0,0,0,0
KLK11,0.0,0.3191964028684269,0.1502757546952111,0.0,0,0,0,0,0,0,0,0
FRAS1,0.0680936055697929,0.0230503137324139,0.0096190200736604,0.0,0,0,0,0,0,0,0,0
NXPH3,0.0,0.013251872504776,0.053077360271268,0.0,0,0,0,0,0,0,0,0
TRPM3,0.0674755498044683,0.1113881187223129,0.287933920550379,0.0,0,0,0,0,0,0,0,0
RBMS3,0.0,0.2955426770361946,0.1888820860781838,0.0,0,0,0,0,0,0,0,0
SLC25A41,0.0,0.1751566277720842,0.0305629500659214,0.0,0,0,0,0,0,0,0,0
NARS2,0.0227718690444013,0.0006527381795941,0.0670109845313132,0.0,0,0,0,0,0,0,0,0
RFTN1,0.0227616010472753,0.2582335159810692,0.0605581056593435,0.0,0,0,0,0,0,0,0,0
ZDHHC13,0.0,0.0175516991465983,0.0133465024349621,0.0,0,0,0,0,0,0,0,0
CYP51A1,0.0227567554952895,0.0073882442292337,0.0851671498757495,0.3435374149659864,0,0,0,0,0,0,0,0
ALG5,0.0,0.0001197591193559,0.0147108915591631,0.0,0,0,0,0,0,0,0,0
TEX264,0.0227670501414046,0.0288158364480964,0.0145938946322905,0.0,0,0,0,0,0,0,0,0
DAGLB,0.0,0.0055759352596147,0.011571341603191,0.0,0,0,0,0,0,0,0,0
ASPHD2,0.0227734315989469,0.0413059883276144,0.0341427949962986,0.0,0,0,0,0,0,0,0,0
CD320,0.0,0.0107172340438845,0.0709877741855338,0.0,0,0,0,0,0,0,0,0
KDSR,0.0,0.0022525247394057,0.0576604827984594,0.4897959183673469,0,0,0,0,0,0,0,0
ZDHHC8,0.0,0.0161945343891372,0.0010805672105082,0.0,0,0,0,0,0,0,0,0
ZDHHC5,0.0,0.0241654144727384,0.0103792404543447,0.0,0,0,0,0,0,0,0,0
B4GALT4,0.0227362575746923,0.0607900879344922,0.0077669290227723,0.0,0,0,0,0,0,0,0,0
RTBDN,0.0,0.0233520829449526,0.2678419857186966,0.0,0,0,0,0,0,0,0,0
SPIN2B,0.0,0.0603290612617608,0.0239993223110181,0.0,0,0,0,0,0,0,0,0
ZNF507,0.0454360816923648,0.0431692852689989,0.0122163316236434,0.0,0,0,0,0,0,0,0,0
ZBED9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
FRMPD2,0.0227301186030077,0.0498096589115455,0.0144797012105902,0.0,0,0,0,0,0,0,0,0
SLC38A10,0.0224784191913586,0.0673428913943433,0.0245544910087706,0.0,0,0,0,0,0,0,0,0
DCBLD1,0.0227390191916176,0.0569054916219669,0.013457066592416,0.0,0,0,0,0,0,0,0,0
FKTN,0.0227149637913143,0.0077986279469298,0.0180755941188601,0.2108843537414965,0,0,0,0,0,0,0,0
ULBP3,0.0,0.0117231227894074,0.0699920281294861,0.0,0,0,0,0,0,0,0,0
HS3ST3B1,0.0225474920306462,0.0151543610033338,0.0832187775882655,0.0,0,0,0,0,0,0,0,0
CHSY1,0.0,0.0011043453506865,0.0011684138780919,0.0,0,0,0,0,0,0,0,0
SLC25A15,0.0,0.0248137693953564,0.0273749991491989,0.0,0,0,0,0,0,0,0,0
GPAT3,0.0,0.0783880031042282,0.0,0.0,0,0,0,0,0,0,0,0
KLRG2,0.0,0.1909984330889784,0.0636975041542942,0.0,0,0,0,0,0,0,0,0
FKRP,0.0,0.0035132936212162,0.0262058889369295,0.0,0,0,0,0,0,0,0,0
B4GALT5,0.0227679503652476,0.0013304905332886,0.0618443223340259,0.1530612244897959,0,0,0,0,0,0,0,0
FAM171A2,0.0,0.0050086316658851,0.0108818241184177,0.326530612244898,0,0,0,0,0,0,0,0
MORC1,0.0227456139750976,0.1843578414779648,0.5176221594835436,0.0,0,0,0,0,0,0,0,0
C1QTNF2,0.0,0.0984947922172637,0.1505726038392856,0.0952380952380952,0,0,0,0,0,0,0,0
NUDT13,0.0,0.0367101728680026,0.0162586560329822,0.0,0,0,0,0,0,0,0,0
LRP11,0.0227622069433681,0.0031780714577529,0.0606934248962101,0.0,0,0,0,0,0,0,0,0
EMB,0.0,0.0602192333947246,0.0856585974970176,0.0,0,0,0,0,0,0,0,0
FAM234B,0.0,0.0051789325356082,0.0,0.0,0,0,0,0,0,0,0,0
PRMT9,0.0,0.0062095981161195,0.0,0.0,0,0,0,0,0,0,0,0
CACNA2D2,0.0226854125424305,0.008804223473535,0.0624112285270028,0.0,0,1,0,0,0,0,0,0
GALNT7,0.0,0.0269748228789661,0.1427996775731617,0.0,0,0,0,0,0,0,0,0
NDST2,0.0905848174680913,0.0002416157960773,0.025483985736839,0.0,0,0,0,0,0,0,0,0
NDST1,0.0448551281172655,0.3836879173452474,0.018437294158684,0.0952380952380952,0,0,0,0,0,0,0,0
B3GLCT,0.0,0.0672638083741732,0.0,0.0,0,0,0,0,0,0,0,0
LRIG3,0.0455298964807647,0.0104847253008059,0.0495972768105253,0.0,0,0,0,0,0,0,0,0
CA11,0.0,0.0294842738635921,0.0979756165580638,0.0,0,0,0,0,0,0,0,0
ZNF501,0.0,0.0266402775555288,0.0440372968370128,0.0,0,0,0,0,0,0,0,0
CER1,0.0,0.1155660470726003,0.0,0.0,0,0,0,0,0,0,0,0
NELL2,0.0,0.0,0.1835071055312979,0.0,0,0,0,0,0,0,0,0
COMTD1,0.0,0.0180696890078485,0.0350579638474479,0.0,0,0,0,0,0,0,0,0
MIGA1,0.0,0.007539713716813,0.0,0.0,0,0,0,0,0,0,0,0
GLIPR1,0.0227582203630845,0.4961668132918908,0.0984288329422624,0.0,0,0,0,0,0,0,0,0
VPS35L,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
C3orf33,0.0,0.0097690123524822,0.0204086492018926,0.0,0,0,0,0,0,0,0,0
FASTKD1,0.02274831262284,0.0027681197765041,0.0282747371607256,0.0,0,0,0,0,0,0,0,0
EARS2,0.0227423014249174,0.0036824417295171,0.0474224345297994,0.0,0,0,0,0,0,0,0,0
SLC25A30,0.0,0.0591110362193682,0.0530005529846839,0.7721088435374149,0,0,0,0,0,0,0,0
RSAD1,0.0227719827998981,0.0011430815772745,0.0599180527103939,0.0,0,0,0,0,0,0,0,0
TMEM59L,0.022771245634257,0.0181537118582114,0.0679514649486501,0.0,0,0,0,0,0,0,0,0
B4GALNT1,0.022171606845188,0.0024563333583873,0.1724845728776355,0.0,0,0,0,0,0,0,0,0
SNX16,0.0,0.0159129361929223,0.0133550023623823,0.5340136054421769,0,0,0,0,0,0,0,0
NXPH2,0.0227763651342194,0.3176250256796339,0.0,0.3129251700680273,0,0,0,0,0,0,0,0
RPS4Y2,0.0,0.0,0.0870923194407492,0.0,0,0,0,0,0,0,0,0
FAM241A,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
TSPAN18,0.0,0.1291429262153278,0.2164586663114834,0.1156462585034013,0,0,0,0,0,0,0,0
TSPAN5,0.0,0.0020263584600666,0.0274607168927938,0.0,0,0,0,0,0,0,0,0
TMEM87A,0.0227639246032709,0.0107341432294449,0.0608588629097896,0.0,0,0,0,0,0,0,0,0
GDPD1,0.0,0.0058083857438504,0.1579152153370963,0.0,0,0,0,0,0,0,0,0
SLC7A2,0.022639796570824,0.0073876511889673,0.0167828485444316,0.0,0,0,0,0,0,0,0,0
SC5D,0.0,0.0002924879554191,0.0508929745193086,0.1462585034013605,0,0,0,0,0,0,0,0
ZDHHC6,0.0,0.0056201620412872,0.00841576772983,0.0,0,0,0,0,0,0,0,0
TVP23C,0.0454713695633572,0.0589104814493274,0.0225511656628749,0.0,0,0,0,0,0,0,0,0
CELA2B,0.0,0.0252425143177043,0.0,0.0,0,0,0,0,0,0,0,0
GPM6A,0.0,0.1471311030888267,0.2925408556851078,0.0,0,0,0,0,0,0,0,0
ZDHHC18,0.0,0.030456891486655,0.0364797436993253,0.0,0,0,0,0,0,0,0,0
MANEAL,0.0,0.029580380855251,0.138602120450738,0.0,0,0,0,0,0,0,0,0
MAP1LC3B2,0.0,0.4501275561450193,0.1144824768854037,0.1224489795918367,0,0,0,0,0,0,0,0
RAB40AL,0.0,0.0855155315338322,0.4502288100870425,0.0,0,0,0,0,0,0,0,0
SGPP1,0.0,0.0058989987529027,0.0297041748081148,0.0,0,0,0,0,0,0,0,0
LYRM4,0.0,0.0011443726510588,0.0359030868304022,0.1564625850340136,0,0,0,0,0,0,0,0
MTHFR,0.0,0.0055356246975464,0.0732342741201044,0.0,0,0,0,0,0,0,0,0
PXDN,0.0,0.0126833063907154,0.0983033992745356,0.0,0,0,0,0,0,0,0,0
LRRC1,0.0,0.0098527367484975,0.0305950667154769,0.0,0,0,0,0,0,0,0,0
CALB2,0.0227690606595228,0.0652545296341088,0.169709369299213,0.0,0,0,0,0,0,0,0,0
AP5M1,0.0,0.0165719624291839,0.0405457319967766,0.0,0,0,0,0,0,0,0,0
SUSD4,0.022761010799843,0.1965332760193019,0.1000960845266829,0.0,0,0,0,0,0,0,0,0
RGPD8,0.0227486133344714,0.0362887033426147,0.0797078795348456,0.0,0,0,0,0,0,0,0,0
BVES,0.0,0.058612441551336,0.1456809501680407,0.0,0,0,0,0,0,0,0,0
NDUFC2,0.0,0.0319928688890899,0.0187996915150416,0.0,0,0,0,0,0,0,0,0
DHX35,0.0,0.0137529979462773,0.0058256650275743,0.0,0,0,0,0,0,0,0,0
TMX4,0.0,0.0050411289783114,0.0816568673472178,0.0,0,0,0,0,0,0,0,0
ATP1B2,0.0455358693212108,0.2617825468792119,0.1170361996524821,0.554421768707483,0,0,0,0,0,0,0,0
SHISA2,0.0,0.2295378389255825,0.0723846619040679,0.0,0,0,0,0,0,0,0,0
SLC25A26,0.0,0.1310994481912578,0.0447305702803551,0.0,0,0,0,0,0,0,0,0
KIF27,0.0,6.707059421064569e-06,0.0148607014594025,0.0,0,0,0,0,0,0,0,0
CEACAM21,0.0227680667049562,0.0,0.1409439575461162,0.0,0,0,0,0,0,0,0,0
SDR9C7,0.022772682586645,0.3137872355505596,0.0083799372880445,0.0,0,0,0,0,0,0,0,0
AUH,0.0,0.0735847334112145,0.0135252477846163,0.0,0,0,0,0,0,0,0,0
EGFL8,0.0,0.0092227321190529,0.0200815586528442,0.0,0,0,0,0,0,0,0,0
FMC1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
TMTC3,0.0,0.019704687416471,0.0619151114857679,0.1224489795918367,0,0,0,0,0,0,0,0
TMTC4,0.0227532396705715,0.0090400837506346,0.1555572121543904,0.0,0,0,0,0,0,0,0,0
TMEM63B,0.0,0.0,0.0356079595947949,0.0,0,0,0,0,0,0,0,0
TMEM181,0.0,0.0292964735990729,0.0044783085518733,0.0,0,0,0,0,0,0,0,0
TMEM164,0.0227263530341373,0.013774085479677,0.014823970397105,0.0,0,0,0,0,0,0,0,0
OGN,0.0,0.0,0.173078338335254,0.0,0,0,0,0,0,0,0,0
FAR2,0.0,0.2678451129126293,0.0227607139598945,0.0,0,0,0,0,0,0,0,0
MARC2,0.0,0.0015377373783962,0.0040435740367176,0.0,0,0,0,0,0,0,0,0
PLD6,0.0,0.0329176139773757,0.0752958590140844,0.0,0,0,0,0,0,0,0,0
CHST7,0.0,0.2949066173257942,0.0363832591209851,0.0,0,0,0,0,0,0,0,0
PHF13,0.0227744445099106,0.0070381197438379,0.0109546116312358,0.0,0,0,0,0,0,0,0,0
SLC25A21,0.0227643330217267,0.0094561468384013,0.0487582279141273,0.0,0,0,0,0,0,0,0,0
C5orf15,0.0,0.004676949976972,0.0012515181701022,0.0952380952380952,0,0,0,0,0,0,0,0
MFAP3,0.0,0.0009196660810951,0.0306344247352076,0.0952380952380952,0,0,0,0,0,0,0,0
HAL,0.0,0.0542285614065684,0.0874483557137432,0.1224489795918367,0,0,0,0,0,0,0,0
UCKL1,0.0,0.0009834339907771,0.0454589632713986,0.1530612244897959,0,0,0,0,0,0,0,0
WBP2NL,0.0,0.1710131140655142,0.0158663947206323,0.0,0,0,0,0,0,0,0,0
ZPBP2,0.0,0.2116622918344367,0.0,0.0,0,0,0,0,0,0,0,0
FGL1,0.0,0.0,0.3023491929571685,0.0,0,0,0,0,0,0,0,0
FAM172A,0.0227509054259489,0.0450117695696712,0.0581916342446711,0.0,0,0,0,0,0,0,0,0
P3H3,0.0,0.0132882650271818,0.0,0.0,0,0,0,0,0,0,0,0
AGAP3,0.0,0.0312904348763345,0.0339704020937303,0.0,0,0,0,0,0,0,0,0
AKR1D1,0.0227611580738564,0.0260743028067417,0.1970930658671892,0.0,1,0,0,0,0,0,0,0
GPR55,0.0,0.0,0.1488614329949473,0.0,0,0,0,0,0,0,0,0
ITLN2,0.0,0.1628039472998154,0.1963312093350273,0.0,0,0,0,0,0,0,0,0
MCOLN3,0.0,0.0402880464357744,0.0061503146063536,0.1972789115646258,0,0,0,0,0,0,0,0
SNX14,0.022750730496489,0.0054185201949566,0.0096189249682228,0.0,0,0,0,0,0,0,0,0
COA1,0.0,0.0109938610815574,0.0044573771254997,0.0,0,0,0,0,0,0,0,0
MCOLN2,0.0,0.0293509168818934,0.2203221225357068,0.1972789115646258,0,0,0,0,0,0,0,0
DPY19L4,0.0227626990938129,0.0155538365813083,0.0458667326684232,0.5340136054421769,0,0,0,0,0,0,0,0
ST7L,0.0,0.0166355919534002,0.0067374063916277,0.0,0,0,0,0,0,0,0,0
OR2S2,0.0,0.0276209797811069,0.0,0.0,0,0,0,0,0,0,0,0
TAS2R7,0.0,0.2304992661561026,0.0,0.0,0,0,0,0,0,0,0,0
TMEM171,0.0227720885695692,0.1163428860399836,0.1837167727085786,0.3367346938775511,0,0,0,0,0,0,0,0
ASPRV1,0.0227731177928539,0.032626301238436,0.0446976934692606,0.0,0,0,0,0,0,0,0,0
LRRC15,0.0682068070956407,0.141830006091307,0.2404242970474419,0.0,0,0,0,0,0,0,0,0
EGFLAM,0.0672888805601541,0.2976351298141115,0.1133295741777791,0.0,0,0,0,0,0,0,0,0
GPC6,0.0,0.0278517514648229,0.1115155314752578,0.0,0,0,0,0,0,0,0,0
PLEKHH1,0.0,0.0172414709529398,0.1709347353805525,0.0,0,0,0,0,0,0,0,0
KIRREL2,0.0,0.1791570482224966,0.3283352978894952,0.0,0,0,0,0,0,0,0,0
PRAP1,0.0,0.503825677586942,0.0447385800494696,0.0,0,0,0,0,0,0,0,0
FLVCR1,0.0227647608392416,0.0056392392442655,0.07358541887748,0.0,0,0,0,0,0,0,0,0
SLC6A15,0.0227425586183542,0.283808107668605,0.1732465817704627,0.1224489795918367,0,0,0,0,0,0,0,0
SLC16A2,0.0455217732278425,0.3905396039625326,0.140942648344907,0.0,0,0,0,0,0,0,0,0
TMEM39A,0.0,0.065457157279701,0.0325135154929124,0.0,0,0,0,0,0,0,0,0
SLC25A35,0.0,0.0021816159122336,0.0078499141105367,0.0,0,0,0,0,0,0,0,0
ARSK,0.0,0.0210151734011694,0.06523265748067,0.0,0,0,0,0,0,0,0,0
COLEC10,0.022776868512797,0.0464011389638009,0.6465760027712634,0.0,0,0,0,0,0,0,0,0
HSD17B6,0.0,0.0024642881492142,0.0811523621357021,0.0,1,0,0,0,0,0,0,0
OR10H3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
OXSM,0.0,0.04277139119854,0.0577399868277143,0.0,0,0,0,0,0,0,0,0
DSG4,0.0,0.0853553803348824,0.5201289594018655,0.0,0,0,0,0,0,0,0,0
ZNF93,0.0,0.0251638208660524,0.0255285722783004,0.0,0,0,0,0,0,0,0,0
ZNF430,0.0227657234874459,0.0462138887757246,0.0638275898680125,0.0,0,0,0,0,0,0,0,0
FPGS,0.0,0.2356816326753486,0.0310198455940012,0.2108843537414965,0,0,0,0,0,0,0,0
KCNK16,0.0,0.0729685760652433,0.0,0.0,0,0,0,0,0,0,0,0
LRFN4,0.0227676162943994,0.0004353711005306,0.0137052425379839,0.163265306122449,0,0,0,0,0,0,0,0
IGSF3,0.0,0.0062843893810013,0.0464251927291592,0.0,0,0,0,0,0,0,0,0
PARP16,0.0227675845872626,0.0016722961446897,0.0154224221730131,0.0,0,0,0,0,0,0,0,0
PDCL3,0.0227221111318519,0.0092663495152383,0.0294746430533435,0.0,0,0,0,0,0,0,0,0
PGAP3,0.0,0.0261479946989705,0.0040554587708602,0.0,0,0,0,0,0,0,0,0
PVRIG,0.0,0.0792393536792171,0.0503415983088599,0.3435374149659864,0,0,0,0,0,0,0,0
DNAJC16,0.0227299156873988,0.0089334367229038,0.0185473433923995,0.0,0,0,0,0,0,0,0,0
TLCD2,0.0,0.0692812638488352,0.0607553127169608,0.0,0,0,0,0,0,0,0,0
PLXDC2,0.0,0.0160298893142816,0.0511068228296527,0.0,0,0,0,0,0,0,0,0
DGCR2,0.0,0.0042769730019958,0.0172347591784052,0.0,0,0,0,0,0,0,0,0
TSPAN17,0.0,0.0022078521086652,0.0279228951105817,0.0952380952380952,0,0,0,0,0,0,0,0
VSIG2,0.0227675797969834,0.16483310866107,0.2107557746490418,0.0,0,0,0,0,0,0,0,0
HS6ST2,0.0227234552028526,0.0811751650340789,0.0352178129685162,0.0,0,0,0,0,0,0,0,0
DPY19L3,0.0,0.0119791236653079,0.0291467433819382,0.0,0,0,0,0,0,0,0,0
MTX3,0.0,0.0108652850562534,0.0939308733966746,0.0,0,0,0,0,0,0,0,0
GIMAP2,0.0,0.274201371950322,0.0291622537004131,0.0,0,0,0,0,0,0,0,0
KIAA0391,0.0,0.0023371187120987,0.0194098185219298,0.0,0,0,0,0,0,0,0,0
KIR2DS1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
LGALS12,0.0,0.0790360411162652,0.2507502281270784,0.0,0,0,0,0,0,0,0,0
MUCL1,0.0227783702198586,0.0,0.0562931735337973,0.0,0,0,0,0,0,0,0,0
P2RY14,0.0227617351054193,0.0064979632897831,0.1205459944071699,0.0,0,0,0,0,0,0,0,0
CHSY3,0.0453738954712106,0.0237303110861083,0.0271620380360961,0.0952380952380952,0,0,0,0,0,0,0,0
MAN1A1,0.0227740413203831,0.0018635065645104,0.032907337857249,0.0,0,0,0,0,0,0,0,0
EMILIN3,0.0455364091688575,0.2443871535328562,0.168295881783696,0.0,0,0,0,0,0,0,0,0
PCYOX1L,0.0227523705657878,0.0009177752254733,0.0601593291406727,0.0952380952380952,0,0,0,0,0,0,0,0
SIDT2,0.0227111373040175,0.0071814265589713,0.0190244406839206,0.1462585034013605,0,0,0,0,0,0,0,0
