Gene,MF: CESC,METH: CESC,GE: CESC,CNA: CESC,hsa04064,hsa04110_genes,hsa04115_genes,hsa04150,hsa04151,hsa04210,hsa04310,hsa04330,hsa04510,hsa04520,hsa04530,hsa04612,hsa04620,hsa04630
OAZ1,0.0,0.0428095711699243,0.023205985046647,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNT6,0.0276959486055922,0.0240011879562623,0.3498443999375135,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC44A1,0.0557779017039461,0.0020614650364711,0.0631267673740832,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNE3,0.0281651796863776,0.2304596320367543,0.0922427098780104,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A27,0.0,0.0004299236865943,0.1386973923355863,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDGFL3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMP2,0.0,0.0893293805609817,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A8,0.0,0.1913095845030389,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS3,0.0,0.2852713266203336,0.4149854116136968,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH1B1,0.0,0.005557739825672,0.2296865128725143,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF13,0.0845375280188693,0.1325673504924227,0.0477017139962068,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2RX4,0.0281786729515551,0.0021739745511259,0.0200772169476953,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK1,0.1389801541902283,0.0854626808179125,0.0753208085157672,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNT14,0.054584871900795,0.0069842135682489,0.4589189409449237,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRK,0.02804446922286,0.1021568171803359,0.1389450161542476,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFEMP1,0.0,0.1270702013643209,0.2210918176061573,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBLL1,0.0,0.0015526394977215,0.0415709913059989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM21,0.0,0.0128413569526133,0.0126322771503152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGSF8,0.0281737188347266,0.0157498478485588,0.0047267821349632,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMG7,0.0,0.0072310115457855,0.0530903885765551,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNS2,0.0,0.2772386757733693,0.3276384979773665,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2B3,0.0,0.0021334033337911,0.0055003135856655,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMELX,0.0,0.1077791668937581,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYLK3,0.0,0.0,0.2846076399929864,0.2334801762114537,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ARID4A,0.1115121693005211,0.0026004353577974,0.0630506493619822,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP49,0.0255718069506764,0.003248630334105,0.0085360443336402,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFX5,0.055933986403168,0.0035871112112386,0.0290757642827391,0.6960352422907488,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KLHL5,0.0274924339834712,0.000723270766764,0.0403191550788425,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SASH3,0.0559864806677411,0.1747167499656483,0.083317456093959,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUOX1,0.0,0.176541304102917,0.421361004077299,0.3083700440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO7A,0.0,0.1059441874967184,0.0683621870144867,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPE65,0.0282642357737978,0.0047613162716967,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIT1,0.0273134152425586,0.0074750918491667,0.0032809414353467,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TATDN1,0.0,2.588936080177599e-07,0.0495290438253057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTO1,0.0,0.016161425651001,0.019816506638926,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPM,0.1323549619562484,0.0025339081881851,0.6002479904382403,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSMCE2,0.0,0.0103380328158903,0.0140682773823883,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFSD2A,0.0,0.03527016895143,0.3381442576100713,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF431,0.0,0.2457398218221833,0.0187404543810369,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF484,0.0,0.1152302700082295,0.010417503161181,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORO1C,0.0277948040533791,0.0064941665721855,0.1004476821261181,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP8B3,0.1099266108947231,0.0884744690800732,0.0529029292847087,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKR3,0.0,0.1328445677393298,0.0230013694224703,0.5682819383259912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF98,0.0563809105217339,0.6273630340832722,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPNA7,0.0,0.2275258805007185,0.2747206700074396,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR162,0.0,0.0991128349962917,0.306565924364957,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRG1,0.0552344226149089,0.5541325901295597,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNB2,0.0564656698177548,0.2455496692966829,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD14A,0.0,0.0144111995113678,0.1120191215400417,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM5,0.0564232611090665,0.2053838106634402,0.3068568265828909,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL10,0.0,0.1222434389150956,0.1950880995078741,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DMXL2,0.1528548708795222,0.0066742227455422,0.0275746953898663,0.3083700440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPD,0.0,0.0010723365430246,0.0138483234445616,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSTPIP2,0.0,0.070178117533085,0.1557776240984687,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF277,0.0,0.0081987693469219,0.0548268585294168,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFL7,0.0552026980935158,0.3171022230349021,0.3922471755517327,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1F,0.0281790700369768,0.0051205720889676,0.2126343159335291,0.2334801762114537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACAD,0.0282154930114581,0.2066299875204915,0.4064366921295513,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPOR1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMSB4Y,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACA3,0.0560945159952937,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP3,0.0,0.0176630084042819,0.0340615727862065,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMC1B,0.0817460720113436,0.1449904217799821,0.5472719975419986,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ST3GAL2,0.0,0.0105321616182273,0.1973401731973212,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT222,0.0281155380915765,0.3945046634569368,0.6945632922350479,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAT1,0.0,0.0056088904205178,0.1483793215805998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WASHC2C,0.0,0.0242278842419056,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL24,0.0,0.0,0.1162088591475387,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYGB,0.0278185024816524,0.0,0.2151825081269829,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF5,0.0555449185629445,0.010504425752168,0.1591627068187351,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIPA1,0.0,0.0827782018792406,0.0363522223216585,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFITM1,0.0,0.2170090640665851,0.023302392204778,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPIHBP1,0.0,0.0712624993444954,0.630633735634776,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WASHC5,0.0,0.0098334237858275,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELSR2,0.0537022481825394,0.0630216869103802,0.3371615151389406,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMKK2,0.052150973652568,0.0243468156329003,0.0684413759460348,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR45,0.0282732893622908,0.1563090751952181,0.1875984205770166,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPV5,0.0558133950600747,0.1366235013863323,0.1250396748378789,0.2643171806167401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDC2,0.0,0.0306395921914366,0.0811362888585966,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTFR1,0.0,0.0036605971482518,0.0726739578710063,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCAPER,0.0826006248802273,0.0817181990738559,0.0335662125093627,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PXMP4,0.0,0.0767632194547729,0.0674507886712462,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR10J1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR1,0.0280770339892475,0.1856805780304498,0.3216724646975816,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF183,0.0,0.0,0.1546326685820656,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC49A3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR83OS,0.0276326533866696,0.0,0.0563024219515363,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTGIS,0.0,0.2618650727571066,0.7834583187387332,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTN3A2,0.0558956812972172,0.0933784076868447,0.0149056883436097,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARF5,0.0,0.0590810529922741,0.0025450916184791,0.2643171806167401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML5,0.0,0.3969756176342957,0.7482305058159934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG1,0.0278032082495864,0.0016409648407733,0.0352797612661087,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR,0.0,0.1490018337103759,0.0107753011482417,0.6960352422907488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALT,0.056403523335709,0.0,0.0587272890966082,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCNX2,0.0,0.003726525974224,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT3,0.0,0.3703406159093712,0.1005889364794847,0.2334801762114537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNE6,0.0824583298298328,0.061359107198892,0.4102199447094057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED13,0.1115663665869127,0.0060266411494176,0.0029485379000655,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS50,0.0,0.2929554831398454,0.0220638816278409,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP37,0.0,0.003783410570971,0.0728333975387601,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FILIP1L,0.0269575434414085,0.1503424491694419,0.4533691664014123,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF7,0.0,0.4024641697634908,0.5497649178049937,0.3083700440528634,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NXF2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXF2B,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A18,0.0282110056934392,0.4624898247804328,0.1097825641354374,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC14L4,0.0,0.1271269432417986,0.1466087997746144,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ART3,0.0,0.0083070233339922,0.0742559479250032,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIS3L,0.0550406143543646,0.0109426084255786,0.0404064663780247,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL39,0.0,0.0160508942560938,0.0369945595478983,0.2555066079295154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6,0.0764636815173387,0.0002385826719049,0.0121308891088651,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMG1,0.0282371322219132,0.4760528513416964,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGAT4C,0.052102330198346,0.2364555953202046,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC52A2,0.0,0.0005701676462305,0.1125574063985425,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFS7,0.0,0.0004083591459417,0.0003851625476358,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF10,0.0282498544856957,0.7734247724492339,0.474053550269491,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MPP4,0.0,0.812520210749151,0.1020615093954359,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NOC3L,0.0,0.016780947308992,0.013213762698731,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF103,0.0,0.0019459321054084,0.1484409926804296,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN2A,0.0193705526641939,0.0,0.2005575617862265,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARNT2,0.0,0.068512447343219,0.1540013743390535,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUCB1,0.0,0.0436269611163547,0.0550460556582943,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX6,0.0282195469815243,0.0107432045286319,0.0333215121423268,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP5MC1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHFPL3,0.0276466335440127,0.5901259985403028,0.2618948645797568,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRICKLE2,0.0526886070095351,0.3965559596698589,0.3220900902252185,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IFFO1,0.0495824611000998,0.7362090605897987,0.2604443263399063,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPD1L,0.0838987354107966,0.0208999132674849,0.082298434029651,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDXK,0.0542788071572153,0.0095700825883284,0.1583800269417318,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTA5,0.0,0.0633528204068444,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KCNAB3,0.0565047742107146,0.5845584315402779,0.3055622478625716,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIMKLB,0.0,0.0074858236654235,0.0867514033957718,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHLHA15,0.0,0.061839985924616,0.2046509878259506,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9B2,0.0552028197859694,0.0808590097055262,0.1879109662307889,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPL,0.0281885679746357,0.1099819762063373,0.2581375850363915,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POU5F2,0.0,0.0271746009286258,0.1060942910308737,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEAL8,0.0559699563963404,0.1348872238391304,0.124693222404655,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSL3,0.0,0.0358029934088774,0.0790874096847445,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEGAIN,0.0260087991386032,0.0,0.1864603807430855,0.2202643171806167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD1,0.0282091457023904,0.0176167791096652,0.1712047665314569,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADK,0.0,0.0032453707916219,0.14756371105627,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRD5A3,0.0,0.0136980340041252,0.1383300379966552,0.092511013215859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO1F,0.0274515896332857,0.015444981789524,0.0420007155400245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF710,0.0279462740295126,0.0480066738932135,0.107430931066709,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEMIP,0.0768144972088505,0.053831343606846,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKIRIN1,0.0272440537111402,0.0096535698222239,0.0152708733276173,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHRH,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAD9,0.0282464993178413,0.0012719222551345,0.0485093310603344,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF804B,0.0837948861156729,0.6738534552044282,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIGD3,0.0,0.0513589850351457,0.1235254928038256,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMK2,0.0281292373805989,0.0036544469963533,0.1625762097648062,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL4A4,0.053991676079269,0.0693822019660307,0.3109897712342246,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
GAPDHS,0.1687988710253817,0.2723042060550264,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZXDA,0.0,0.0176755111783691,0.1289287501000636,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPH2,0.0,0.1918184780891136,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPTC7,0.0,0.0049857503786136,0.022728516551734,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHMP7,0.0282425821474524,0.0,0.0356524990440389,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP5Z1,0.0,0.0229961582081722,0.0144822605539623,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMC8,0.0,0.0055886449871356,0.031808201036508,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS12,0.0,0.0151031413905356,0.0274829481459042,0.5594713656387666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL7,0.0,0.2228505856709517,0.1756940081852719,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB30,0.0,0.0144100954019719,0.1209407893601572,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEIL1,0.0271918683663718,0.2023884071655833,0.1004000095945247,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOS2,0.0281207691560522,0.0042658191570239,0.0,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOX15B,0.0264660436633181,0.1530280034101533,0.3792114359225722,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAH12,0.0547678123613067,0.0740594034895936,0.1663753645705924,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBOAT7,0.0822362146041828,0.0005917047955752,0.0549923070483217,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CECR2,0.027873471915007,0.0,0.1068564136214734,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIER1,0.0,0.0036717758552206,0.0454442154970682,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASXL3,0.0551719908685604,0.3637530358358443,0.4199431374853715,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKAP2,0.0265344043098552,0.0005206725212642,0.2281352111043322,0.5198237885462555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRX4,0.0,0.4208642658748416,0.4300859113739395,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN1,0.0559887241843823,0.8091657021888139,0.0,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS8L3,0.0,0.2128718552624595,0.0806494873816026,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCH8,0.0,0.0419249573052262,0.1362630662067684,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC37A4,0.0,0.0188431124039201,0.0224126302008959,0.7136563876651983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC3,0.0836084039296268,0.0152166990068806,0.0069302659101368,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGGT1B,0.0,0.088405176258781,0.0062957251805173,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDE1,0.0,0.0083657059861142,0.0234703681035669,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITIH2,0.0282153655239518,0.0859112061107966,0.2896295625065335,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIK1,0.0263556195685173,0.7892514055461577,0.2879923507807495,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARPC5,0.0,0.0017963653851399,0.0344490299963605,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PLPP7,0.0,0.2546620359376182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEFTY2,0.0282531142963648,0.542217001059045,0.8735581921021999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSS3,0.0281642289321672,0.6064960684053504,0.4857010073211903,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF26B,0.0792571944911514,0.0143546957033443,0.1958550246168459,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX15,0.0,0.0063637133358346,0.0206779179602201,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFPT1,0.0280664119304442,0.0562570333711605,0.0143071649032503,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADM3,0.0282294570434142,0.133272901688998,0.4897582746999763,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKTR,0.0533452135438971,0.0087441802617506,0.0138680537187248,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF395,0.0281162228511418,0.0101343192137427,0.0517903207418176,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRM8,0.0279825722321313,0.0400985628622903,0.1768800495346984,0.2643171806167401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPRN2,0.0279653251117852,0.3839020938915581,0.2649190586132529,0.2643171806167401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF182,0.0256001316845905,0.1090856217665603,0.1538920924998162,0.2026431718061674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDE6G,0.0275918915740254,0.0,0.0522868519268512,0.2246696035242291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNB3,0.0552390549026971,0.1459716197762579,0.5054875160200378,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBN,0.0,0.1363228105487808,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPA,0.0,0.0,0.1920331120447824,0.4405286343612335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY3,0.0529648976902128,0.0035798628064013,0.0611382155184645,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST18,0.0282306166307399,0.2847406705079351,0.0299179807960494,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF468,0.0553203286988333,0.1332916379978962,0.1118523679289291,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTP,0.0,0.4577594812866989,0.1513505134521274,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMAP,0.0,0.0649546181081261,0.0078567581057721,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSNAXIP1,0.0282122300324047,0.0185296749084858,0.1476742802941778,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLRT2,0.0275949051194158,0.4900900773171565,0.307929895868106,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUFY2,0.0257510051987958,0.0015234819037507,0.0860760791664606,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAX2,0.0,0.1164141326092892,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF554,0.0280015925702907,0.0049618153070089,0.0694087355917327,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A14,0.0,0.0,0.1094952439045237,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEUROD2,0.0,0.304672903450646,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLA1,0.0532639752261528,0.0129782890496932,0.0931558109906902,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTM2,0.0,0.4658157689659173,0.3228006758830902,0.1497797356828194,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CSRNP3,0.023792923199734,0.0,0.2458712561122473,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNG3,0.0,0.0971491814903296,0.0392849777789531,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EID3,0.0,0.2836140944482718,0.1491545999242067,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPTN,0.0279535491675997,0.0021933151129094,0.0926633637906723,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADS6,0.0,0.1799523350112099,0.0087434426112032,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRHL1,0.0280528440119612,0.0210517864479845,0.5661960622315928,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCS,0.0,0.0324327558466262,0.0380698945801649,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXO6,0.0,0.0,0.0761282092518093,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERLEC1,0.0,0.0024051315953442,0.0735235123087627,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC42SE1,0.0,0.0049525717587812,0.1083561742490806,0.6960352422907488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOTUM,0.0561194348967484,0.1412249987518516,0.2363899946448222,0.2246696035242291,0,0,0,0,0,0,1,0,0,0,0,0,0,0
