Gene,MF: THCA,METH: THCA,GE: THCA,CNA: THCA,hsa03320,hsa04010,hsa04115,hsa04310,hsa04520
COA5,0,0.0026574614882296,0.000974270681728,0,0,0,0,0,0
PALM,0,0.1014373895734724,0.1928266733163942,0.0777777777777777,0,0,0,0,0
TIAF1,0,0.0029097957641651,0.0202307320588754,0.0888888888888888,0,0,0,0,0
ACOX1,0,0.0086026744703605,0.0187123508353553,0.0888888888888888,1,0,0,0,0
FBXO40,0,0.0381866573608134,0,0,0,0,0,0,0
LHFPL1,0,0.0422162009776262,0.1324807197228746,0.0444444444444444,0,0,0,0,0
ITPRIPL1,0,0.109888434129983,0.0344582041273121,0,0,0,0,0,0
REEP5,0,0.0042063064793169,0.0247292786358591,0,0,0,0,0,0
ARAP3,0.0107370965411994,0.0274121952429839,0.080293592566689,0.2333333333333333,0,0,0,0,0
CLCN1,0,0.0239020404596905,0.186366667098052,0.0111111111111111,0,0,0,0,0
IARS2,0,0.0028564610943178,0.0024523587170023,0,0,0,0,0,0
INF2,0.003600493674922,0.1842213171798601,0.1805578811477931,0,0,0,0,0,0
HIGD1A,0.0036034294210458,0.0582316112565155,0.0292407923179449,0,0,0,0,0,0
CEP78,0,0.0125454106836959,0.0147307924433679,0.3111111111111111,0,0,0,0,0
HLA-DQB1,0.0035057196055409,0,0.2052325112298694,0,0,0,0,0,0
TPSG1,0,0.0426128222597188,0.1204714093797438,0,0,0,0,0,0
PPP2R2D,0,0,0.017123139963451,0,0,0,0,0,0
SAR1B,0,0.0100279198445787,0.0042641793551508,0.2333333333333333,0,0,0,0,0
DNAJC14,0.0035449623117923,0.0066669122705118,0.0396612505742655,0,0,0,0,0,0
SLC25A29,0,0.0037540997223063,0.0796880008253816,0,0,0,0,0,0
CYP2W1,0,0.043132166659986,0.0591053535267888,0.0111111111111111,0,0,0,0,0
RFXAP,0.0035964781001362,0.0078166978781041,0.0772981865606921,0,0,0,0,0,0
TCEANC2,0,0.003446853506488,0.0425807659644385,0,0,0,0,0,0
ZC3H8,0,0.0103787520992383,0.0718314721768059,0,0,0,0,0,0
STAC,0,0.0003495965004004,0.3038640368968394,0,0,0,0,0,0
OSBPL1A,0,0.0011744043572462,0.1194597750668155,0,0,0,0,0,0
AP1AR,0.0071915104629769,0.0032199156946201,0.0367586677690324,0,0,0,0,0,0
GLYAT,0,0.2322219919993507,0,0,0,0,0,0,0
ESRP2,0,0.0099040736794905,0.0024868058145203,0,0,0,0,0,0
WDR61,0,0.0010254726657145,0.0393989849592299,0,0,0,0,0,0
DNAJB9,0.0036037563079216,0.0032297433194549,0.0618820832801839,0.0222222222222222,0,0,0,0,0
OAZ1,0,0.0514452291082121,0.0101075776478863,0.0777777777777777,0,0,0,0,0
GALNT6,0,0.0060839179708923,0.0293056199287065,0,0,0,0,0,0
SLC44A1,0,0.0105001637510465,0.0305415341570937,0.3111111111111111,0,0,0,0,0
KCNE3,0,0.0094096851450061,0.0099885618825221,0,0,0,0,0,0
SLC25A27,0,0.0309396424940607,0.0698941944212645,0,0,0,0,0,0
HDGFL3,0,0,0,0,0,0,0,0,0
PMP2,0.0071518564166399,0.0199073944235264,0,0.0777777777777777,0,0,0,0,0
SLC17A8,0,0.0505966560376493,0,0,0,0,0,0,0
PRSS3,0,0.0125526141648577,0.1301100711836062,0.3111111111111111,0,0,0,0,0
ALDH1B1,0,0.0160112692071285,0.1447607464247394,0.3111111111111111,0,0,0,0,0
RNF13,0.0071364152242869,0.0300709357667977,0.0203269608620523,0,0,0,0,0,0
P2RX4,0,0.0196570427377381,0.0266325724925261,0,0,0,0,0,0
EIF2AK1,0,0.020741867159289,0.0035074564915308,0.0111111111111111,0,0,0,0,0
GALNT14,0.0036031147252175,0.0237308274544858,0.0286046511703634,0.1333333333333333,0,0,0,0,0
SNRK,0.0107990284276542,0.0522041079768483,0.035137568296071,0,0,0,0,0,0
EFEMP1,0,0.0101562248192149,0.2571067229117558,0,0,0,0,0,0
CBLL1,0,0.0046140483267702,0.0591219535549627,0.0222222222222222,0,0,0,0,0
TIMM21,0,0.0019558285983644,0.05649374990501,0,0,0,0,0,0
IGSF8,0,0.0030464046657464,0.0604572037775871,0.3222222222222223,0,0,0,0,0
SMG7,0.0035160724553927,0.0039055459819024,0.020405212172285,0.3222222222222223,0,0,0,0,0
KCNS2,0.0036023718061932,0.0632543521211227,0.1214490744086631,0.0777777777777777,0,0,0,0,0
EIF2B3,0,0.0157414260192828,0.020951660211687,0,0,0,0,0,0
AMELX,0,0.0835289566949988,0,0.0444444444444444,0,0,0,0,0
MYLK3,0,0,0.2612646314361565,0,0,0,0,0,0
ARID4A,0.0134590084501166,0.0038671187437006,0.0412794078798583,0,0,0,0,0,0
USP49,0.0036018003858118,0.0050717103081936,0.191462308709018,0,0,0,0,0,0
RFX5,0.0035937541726414,0.0089055973228147,0.0053734551289474,0,0,0,0,0,0
KLHL5,0.0104805034490807,0.0025769701992668,0.0117454471512583,0,0,0,0,0,0
SASH3,0.003603590960976,0.0467608538412756,0.0248243226841395,0.0444444444444444,0,0,0,0,0
DUOX1,0,0.0682379560119365,0.0090570483494971,0,0,0,0,0,0
MYO7A,0,0.0492843894984773,0.038733767803255,0,0,0,0,0,0
RPE65,0,0.0058590820734896,0,0,0,0,0,0,0
NIT1,0,0.0055671905968606,0.0021116512579522,0.3222222222222223,0,0,0,0,0
TATDN1,0,0.0180682795926016,0.0020584001201584,0.0777777777777777,0,0,0,0,0
MSTO1,0,0.0030892813602366,0.0046932778130164,0,0,0,0,0,0
ASPM,0.0070039207678366,0.007356239936188,0.1314493849980303,0.3222222222222223,0,0,0,0,0
NSMCE2,0.0071147514191046,0.0037478741205439,0.0109089774447731,0.0777777777777777,0,0,0,0,0
BPIFA2,0,0,0.0678214478136519,0,0,0,0,0,0
MFSD2A,0,0.0025496360368321,0.0161691246527666,0,0,0,0,0,0
ZNF431,0,0.0600235286723185,0.0333031840620292,0,0,0,0,0,0
ZNF484,0.0035825870868882,0.0558070114216287,0.0550154377131309,0.3111111111111111,0,0,0,0,0
CORO1C,0.0034384031041507,0.0063867247988051,0.0972916234727842,0,0,0,0,0,0
ATP8B3,0,0.0116157655505298,0.0651335980688117,0.0777777777777777,0,0,0,0,0
ACKR3,0,0.0050862280773931,0.1338031339859254,0.1444444444444444,0,0,0,0,0
ZNF98,0,0.0194488325407837,0.0778187201183068,0,0,0,0,0,0
KPNA7,0,0.0171729027544508,0,0.0111111111111111,0,0,0,0,0
GPR162,0,0.0376803514668879,0.1375345788113617,0,0,0,0,0,0
ADGRG1,0,0.105738664491184,0,0,0,0,0,0,0
KCNB2,0,0.0332892583134046,0,0.0777777777777777,0,0,0,0,0
ABHD14A,0,0.0643635263234591,0.0012505704339639,0,0,0,0,0,0
ACSM5,0.0036025503964552,0.097232424323879,0.132901173232169,0,0,0,0,0,0
IL10,0,0.0169365365443549,0.0014891194754417,0.3222222222222223,0,0,0,0,0
DMXL2,0.0071293432593327,0.0021167594598078,0.0220376975573577,0,0,0,0,0,0
CPD,0,0.0363426806929804,0.0580206337877618,0.0888888888888888,0,0,0,0,0
PSTPIP2,0,0.0072363545693591,0.0525108695055749,0,0,0,0,0,0
ZNF277,0,0.0021692256846482,0.0084889714153068,0.0222222222222222,0,0,0,0,0
EGFL7,0,0.0388700860472687,0.0661159209361801,0.3111111111111111,0,0,0,0,0
MT1F,0,0.0052591138522265,0.3770920358437344,0,0,0,0,0,0
NACAD,0,0.0528401952093616,0.0054995432299448,0.0111111111111111,0,0,0,0,0
RIPOR1,0,0,0,0,0,0,0,0,0
TMSB4Y,0,0,0,0,0,0,0,0,0
SPACA3,0.0071845996314882,0,0,0.0888888888888888,0,0,0,0,0
ZP3,0.0036039378169593,0.0290800788864551,0.0243980717765325,0.0111111111111111,0,0,0,0,0
SMC1B,0.0105148855757167,0.0610349403747789,0.0834926887900956,0,0,0,0,0,0
ST3GAL2,0,0.0006668347292243,0.0257202447679978,0,0,0,0,0,0
KRT222,0.0035821732898311,0.0038749618855374,0.0615452518188733,0.0888888888888888,0,0,0,0,0
VAT1,0,0.0063649956637896,0.0627801668580273,0.0888888888888888,0,0,0,0,0
WASHC2C,0,0.0149864723090121,0,0,0,0,0,0,0
CCL24,0,0,0.0696331735848076,0.0111111111111111,0,0,0,0,0
CYGB,0,0,0.0283386780076921,0.0888888888888888,0,0,0,0,0
GDF5,0,0.0058324818317798,0.028229572829231,0,0,0,0,0,0
SIPA1,0,0.1479452930504173,0.1008390421210078,0,0,0,0,0,0
IFITM1,0,0.0802063411512274,0.0055927593363086,0,0,0,0,0,0
GPIHBP1,0,0.0813409453382807,0.0528855732829036,0,0,0,0,0,0
WASHC5,0,0.0121546482183384,0,0,0,0,0,0,0
CELSR2,0.0036021671782483,0.0352133008118326,0.0132436442208532,0,0,0,0,0,0
CAMKK2,0.0035911265072374,0.0313541241668654,0.0183738562807416,0,0,0,0,0,0
GPR45,0,0.0093878816728303,0.1762013272892633,0,0,0,0,0,0
TRPV5,0.0036033478440096,0.0050230335653473,0,0.0111111111111111,0,0,0,0,0
WFDC2,0,0.0118673968499399,0.0033462569877689,0,0,0,0,0,0
MTFR1,0,0.001284880030126,0.096090718392507,0.0777777777777777,0,0,0,0,0
SCAPER,0,0.040840895449892,0.0026354259769436,0,0,0,0,0,0
PXMP4,0,0.0531895614774393,0.0884926480737736,0,0,0,0,0,0
OR10J1,0,0,0,0.3222222222222223,0,0,0,0,0
CNR1,0.010586873040332,0.0215392610093532,0.074578586094972,0,0,0,0,0,0
RNF183,0,0,0.272729711826656,0.3111111111111111,0,0,0,0,0
SLC49A3,0,0,0,0,0,0,0,0,0
WDR83OS,0,0,0.0055836185195351,0.0777777777777777,0,0,0,0,0
PTGIS,0,0.0514096642829311,0.1730509470834539,0,0,0,0,0,0
BTN3A2,0,0.0860489379500534,0.0277023688960383,0,0,0,0,0,0
ARF5,0,0.0064867501359529,0.0313743295621577,0.0111111111111111,0,0,0,0,0
CALML5,0,0.0088572258991616,0,0,0,0,0,0,0
COG1,0,0.002060490723374,0.0031297682795532,0.0888888888888888,0,0,0,0,0
LOR,0,0.001075612421566,0,0,0,0,0,0,0
GALT,0.0072069701049245,0,0.0124719640260729,0.3111111111111111,0,0,0,0,0
PCNX2,0,0.0666568855314474,0,0,0,0,0,0,0
MT3,0,0.0240462986556971,0.0218648433098379,0,0,0,0,0,0
CPNE6,0,0.0201830244320921,0.1527341226697335,0,0,0,0,0,0
MED13,0.0034724053776496,0.0082675338817043,0.0635029518734888,0.0888888888888888,0,0,0,0,0
PRSS50,0,0.0097765000763849,0.0463403468243946,0,0,0,0,0,0
NUP37,0,0.0013470489612914,0.0229469247207274,0,0,0,0,0,0
FILIP1L,0,0.0118271366963595,0.0445154609419398,0,0,0,0,0,0
FGF7,0.0035916749921737,0.1312687629263556,0.2921325363778285,0,0,1,0,0,0
NXF2,0,0,0,0.0444444444444444,0,0,0,0,0
NXF2B,0,0,0,0.0444444444444444,0,0,0,0,0
SLC25A18,0,0.0536591131294487,0.0148724155047987,0.0777777777777777,0,0,0,0,0
SEC14L4,0.0036037791716356,0.0436250380938881,0.0804055321177972,0,0,0,0,0,0
ART3,0,0.0190032797434568,0.166541696330938,0,0,0,0,0,0
DIS3L,0.0035573585869524,0.0034923179534401,0.0780004869392924,0,0,0,0,0,0
MRPL39,0.0036015921790964,0.0052867023968487,0.0171999164136834,0,0,0,0,0,0
ERCC6,0.0035996482987354,0.006048389477467,0.0185265560671155,0,0,0,0,0,0
SEMG1,0.0035986965948486,0.2480266951167554,0,0,0,0,0,0,0
MGAT4C,0.0035929341277446,0.1073957874420239,0.0219815055364893,0,0,0,0,0,0
SLC52A2,0,0.0024430825862676,0.0311920587861162,0,0,0,0,0,0
NDUFS7,0,0.0035405902227138,0.0089003068089479,0.0777777777777777,0,0,0,0,0
FGF10,0,0.0441068777110515,0.5545427210778202,0,0,1,0,0,0
MPP4,0.0033809337639759,0.0057059886113455,0.1832113547046116,0,0,0,0,0,0
NOC3L,0,0.015962277350533,0.0172929155207641,0.1333333333333333,0,0,0,0,0
RNF103,0.0035952421291893,0.0006574865076009,0.0094055541762428,0,0,0,0,0,0
SCN2A,0.0094104917335064,0,0.1542753847237319,0,0,0,0,0,0
ARNT2,0,0.0113202847992588,0.0231555602892186,0,0,0,0,0,0
NUCB1,0,0.0007848467021919,0.0157369256445393,0,0,0,0,0,0
PEX6,0,0.0300765139070255,0.0064234748332647,0,0,0,0,0,0
ATP5MC1,0,0,0,0,0,0,0,0,0
LHFPL3,0,0.0215043378762508,0,0.0111111111111111,0,0,0,0,0
PRICKLE2,0,0.0311675628521574,0.1250087219774965,0,0,0,0,1,0
IFFO1,0.0036016374911407,0.2470162386761344,0.0359552101584103,0,0,0,0,0,0
GPD1L,0,0.0125852147880642,0.0867279928976507,0,0,0,0,0,0
PDXK,0,0.0190552709957461,0.0212155156406986,0,0,0,0,0,0
GSTA5,0,0.015042021716254,0,0,0,0,0,0,0
KCNAB3,0,0.3432531210466785,0.0832826673979249,0.0888888888888888,0,0,0,0,0
RIMKLB,0,0.0026305595852621,0.0675963901669192,0,0,0,0,0,0
BHLHA15,0,0.0038373636339335,0.2617115011185043,0.0111111111111111,0,0,0,0,0
SLC9B2,0.0036031249072856,0.0293153137368415,0.008410144551558,0,0,0,0,0,0
MPL,0,0.0119214120479758,0.1962639487168793,0,0,0,0,0,0
POU5F2,0,0.010624963065952,0.134728365189826,0,0,0,0,0,0
TCEAL8,0,0.034544645046333,0.0157917566450757,0.0444444444444444,0,0,0,0,0
ACSL3,0.0069850739732153,0.0138186123314373,0.0069632046840887,0.1444444444444444,1,0,0,0,0
BEGAIN,0,0,0.0821383970721616,0,0,0,0,0,0
ABHD1,0,0.0262673271879143,0.103562154018121,0,0,0,0,0,0
ADK,0.0036029923643676,0.0091341011812478,0.1143273163018521,0.1333333333333333,0,0,0,0,0
SRD5A3,0,0.008462779147787,0.0049871064294139,0,0,0,0,0,0
MYO1F,0,0.0155797009638199,0.0335724416530181,0.0777777777777777,0,0,0,0,0
ZNF710,0,0.0474760999051626,0.1377658783328017,0,0,0,0,0,0
CEMIP,0.0069370472260376,0.0362457973389497,0,0,0,0,0,0,0
AKIRIN1,0,0.0190503478345964,0.0485123086067308,0,0,0,0,0,0
GHRH,0,0,0,0,0,0,0,0,0
ACAD9,0.0071992263664076,0.0012584713539435,0.0064972846245696,0,0,0,0,0,0
ZNF804B,0.0071874568734899,0.0059540020022193,0.8798046839797424,0.0111111111111111,0,0,0,0,0
TIGD3,0,0.0036896673795446,0.0418667173085731,0,0,0,0,0,0
LIMK2,0,0.0109598109598549,0.095535645465701,0,0,0,0,0,0
COL4A4,0.0072016869537118,0.0017158196996972,0.0718369613372139,0.1444444444444444,0,0,0,0,0
GAPDHS,0,0.0635539271077929,0.2180456189143792,0,0,0,0,0,0
ZXDA,0,0.0731842302944494,0.0839907538856819,0.0444444444444444,0,0,0,0,0
TPH2,0.0107887561305109,0.0034047983348391,0,0,0,0,0,0,0
PPTC7,0,0.0033787282166385,0.0414172784113264,0,0,0,0,0,0
CHMP7,0.0035835912726941,0,0.0205197362975801,0,0,0,0,0,0
AP5Z1,0,0.003685585845231,0.01877153712055,0.0111111111111111,0,0,0,0,0
EMC8,0,0.0114988816988219,0.0007780146257344,0.0666666666666666,0,0,0,0,0
RGS12,0.0035994091365097,0.1477763202815416,0.0142368150388221,0,0,0,0,0,0
CCL7,0,0.0246526115110895,0.1018087802766069,0.0888888888888888,0,0,0,0,0
RAB30,0,0.0063768023994348,0.06108000001321,0,0,0,0,0,0
NEIL1,0,0.1237846330466261,0.0092632669074378,0,0,0,0,0,0
NANOS2,0,0.0040087050756346,0,0,0,0,0,0,0
ALOX15B,0,0.1501924935841758,0.355245428361741,0.0888888888888888,0,0,0,0,0
DNAH12,0,0.0496242772543761,0.1717192549981966,0,0,0,0,0,0
MBOAT7,0,0.0034887424269311,0.0862965310937216,0,0,0,0,0,0
CECR2,0.0071951671878939,0,0.3559807352665261,0.0777777777777777,0,0,0,0,0
MIER1,0.0034501001080949,0.004752320629069,0.0229301014466219,0,0,0,0,0,0
ASXL3,0,0.0005756981440395,0.4260061396777173,0,0,0,0,0,0
CKAP2,0.0070115087405619,0.0041157582872364,0.0086401289397191,0.2222222222222222,0,0,0,0,0
IRX4,0,0.0477102141912448,0,0,0,0,0,0,0
ZSCAN1,0,0.0314705363661796,0.1425331411608211,0,0,0,0,0,0
EPS8L3,0,0.0464026989660155,0,0,0,0,0,0,0
MARCH8,0.0036030620826765,0.0030336418910006,0.0498536171894367,0,0,0,0,0,0
SLC37A4,0,0.0084745404955847,0.0209631960061778,0,0,0,0,0,0
ZDHHC3,0,0.0041018711694186,0.0147608217404917,0,0,0,0,0,0
PGGT1B,0,0.0432147984626637,0.0639141856583964,0,0,0,0,0,0
GDE1,0,0.0054493515699133,0.0290175717888373,0,0,0,0,0,0
ITIH2,0,0.4485296379205146,0.0216142118088815,0,0,0,0,0,0
ZIK1,0.0035624186238253,0.0256903020985408,0.0648401460782495,0,0,0,0,0,0
ARPC5,0,0.0086700867857074,0.0135414171827171,0.3222222222222223,0,0,0,0,0
PLPP7,0,0.0497412019309081,0,0,0,0,0,0,0
LEFTY2,0,0.0822174751802046,0.3060070267735444,0,0,0,0,0,0
ACSS3,0.00357314429846,0.0080944798136043,0.0344562788990569,0,0,0,0,0,0
KIF26B,0.0036002469742287,0.0029912176289916,0.1032194316994288,0,0,0,0,0,0
COX15,0,0.0052705393106913,0.0464004269732895,0.1333333333333333,0,0,0,0,0
GFPT1,0.0036003844706347,0.0103358644836664,0.0284151667704455,0,0,0,0,0,0
CADM3,0,0.006874906570451,0.0840086698756168,0.3222222222222223,0,0,0,0,0
NKTR,0.0036022369007147,0.0034048659015969,0.0473517964500635,0,0,0,0,0,0
ZNF395,0,0.0095305032762956,0.039589355393724,0,0,0,0,0,0
GRM8,0,0.0176977127442156,0.0947502398276214,0.0111111111111111,0,0,0,0,0
PTPRN2,0,0.0575774189972483,0.0458531954449697,0.0111111111111111,0,0,0,0,0
RNF182,0,0.0485674473586771,0.0900889374612471,0,0,0,0,0,0
PDE6G,0,0,0.0429198716261215,0.0888888888888888,0,0,0,0,0
EFNB3,0,0.0071960301780045,0.0693752536797507,0.0888888888888888,0,0,0,0,0
AMBN,0.003602267720926,0.000960822364948,0,0,0,0,0,0,0
LPA,0,0,0,0,0,0,0,0,0
ADCY3,0,0.0942363303035998,0.0221546311828018,0,0,0,0,0,0
ST18,0.0072067700666091,0.1086871418603292,0.1351687999333575,0,0,0,0,0,0
ZNF468,0,0.0498449732503319,0.037059425561678,0,0,0,0,0,0
OTP,0,0.072455356859489,0,0,0,0,0,0,0
APMAP,0,0.0248028469408161,0.0236014870727067,0,0,0,0,0,0
TSNAXIP1,0.0036005376793804,0.0010376381056807,0.2242897957593788,0,0,0,0,0,0
FLRT2,0,0.0138506165645727,0.1851940267623597,0,0,0,0,0,0
RUFY2,0.0071214553860652,0.0046863632011291,0.0356594256831958,0.1333333333333333,0,0,0,0,0
RAX2,0,0.030171259644967,0,0.0777777777777777,0,0,0,0,0
ZNF554,0,0.0038436590603489,0.0333218222865031,0.0777777777777777,0,0,0,0,0
KRTAP10-4,0,0,0,0,0,0,0,0,0
SLC22A14,0,0,0.1690399244509731,0,0,0,0,0,0
NEUROD2,0,0.0153569399836339,0,0.0888888888888888,0,0,0,0,0
POLA1,0.0070966953272828,0.0478633896384369,0.0178561465208968,0.0444444444444444,0,0,0,0,0
GSTM2,0,0.0239074291998951,0.0741370886777993,0,0,0,0,0,0
CSRNP3,0.0065850038630408,0,0.0005624542852369,0,0,0,0,0,0
GNG3,0,0.0571206015543849,0.0533439828588486,0,0,0,0,0,0
EID3,0,0.0329593571960786,0.1037332210170878,0,0,0,0,0,0
KPTN,0,0.000980636234538,0.0314631339654467,0,0,0,0,0,0
FADS6,0.0036036862015643,0.0259009663097659,0,0.0888888888888888,0,0,0,0,0
GRHL1,0,0.011470378995497,0.0995379854921206,0,0,0,0,0,0
CCS,0,0.029346612165455,0.0315566755338574,0,0,0,0,0,0
FOXO6,0,0,0.033306784661829,0,0,0,0,0,0
ERLEC1,0.003599230245061,0.0092103089050659,0.033807712404699,0,0,0,0,0,0
CDC42SE1,0,0.0028592639131232,0.0212254543557665,0,0,0,0,0,0
NOTUM,0,7.374368815678317e-05,0.0747100598902289,0.0888888888888888,0,0,0,1,0
SLC30A10,0,0.0629563333539291,0.324595615063165,0,0,0,0,0,0
WDR44,0,0.0390794039232679,5.3903275785839006e-05,0.0444444444444444,0,0,0,0,0
GPM6B,0.0036025506130265,0.0360146149934562,0.1503767160536828,0.0444444444444444,0,0,0,0,0
SLC31A2,0.0036041525630519,0.0234156234939401,0.0145278044729333,0.3111111111111111,0,0,0,0,0
PADI3,0,0.0051839789644089,0,0,0,0,0,0,0
USP17L7,0,0.0118668900532908,0,0,0,0,0,0,0
ZIC3,0,0.0484282021308015,0,0.0444444444444444,0,0,0,0,0
OTUD7A,0,0.0119809971057063,0.0802171432983071,0,0,0,0,0,0
S100PBP,0.0036032022495545,0.0039653002090792,0.0217979425275736,0,0,0,0,0,0
VTI1A,0,0.0022991610663691,0.0389497741867916,0,0,0,0,0,0
KLHL25,0,0.0290948125203038,0.0687719388980684,0,0,0,0,0,0
ACSM2B,0,0,0.3521601078560579,0,0,0,0,0,0
SHOX2,0,0.1705602216457203,0.0480801820371676,0,0,0,0,0,0
IL4I1,0,0.0209643289042973,0.130086807977648,0,0,0,0,0,0
GPR63,0,0.0055930551463831,0.145137207925543,0,0,0,0,0,0
TPK1,0,0.0270894758377752,0.0176805000113729,0.0111111111111111,0,0,0,0,0
OPLAH,0.00360371888863,0.0072926683637558,0.0703372003541841,0,0,0,0,0,0
PDE7B,0,0.1393882976762064,0.0211446959188031,0,0,0,0,0,0
PIK3R6,0,0.2087581607097831,0.1623646707430106,0.0888888888888888,0,0,0,0,0
PLXNB3,0.0036021942441027,0.0262521910716162,0.00086213863129,0.0444444444444444,0,0,0,0,0
COQ6,0.0071109026780924,0.0098890809418982,0.0042515890697605,0,0,0,0,0,0
LDLRAD4,0,0.0578531196502661,0.0293609248554916,0,0,0,0,0,0
SERPINE2,0,0.0223150053140113,0.0356557773752044,0.1444444444444444,0,0,0,0,0
PPFIA4,0.0035965762388904,0.0472722520974844,0.0337356026097421,0.3222222222222223,0,0,0,0,0
CELF3,0,0.015399087246339,0,0,0,0,0,0,0
APOL1,0,0.3957095470822603,0.1254743724882387,0.988888888888889,0,0,0,0,0
SIGMAR1,0,0.0032396498179921,0.0368934283671064,0.3111111111111111,0,0,0,0,0
MYH15,0.0072058366315818,0.0510403528218117,0.5590772404677979,0,0,0,0,0,0
TUSC3,0,0.0022889487985268,0.3611743748336502,0,0,0,0,0,0
AGGF1,0,0.0042159135626423,0.0163710875322958,0,0,0,0,0,0
PLA2G3,0.0071909862772369,0.0129780726968505,0.081863717346341,0,0,0,0,0,0
LIPT1,0.0036038062255994,0.0019317319631365,0.048966206565264,0,0,0,0,0,0
MTERF2,0.0036034074284665,0,0,0,0,0,0,0,0
CD99,0,0,0.0360195420011449,0.0444444444444444,0,0,0,0,0
ZNF280D,0.0070615657176829,0.0311874602620157,0.0485926952074721,0,0,0,0,0,0
SLC25A20,0,0.0162278251481618,0.0601165506836836,0,0,0,0,0,0
HS2ST1,0,0.0040211902246698,0.0240569801158438,0,0,0,0,0,0
CHP2,0.0036040988967085,0.0138717353058326,0.1584363779901088,0,0,0,0,0,0
SERINC5,0,0.0349426421700448,0.0119025437850739,0,0,0,0,0,0
HAUS5,0,0.003164104726374,0.019599598738487,0,0,0,0,0,0
CCL4,0,0,0.1307546487942965,0.0888888888888888,0,0,0,0,0
ADCY5,0,0.0312778435359766,0.0931847272180481,0,0,0,0,0,0
LPAR1,0,0.005812517261143,0.1840612524161137,0.3111111111111111,0,0,0,0,0
PHTF1,0,0.0086611768511223,0.0024138129202306,0,0,0,0,0,0
CLDN23,0,0.0390156350995737,0.0861517107832824,0,0,0,0,0,0
PTGR2,0,0.0090640012260212,0.0532974883659394,0,0,0,0,0,0
ENY2,0,0.0057912221005388,0.0247718120271163,0.0777777777777777,0,0,0,0,0
SLC30A6,0,0.0022905859992946,0.018807978680906,0.1333333333333333,0,0,0,0,0
SLC30A5,0,0.0099311001083328,0.0158991626402581,0,0,0,0,0,0
ZNF7,0.0035386078833322,0.0197817799638747,0.0115829893322234,0,0,0,0,0,0
TRIOBP,0.0035992182835682,0.014018289687565,0.0066082160506305,0.988888888888889,0,0,0,0,0
MOCS2,0,0.0045049348705662,0.037179600334288,0,0,0,0,0,0
ANTXR2,0.0036026369548566,0.033707429538043,0.0805987365466296,0,0,0,0,0,0
IFNA4,0,0.0289233648362809,0,0.3111111111111111,0,0,0,0,0
ITM2C,0,0.0357293655641509,0.0167482369428897,0.1444444444444444,0,0,0,0,0
EIF4E1B,0,0,0,0,0,0,0,0,0
ZNF441,0,0.0076313475924868,0.0337825044850901,0.0777777777777777,0,0,0,0,0
ASIC4,0.0036041491490229,0.0339717356129206,0,0.1444444444444444,0,0,0,0,0
ZNF157,0,0.0498796829618864,0.1834196121455892,0.0444444444444444,0,0,0,0,0
DHCR24,0.0036015664931572,0.0075140802329893,0.0029670796312795,0,0,0,0,0,0
HIP1R,0.0036037094436324,0.0055792277176694,0.0413153976482474,0,0,0,0,0,0
SGIP1,0,0.0331814927674232,0.1644156404197253,0,0,0,0,0,0
ERMAP,0,0.0024228077938177,0.0039357409941634,0,0,0,0,0,0
CYLC1,0,0,0,0.0444444444444444,0,0,0,0,0
YKT6,0,0.0079175820029649,0.0158685208794323,0.0111111111111111,0,0,0,0,0
ENAM,0,0,0,0,0,0,0,0,0
SLC13A2,0,0.0374018273146625,0,0.0888888888888888,0,0,0,0,0
B3GNT5,0.0141912966913068,0.0095933997437401,0.0465368908673881,0,0,0,0,0,0
GCNT3,0,1,0.141842578882661,0,0,0,0,0,0
PDE1A,0.0104793698837165,0.0320727285723018,0.0054521894477293,0,0,0,0,0,0
PTGES2,0,0.0008899124381182,0.0009800200191089,0.3111111111111111,0,0,0,0,0
PIWIL2,0.0035109921038933,0.0815288766536957,0.2183611475627554,0,0,0,0,0,0
SETD6,0,0.0058285014561497,0.0272950667802881,0,0,0,0,0,0
KDM4B,0,0.01253587389612,0.0912824752523329,0.0777777777777777,0,0,0,0,0
WDTC1,0.0036034600810994,0.0109892654065978,0.0166615339884228,0,0,0,0,0,0
EYA3,0.0035961078616291,0.0070613485346897,0.0592245579502406,0,0,0,0,0,0
ZNF679,0.0035934889651097,0,0,0.0111111111111111,0,0,0,0,0
TALDO1,0,0.0094747265467946,0.0078193327921836,0,0,0,0,0,0
LTBP2,0.0036013856918284,0.0178297258116496,0.0427501044503003,0,0,0,0,0,0
UGGT2,0.0107636178984929,0.0001361795033951,0.0005144001067434,0,0,0,0,0,0
MRPS5,0,0.0366260153012149,0.0012689797913567,0,0,0,0,0,0
XRRA1,0,0.0016366499034339,0.0064369100122084,0,0,0,0,0,0
CHIA,0,0.0044296452669461,0.0083194520131185,0,0,0,0,0,0
USP33,0.0174684940682396,0.0009731872340801,0.0339328384846216,0,0,0,0,0,0
MMP1,0,0.0991300875716632,0.2717555253625186,0,1,0,0,0,0
COMMD5,0,0.0021824779283894,0.0266947345338597,0,0,0,0,0,0
CRYM,0.0036020220400323,0.0106509712038607,0.2047223298155137,0,0,0,0,0,0
CPB2,0,0.0108548395692843,0.1160316342214938,0,0,0,0,0,0
TINAG,0,0.0451250296544952,0,0,0,0,0,0,0
MRPL36,0,0.0043939515862996,0.0211423321047426,0,0,0,0,0,0
