gene,MF: STAD,METH: STAD,GE: STAD,CNA: STAD,hsa04010,hsa04110,hsa04115,hsa04151,hsa04310,hsa04350,hsa04520,hsa05120
NEXMIF,0.0,0.0879655944034839,0.0,0.0,0,0,0,0,0,0,0,0
PAXBP1,0.0124222184007804,0.0261538395316925,0.051432084447254,0.0,0,0,0,0,0,0,0,0
EEFSEC,0.0128105948260604,0.004995555352572,0.0023322800442327,0.0,0,0,0,0,0,0,0,0
AASS,0.0383514212233509,0.0981927530865483,0.0209252323109321,0.0,0,0,0,0,0,0,0,0
RMDN1,0.013022956743233,0.0019721910245259,0.0106403465520087,0.0,0,0,0,0,0,0,0,0
PXK,0.0128141806497459,0.0181084926437287,0.0141032797954956,0.0,0,0,0,0,0,0,0,0
C10orf90,0.0641812526608659,0.4093093544908184,0.2044309960875393,0.0,0,0,0,0,0,0,0,0
CLYBL,0.0,0.0071748494670716,0.041076930302309,0.0,0,0,0,0,0,0,0,0
CD276,0.0129844422556582,0.242827091765709,0.0855992021513432,0.0,0,0,0,0,0,0,0,0
CELSR1,0.0752983366517698,0.1469310468478024,0.1389492630227815,0.5210355987055016,0,0,0,0,0,0,0,0
FREM2,0.0895765550206684,0.0213005488105777,0.0203628836302833,0.0,0,0,0,0,0,0,0,0
CNNM2,0.0,0.0475769598666269,0.0501934562302762,0.0,0,0,0,0,0,0,0,0
FAT4,0.4966684274949818,0.2161790760668099,0.0275984788919224,0.0,0,0,0,0,0,0,0,0
DCHS1,0.0379736568845159,0.0980621372681481,0.0065419608542983,0.0,0,0,0,0,0,0,0,0
PCDH7,0.0497739585872699,0.3501280524365874,0.0389717495767697,0.0,0,0,0,0,0,0,0,0
PCDH20,0.0906787010710812,0.0097721707877318,0.1545710510283703,0.0,0,0,0,0,0,0,0,0
PCDHGA11,0.0253808264155771,0.382795126347542,0.0380142460852924,0.0,0,0,0,0,0,0,0,0
FAT3,0.2268391240617027,0.2043581310649378,0.1292533762657065,0.0,0,0,0,0,0,0,0,0
GLYATL3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
KRT12,0.0,0.0269619354037496,0.2200158753063891,0.0,0,0,0,0,0,0,0,0
ACADVL,0.0256415262792344,0.1296849773302809,0.0485081115550214,0.0,0,0,0,0,0,0,0,0
ALDH1L2,0.0130459248114658,0.1012863598329496,0.0409523698715887,0.0,0,0,0,0,0,0,0,0
CPT2,0.0130286105325365,0.0327316009884278,0.0330549225596254,0.0,0,0,0,0,0,0,0,0
HDHD5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
DDX28,0.0,0.0097794098878855,0.0121451111098868,0.0,0,0,0,0,0,0,0,0
GRSF1,0.0,0.0166421563191614,0.0281978937808773,0.0,0,0,0,0,0,0,0,0
MCAT,0.0128745420322206,0.0157464499280991,0.0041483194331191,0.0,0,0,0,0,0,0,0,0
MRPL3,0.0129373981751745,0.0047500772911084,0.0581338516891194,0.0,0,0,0,0,0,0,0,0
MRPL32,0.0,0.0,0.0209125831972923,0.0,0,0,0,0,0,0,0,0
MRPL50,0.0259744265419779,0.053125509670932,0.0335985341083513,0.0,0,0,0,0,0,0,0,0
MRPL54,0.0130210692256265,0.0234605339993476,0.0473860888759733,0.5242718446601942,0,0,0,0,0,0,0,0
MRPL55,0.0,0.0270202302933342,0.0077613279084788,0.0,0,0,0,0,0,0,0,0
MRPS2,0.0,0.0068829926615269,0.0176895710512867,0.0,0,0,0,0,0,0,0,0
MRPS30,0.0,0.0076402809039282,0.0297314483349014,0.0,0,0,0,0,0,0,0,0
PUS1,0.0,0.0003630853225866,0.0935373702137927,0.0,0,0,0,0,0,0,0,0
TARS2,0.0129802555746258,0.0010618266131349,0.031676267535217,0.5177993527508091,0,0,0,0,0,0,0,0
TENT4A,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
MARCH1,0.0387831542877666,0.1849546051297883,0.0563652860212632,0.0,0,0,0,0,0,0,0,0
GALK1,0.0127319936503965,0.0273167287527582,0.0067482530822282,0.0,0,0,0,0,0,0,0,0
ZNF443,0.0,0.0006029786436084,0.0601033569603226,0.0,0,0,0,0,0,0,0,0
DNAH9,0.2442940478098308,0.0546179473610503,0.0564733644361894,0.0,0,0,0,0,0,0,0,0
P3H4,0.0,0.061288597012837,0.0,0.0,0,0,0,0,0,0,0,0
METTL7A,0.0,0.2657980798769739,0.1375487354082155,0.1909385113268608,0,0,0,0,0,0,0,0
NDUFB4,0.0129611110347611,0.0281471186620091,0.040834627456255,0.0,0,0,0,0,0,0,0,0
CLIC2,0.0130131575245066,0.2372912460786846,0.0358705404360055,0.2686084142394822,0,0,0,0,0,0,0,0
GRK7,0.0130543916227023,0.0720518348996676,0.0831703800978158,0.0,0,0,0,0,0,0,0,0
TRIM13,0.0,0.0100211853380246,0.00860726050526,0.0,0,0,0,0,0,0,0,0
WDR11,0.025732972579451,0.0038943957776314,0.0062743528032017,0.0,0,0,0,0,0,0,0,0
DHRS4,0.0130352557132437,0.0330294197145855,0.0632434234791246,0.0,0,0,0,0,0,0,0,0
GFRA2,0.0130030014553403,0.0,0.216377960104801,0.0,0,0,0,0,0,0,0,0
DIO2,0.0375381654111575,0.0,0.1349230881872654,0.0,0,0,0,0,0,0,0,0
IBA57,0.0,0.0133125808062515,0.0155338917049559,0.0,0,0,0,0,0,0,0,0
GTPBP1,0.0256955708260136,0.0088634476509794,0.0167400855601443,0.0,0,0,0,0,0,0,0,0
LPGAT1,0.0124448215558716,0.0507438636567664,0.0336396736677839,0.0,0,0,0,0,0,0,0,0
PIGN,0.0173970384538847,0.0,0.0120198650385191,0.0,0,0,0,0,0,0,0,0
ZNF605,0.0259710740666719,0.2126558290250125,0.0201869599915801,0.0,0,0,0,0,0,0,0,0
DNLZ,0.0,0.0802131182405708,0.0048800179256529,0.0,0,0,0,0,0,0,0,0
COLGALT1,0.0260229922556012,0.0,0.0896204732994933,0.0,0,0,0,0,0,0,0,0
NNAT,0.0129661168222607,0.0929074795399003,0.1323970107449815,0.0,0,0,0,0,0,0,0,0
LDHC,0.0,0.0868421286694937,0.0567817017685533,0.0,0,0,0,0,0,0,0,0
EVX1,0.0128225104060274,0.2788000639406716,0.137241391293622,0.0,0,0,0,0,0,0,0,0
ZNF566,0.0128966698595146,0.098661326601297,0.0340617365417889,0.0,0,0,0,0,0,0,0,0
ZNF324,0.025543240129912,0.0290676360787822,0.0172847031301221,0.0,0,0,0,0,0,0,0,0
ZNF235,0.0259260945829544,0.0028840107822346,0.0139425423552293,0.0,0,0,0,0,0,0,0,0
SULF1,0.0762568715469188,0.0171712373263107,0.2140792308664118,0.0,0,0,0,0,0,0,0,0
TET1,0.0379492426449955,0.1052556863877764,0.0119433853879815,0.0,0,0,0,0,0,0,0,0
SALL3,0.0867676103067848,0.4122370202212628,0.0,0.0,0,0,0,0,0,0,0,0
YEATS2,0.0,0.0041573258440779,0.070762682434131,0.0,0,0,0,0,0,0,0,0
H2AFJ,0.0,0.1790932375701253,0.060704852118044,0.2491909385113268,0,0,0,0,0,0,0,0
COX14,0.0,0.0087085111424436,0.0316020282895767,0.1909385113268608,0,0,0,0,0,0,0,0
THOC3,0.0,0.0,0.0366144734591584,0.0,0,0,0,0,0,0,0,0
KBTBD13,0.0,0.0052723677371597,0.0,0.0,0,0,0,0,0,0,0,0
H2AFB1,0.0,0.058669286538365,0.0,0.2686084142394822,0,0,0,0,0,0,0,0
GMDS,0.0,0.0534133391214899,0.0307594019379132,0.3721682847896439,0,0,0,0,0,0,0,0
DGKE,0.0383216110435721,0.0979596782862163,0.0482138125128878,0.0,0,0,0,0,0,0,0,0
DGKG,0.0253194221066132,0.3412423707371009,0.1221228421925197,0.0,0,0,0,0,0,0,0,0
CPA1,0.0130449233315772,0.0526258915921924,0.2176645024050361,0.0,0,0,0,0,0,0,0,0
CSNK1A1L,0.0259333428254549,0.2795859775665593,0.0,0.0,0,0,0,0,1,0,0,0
ZBTB11,0.0,0.007397337640317,0.0422976302934858,0.0,0,0,0,0,0,0,0,0
DDX51,0.0257087951878704,0.0397236719571981,0.0469004607843655,0.0,0,0,0,0,0,0,0,0
CARF,0.0129254624321834,0.0188716098859322,0.0243640880484442,0.0,0,0,0,0,0,0,0,0
COX7A2,0.0,0.0,0.0319391185838766,0.2880258899676375,0,0,0,0,0,0,0,0
CCDC8,0.0260843881387892,0.1865249557503928,0.0097961919068012,0.0,0,0,0,0,0,0,0,0
GINS1,0.0,0.0086112934613766,0.1334216395808757,0.0,0,0,0,0,0,0,0,0
NDP,0.0,0.2520423449651366,0.0604495317926206,0.0,0,0,0,0,0,0,0,0
RHBDL3,0.0,0.2963258033970596,0.080248942267553,0.0,0,0,0,0,0,0,0,0
GTF2IRD2,0.0,0.0,0.0148693523305563,0.0,0,0,0,0,0,0,0,0
CACNG4,0.0,0.0652907684817954,0.0481777170396831,0.0,1,0,0,0,0,0,0,0
PDE6B,0.0,0.1254006874882376,0.076107270423267,0.0,0,0,0,0,0,0,0,0
MEX3D,0.0,0.2350748697679225,0.0522672425078888,0.0,0,0,0,0,0,0,0,0
ZADH2,0.0,0.0078075541803867,0.0197409371805493,0.0,0,0,0,0,0,0,0,0
PARL,0.0,0.0,0.0160517955590869,0.0,0,0,0,0,0,0,0,0
KCTD2,0.0,0.0186865545386511,0.0173364985573825,0.0,0,0,0,0,0,0,0,0
KCTD20,0.0116738586720399,0.0062330561984801,0.0207627013037736,0.0,0,0,0,0,0,0,0,0
KLHL4,0.0767434769521332,0.1421519250315253,0.0791546929098411,0.0,0,0,0,0,0,0,0,0
KCTD18,0.0256159795202438,0.0163130446489071,0.0207757326700519,0.0,0,0,0,0,0,0,0,0
CMTR1,0.0130387142338656,0.0087054141029365,0.0195807808847635,0.0,0,0,0,0,0,0,0,0
MRPL21,0.0,0.0047690033972213,0.0045235641229007,0.0,0,0,0,0,0,0,0,0
RTEL1,0.0237770923899967,0.0051641864089757,0.0618709308106696,0.0,0,0,0,0,0,0,0,0
CLCC1,0.023744252521121,0.0064925186181888,0.002567483941834,0.3009708737864078,0,0,0,0,0,0,0,0
AAR2,0.0257132090888546,0.0528434222567809,0.0151804414798751,0.0,0,0,0,0,0,0,0,0
FAM120B,0.0242974237733058,0.3075403846691125,0.0060385476903309,0.0,0,0,0,0,0,0,0,0
GFPT2,0.0130538709266328,0.2485958285585978,0.009524412841466,0.0,0,0,0,0,0,0,0,0
TUT4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
IDH1,0.0,0.0052814588323815,0.0097573322719694,0.0,0,0,0,0,0,0,0,0
NACA2,0.0130480912711448,0.1092497515345847,0.0760554316924753,0.0,0,0,0,0,0,0,0,0
ACOXL,0.0129650336567469,0.1789064936780283,0.0428133781535889,0.0,0,0,0,0,0,0,0,0
NUDT7,0.0125693058624228,0.1185381465933722,0.0591838210774729,0.0,0,0,0,0,0,0,0,0
ZBTB46,0.0514718817950181,0.0605686704695797,0.0340355159215515,0.0,0,0,0,0,0,0,0,0
MICU2,0.0,0.0431686891825545,0.0265109972270342,0.203883495145631,0,0,0,0,0,0,0,0
FBLL1,0.0,0.2494484852723924,0.1590933097922746,0.0,0,0,0,0,0,0,0,0
PDCD2L,0.0130567724206146,0.0105115312730208,0.0707937874877429,0.2427184466019417,0,0,0,0,0,0,0,0
TRNAU1AP,0.0130517160109553,0.0247333405944775,0.014823090233999,0.0,0,0,0,0,0,0,0,0
MANEA,0.0257114059267574,0.0257330544693585,0.0147117616489975,0.2880258899676375,0,0,0,0,0,0,0,0
NPC2,0.0,0.0006858256965411,0.0040188800425412,0.0,0,0,0,0,0,0,0,0
CLDN17,0.0260434231076275,0.3629601670823794,0.0,0.0,0,0,0,0,0,0,0,0
GPR142,0.013049881304844,0.1898346818191931,0.1386375163734662,0.0,0,0,0,0,0,0,0,0
ARHGAP6,0.0374881208201643,0.1407040724885106,0.0091239959095672,0.0,0,0,0,0,0,0,0,0
CTSO,0.0,0.0081685034305109,0.0472294841504659,0.0,0,0,0,0,0,0,0,0
RGS7BP,0.0,0.174867745414844,0.0408297007668789,0.0,0,0,0,0,0,0,0,0
FANK1,0.0130477862957575,0.1155885417548649,0.0472273514680085,0.0,0,0,0,0,0,0,0,0
CACNA1E,0.0770158004903286,0.3567420501266744,0.0768189114158211,0.0,1,0,0,0,0,0,0,0
TINAGL1,0.0,0.1007291258631541,0.0427868486564802,0.0,0,0,0,0,0,0,0,0
CST11,0.0,0.1535866425574134,0.0,0.0,0,0,0,0,0,0,0,0
ZNF256,0.0130406712036031,0.300429339338571,0.0455310218747446,0.0,0,0,0,0,0,0,0,0
ARFGEF3,0.0366183941129382,0.2339574943691953,0.0,0.0,0,0,0,0,0,0,0,0
MRGPRX1,0.0259944888163835,0.2588223983927199,0.0,0.0,0,0,0,0,0,0,0,0
KLHL24,0.0513674087907073,0.0116856198092712,0.0114201105598513,0.0,0,0,0,0,0,0,0,0
EFHD2,0.0,0.0041068969659959,0.0073161599322565,0.0,0,0,0,0,0,0,0,0
NHS,0.0244388142143123,0.5638560632101471,0.0791248858961196,0.0,0,0,0,0,0,0,0,0
PRDM8,0.0120257564570766,0.3004054049182295,0.0952119722492782,0.0,0,0,0,0,0,0,0,0
GDA,0.0124657634536708,0.0,0.0961305160681605,0.0,0,0,0,0,0,0,0,0
GOT1L1,0.0,0.0076461872273934,0.0,0.0,0,0,0,0,0,0,0,0
TYMP,0.0,0.0495114157912631,0.0459979167631035,0.5210355987055016,0,0,0,0,0,0,0,0
NOX5,0.0370520562570727,0.0125954972959826,0.1298320720479147,0.0,0,0,0,0,0,0,0,0
TRAPPC3L,0.0,0.1525932481922866,0.0298396009706304,0.2880258899676375,0,0,0,0,0,0,0,0
TUBGCP6,0.051394613777233,0.0014094491640158,0.0130803198305482,0.5210355987055016,0,0,0,0,0,0,0,0
SWI5,0.0258186114094279,0.0513604137279314,0.0131432266043332,0.0,0,0,0,0,0,0,0,0
FGD3,0.0251078757281294,0.0887052428510861,0.0182561341022161,0.0,0,0,0,0,0,0,0,0
NAGLU,0.0,0.1046590535393197,0.0017888526239891,0.0,0,0,0,0,0,0,0,0
PRCP,0.0,0.0138996710465898,0.0053690926402815,0.0,0,0,0,0,0,0,0,0
EDEM3,0.0260215043891036,0.00568914138597,0.0313133709056766,0.0,0,0,0,0,0,0,0,0
SGSH,0.0126324476429761,0.0099029082531917,0.0090614179315268,0.0,0,0,0,0,0,0,0,0
BDH2,0.0,0.0979879394402115,0.07133361779868,0.0,0,0,0,0,0,0,0,0
TMEM192,0.0,0.1449079442205867,0.0049936817842423,0.0,0,0,0,0,0,0,0,0
DDRGK1,0.0,0.0007476213282568,0.0241669184894694,0.0,0,0,0,0,0,0,0,0
C14orf93,0.0,0.133992666909722,0.0017743351657963,0.0,0,0,0,0,0,0,0,0
LETM2,0.0,0.0102758329677855,0.0043162667628314,0.0,0,0,0,0,0,0,0,0
SP140L,0.0,0.1518242309180114,0.0667832065726246,0.0,0,0,0,0,0,0,0,0
RLBP1,0.0259870990222599,0.1658427607312388,0.138083352886127,0.0,0,0,0,0,0,0,0,0
C22orf46,0.0,0.0868789703603591,0.0278973651484976,0.0,0,0,0,0,0,0,0,0
SLCO2B1,0.0,0.0278724379339053,0.0466831318221439,0.0,0,0,0,0,0,0,0,0
MARS2,0.0,0.0164575617594741,0.05824643791486,0.0,0,0,0,0,0,0,0,0
PLBD1,0.0128987805158569,0.2400960561618652,0.0475776627729244,0.2491909385113268,0,0,0,0,0,0,0,0
PCK2,0.0249727570021126,0.0328824112695545,0.0042915893932195,0.0,0,0,0,1,0,0,0,0
IL26,0.0,0.2959996568512028,0.0764274658905064,0.0,0,0,0,0,0,0,0,0
VWA5A,0.0247384591141156,0.0707040983834653,0.047615677893976,0.3203883495145631,0,0,0,0,0,0,0,0
GNAT2,0.0,0.0086551385402913,0.0058470277234562,0.3009708737864078,0,0,0,0,0,0,0,0
BHMT2,0.0,0.1135874891712961,0.1386452581219445,0.0,0,0,0,0,0,0,0,0
TAFA4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
C11orf45,0.0254309189096984,0.0828155697768394,0.0104058222782414,0.3203883495145631,0,0,0,0,0,0,0,0
EOGT,0.0128781491143554,0.0242951480430869,0.0561562932307884,0.0,0,0,0,0,0,0,0,0
GALE,0.0129049834080335,0.007097959083032,0.0449224009297595,0.0,0,0,0,0,0,0,0,0
WARS2,0.0,0.0022346130816984,0.0124321435037058,0.3009708737864078,0,0,0,0,0,0,0,0
WDR45B,0.0130153750526028,0.1402343326324018,0.0221531382582614,0.0,0,0,0,0,0,0,0,0
DGUOK,0.0,0.0460929211427197,0.0217407008517701,0.0,0,0,0,0,0,0,0,0
MTFMT,0.0130370624418601,0.0019246139310401,0.0003190451198951,0.0,0,0,0,0,0,0,0,0
RETSAT,0.0390252986066705,0.0039541120956517,0.0462008689411641,0.0,0,0,0,0,0,0,0,0
MPV17L,0.0,0.0220983289129417,0.062850032471633,0.0,0,0,0,0,0,0,0,0
POMGNT2,0.0130135307961174,0.1326021477692346,0.0036190085525127,0.0,0,0,0,0,0,0,0,0
DEFA6,0.0,0.1878332828894086,0.5684055206470345,0.0,0,0,0,0,0,0,0,0
SERAC1,0.0120871904775788,0.0,0.0168593764758065,0.0,0,0,0,0,0,0,0,0
COLEC12,0.0651146889332409,0.1180098670499747,0.0830979406515452,0.0,0,0,0,0,0,0,0,0
CAPSL,0.0127990683489626,0.0308527232640242,0.0,0.0,0,0,0,0,0,0,0,0
GSDMB,0.0,0.2349055127933703,0.010411507400794,0.0,0,0,0,0,0,0,0,0
R3HDML,0.0130561377353111,0.0975999231519424,0.028968429158884,0.0,0,0,0,0,0,0,0,0
TSPAN13,0.0,0.0085734656186465,0.0504483997047514,0.0,0,0,0,0,0,0,0,0
RBPJL,0.012727787229422,0.3493864187883566,0.0,0.0,0,0,0,0,0,0,0,0
FITM1,0.0129835365992261,0.0009923774868129,0.0494492548186792,0.0,0,0,0,0,0,0,0,0
IRGC,0.0129628514286524,0.0934874874881199,0.0,0.0,0,0,0,0,0,0,0,0
GLB1L,0.0127651367309449,0.0161210334823811,0.0515878135175304,0.0,0,0,0,0,0,0,0,0
CHID1,0.0252940879838166,0.1192539171312178,0.0112427539284759,0.0,0,0,0,0,0,0,0,0
GGCT,0.0130189220688114,0.000518016063103,0.0831622578990472,0.0,0,0,0,0,0,0,0,0
DCXR,0.0130585478919389,0.0092000648139907,0.0315514065210124,0.0,0,0,0,0,0,0,0,0
RNASE11,0.0129471575471137,0.0,0.0,0.0,0,0,0,0,0,0,0,0
CFHR2,0.0389467359380263,0.0,0.0,0.0,0,0,0,0,0,0,0,0
SLC17A5,0.0388612446960192,0.0126018019743858,0.0343606438125959,0.2880258899676375,0,0,0,0,0,0,0,0
DTD2,0.0,0.0070808120128672,0.0156585378051459,0.0,0,0,0,0,0,0,0,0
NXPE3,0.0128933777981486,0.0946141044295451,0.0360528993070189,0.0,0,0,0,0,0,0,0,0
MOGAT3,0.0,0.1974820283608439,0.20710286556923,0.0,0,0,0,0,0,0,0,0
DIO3,0.0,0.1584065652079544,0.0171698952828018,0.4304207119741101,0,0,0,0,0,0,0,0
CAMKMT,0.0130512078144559,0.0044949923548173,0.0219795331797568,0.0,0,0,0,0,0,0,0,0
CNDP1,0.0,0.0058115377645902,0.0257259627014226,0.0,0,0,0,0,0,0,0,0
PASD1,0.0391207575605797,0.3516420446697338,0.0,0.2686084142394822,0,0,0,0,0,0,0,0
PDYN,0.0130025792298116,0.2301118797242974,0.0,0.0,0,0,0,0,0,0,0,0
ANKH,0.0,0.0597964492979307,0.0519267449404841,0.0,0,0,0,0,0,0,0,0
TOR3A,0.0,0.0202855810600069,0.0276823548631527,0.0,0,0,0,0,0,0,0,0
UQCR11,0.0258465894421733,0.0040245574176168,0.0642716260343829,0.0,0,0,0,0,0,0,0,0
MRPL47,0.0,0.0026607209544901,0.0491956399587259,0.0,0,0,0,0,0,0,0,0
ZCRB1,0.0,0.0182530489552162,0.0059853736482465,0.1909385113268608,0,0,0,0,0,0,0,0
ATP6V1F,0.0,0.0103525092997456,0.004815561947329,0.0,0,0,0,0,0,0,0,1
PIEZO1,0.0,0.0011139696343861,0.065408476563367,0.0,0,0,0,0,0,0,0,0
GON4L,0.0849487732468906,0.009470560057047,0.048269337235152,0.0,0,0,0,0,0,0,0,0
MAN2B1,0.0385056292472547,0.0068847279316456,0.01771110068924,0.0,0,0,0,0,0,0,0,0
NADK2,0.0,0.008758349013832,0.023943215077347,0.0,0,0,0,0,0,0,0,0
SH3BGRL,0.0129843231716344,0.3194427359212458,0.0477451023787112,0.0,0,0,0,0,0,0,0,0
TST,0.0128059102187269,0.0,0.0614960723076074,0.0,0,0,0,0,0,0,0,0
RNASEH2A,0.0,0.02133149139172,0.0539429995742715,0.0,0,0,0,0,0,0,0,0
RNASEH2C,0.0,0.0092390707955052,0.0454011687969452,0.0,0,0,0,0,0,0,0,0
RNASEH2B,0.0125293293556587,0.0084444888691308,0.0361806965141365,0.0,0,0,0,0,0,0,0,0
RBM19,0.0130364194994342,0.0087349568453868,0.0522453184684078,0.0,0,0,0,0,0,0,0,0
TMEM126A,0.0,0.0029220468269562,0.002966076222798,0.0,0,0,0,0,0,0,0,0
OR4S2,0.0260309550766785,0.0,0.0,0.0,0,0,0,0,0,0,0,0
RBM27,0.0255251628381385,0.0537323718886787,0.0221145872287049,0.0,0,0,0,0,0,0,0,0
QSOX2,0.0130466970837017,0.0020239640039315,0.1082442109148566,0.0,0,0,0,0,0,0,0,0
MPV17,0.0125580127257577,0.0212082779590102,0.0120555245144682,0.0,0,0,0,0,0,0,0,0
PPT2,0.0256033950519364,0.0098281525897868,0.0196967586046924,0.0,0,0,0,0,0,0,0,0
PLBD2,0.0258083413044438,0.0588972658394222,0.052764296331016,0.0,0,0,0,0,0,0,0,0
USP48,0.0388804227462715,0.0065915293148136,0.0151848623917795,0.0,0,0,0,0,0,0,0,0
TMEM177,0.0,0.0713139787978378,0.0129051449078133,0.0,0,0,0,0,0,0,0,0
UQCR10,0.0,0.0024182654147768,0.0428733772597655,0.0,0,0,0,0,0,0,0,0
ZNF606,0.0641648255538409,0.2152595217546703,0.0242778532953853,0.0,0,0,0,0,0,0,0,0
PDE6A,0.0257165240096331,0.0442819871621567,0.0498647220607936,0.0,0,0,0,0,0,0,0,0
ZNF454,0.025749872782053,0.2950324039586097,0.069572766100892,0.0,0,0,0,0,0,0,0,0
WDFY1,0.012600316411183,0.0107582424634742,0.0652992021363438,0.0,0,0,0,0,0,0,0,0
TPBG,0.0259193027071829,0.0765090560099213,0.0601933417239968,0.2880258899676375,0,0,0,0,0,0,0,0
ABCB10,0.0385908270782709,0.0034836760060361,0.0208833250440215,0.0,0,0,0,0,0,0,0,0
PPP1R14C,0.0,0.0535364274931541,0.0767336298269412,0.0,0,0,0,0,0,0,0,0
PLEK2,0.0130524415143468,0.4176040105257645,0.0075668751408116,0.0,0,0,0,0,0,0,0,0
ACOT1,0.0255262437851494,0.0653988208610977,0.0622836305266448,0.0,0,0,0,0,0,0,0,0
COX7A2L,0.0,0.0779773543669958,0.019052969046969,0.0,0,0,0,0,0,0,0,0
MAN2A1,0.012877641046426,0.0140257918827952,0.0115041361964682,0.5113268608414239,0,0,0,0,0,0,0,0
GSTT1,0.0,0.0,0.0590598458691418,0.0,0,0,0,0,0,0,0,0
FPGT,0.013024639718478,0.041670657014603,0.012610850896427,0.3009708737864078,0,0,0,0,0,0,0,0
DNAJB12,0.0122794181871295,0.027835953057158,0.0050431680157412,0.0,0,0,0,0,0,0,0,0
YRDC,0.0130549534901539,0.0100753105695495,0.0295674234360004,0.0,0,0,0,0,0,0,0,0
NDRG3,0.0,0.0041738768973714,0.0398267904206556,0.0,0,0,0,0,0,0,0,0
RANBP17,0.0517894704330832,0.2029551850444631,0.0714009688611122,0.0,0,0,0,0,0,0,0,0
IPPK,0.0260941921962559,0.0087349960640344,0.0198156719011906,0.0,0,0,0,0,0,0,0,0
TM9SF4,0.0,0.0635514747437238,0.0314182567564196,0.0,0,0,0,0,0,0,0,0
GOLIM4,0.0129074226421276,0.0107919048393732,0.0317729554094914,0.0,0,0,0,0,0,0,0,0
DDTL,0.0,0.0,0.0104444220272398,0.0,0,0,0,0,0,0,0,0
ZNF316,0.0,0.0175236249030301,0.0,0.0,0,0,0,0,0,0,0,0
ITPA,0.0127818125832501,0.0287936466501743,0.0378965015430024,0.0,0,0,0,0,0,0,0,0
PGM2,0.0,0.0135074585735613,0.0336349372194614,0.0,0,0,0,0,0,0,0,0
MRPS36,0.0129947314391716,0.0365700775587523,0.0324963829604792,0.0,0,0,0,0,0,0,0,0
SLC25A44,0.012646617132512,0.0062283102025767,0.0158863330919655,0.0,0,0,0,0,0,0,0,0
PTGR1,0.0,0.234488668075353,0.1460165567507856,0.0,0,0,0,0,0,0,0,0
SLC26A2,0.0254537340636895,0.0037190978394843,0.0032255466579319,0.0,0,0,0,0,0,0,0,0
LDHAL6A,0.0,0.0566267829181115,0.0567194509760938,0.0,0,0,0,0,0,0,0,0
CACNA2D1,0.0255407542717584,0.1865429193745422,0.0097859529793471,0.0,1,0,0,0,0,0,0,0
UAP1,0.0252716530998979,0.0016670658915489,0.0316486169030596,0.0,0,0,0,0,0,0,0,0
TMEM256,0.0130375130610124,0.0054710053674353,0.0703981398061766,0.0,0,0,0,0,0,0,0,0
RCCD1,0.0,0.0653561877419036,0.0590216351557932,0.0,0,0,0,0,0,0,0,0
MPI,0.0,0.0091494371658255,0.0486791478097329,0.0,0,0,0,0,0,0,0,0
SLC2A14,0.0506527119404229,0.2755572309603363,0.0388177466738653,0.2491909385113268,0,0,0,0,0,0,0,0
PALM2,0.0,0.2367181786681989,0.0366400254188486,0.0,0,0,0,0,0,0,0,0
SH3BGRL2,0.012811858459107,0.2585229524104322,0.0486894565259505,0.2880258899676375,0,0,0,0,0,0,0,0
SLC25A32,0.0130571449934085,0.0028413859600856,0.0724509078722841,0.0,0,0,0,0,0,0,0,0
MRPL30,0.0,0.000706811767303,0.002100468124436,0.0,0,0,0,0,0,0,0,0
TRNT1,0.0,0.0200047220206208,0.0424711859290789,0.4627831715210356,0,0,0,0,0,0,0,0
POGLUT1,0.0261006147638831,0.0157561746466072,0.0334468226354485,0.0,0,0,0,0,0,0,0,0
NUDT19,0.0,0.0711512113377304,0.0382819734332449,0.2427184466019417,0,0,0,0,0,0,0,0
ARSB,0.0383130110628605,0.0794960715422504,0.0129033542711585,0.0,0,0,0,0,0,0,0,0
ATP9A,0.0369832721125347,0.1640240192898457,0.0442566913945686,0.0,0,0,0,0,0,0,0,0
TATDN2,0.0124442798450716,0.000697937017694,0.0199380918924278,0.0,0,0,0,0,0,0,0,0
CNTLN,0.0891890700035908,0.1547273396053185,0.0058960943727462,0.0,0,0,0,0,0,0,0,0
MRM2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ALMS1,0.074155010175078,0.0007499725726549,0.0544480517243988,0.0,0,0,0,0,0,0,0,0
MRPS18C,0.0,0.0208201361953661,0.0139141849623477,0.0,0,0,0,0,0,0,0,0
MRPL33,0.0,0.0091915946919606,0.0105529505158127,0.0,0,0,0,0,0,0,0,0
ZNF280B,0.0254367322117633,0.3326667123809712,0.0413258099974983,0.0,0,0,0,0,0,0,0,0
ZNF568,0.0878068653673248,0.5889518034800091,0.0904077528107632,0.0,0,0,0,0,0,0,0,0
ZNF625,0.0391216070797864,0.6909317523763006,0.0701343707030323,0.0,0,0,0,0,0,0,0,0
ZNF569,0.0260321975411391,0.6732538204255353,0.0593020654622995,0.0,0,0,0,0,0,0,0,0
ZNF324B,0.0,0.0304334206906111,0.0100630930226379,0.0,0,0,0,0,0,0,0,0
